"PROT"	"CARB"	"SUGR"	"FIBE"	"TFAT"	"SFAT"	"MFAT"	"PFAT"	"CHOL"	"ATOC"	"ATOA"	"RET"	"VARA"	"ACAR"	"BCAR"	"CRYP"	"LYCO"	"LZ"	"VB1"	"VB2"	"NIAC"	"VB6"	"FOLA"	"FA"	"FF"	"FDFE"	"CHL"	"VB12"	"B12A"	"VC"	"VD"	"VK"	"CALC"	"PHOS"	"MAGN"	"IRON"	"ZINC"	"COPP"	"SODI"	"POTA"	"SELE"	"CAFF"	"THEO"	"ALCO"	"S040"	"S060"	"S080"	"S100"	"S120"	"S140"	"S160"	"S180"	"M161"	"M181"	"M201"	"M221"	"P182"	"P183"	"P184"	"P204"	"P205"	"P225"	"P226"
1	0.554105933647018	0.386725941225391	0.438746388829545	0.733719739406633	0.660968400652622	0.715182434791656	0.601806767880506	0.665434635141313	0.614150196026239	0.181758445927547	0.298851914280457	0.335797590894976	0.157408164919556	0.204192078453933	0.11056362709461	0.22458279254496	0.11338066744152	0.623292696993807	0.69044990621949	0.783484737876958	0.67366706559561	0.399187195973561	0.206589015640442	0.422408075177183	0.348837063277471	0.766818198649216	0.598984346171135	0.132449974827312	0.261150622118919	0.424281097255746	0.189955171576853	0.570908285364435	0.872689040069567	0.650215990341714	0.497532661634392	0.751174232394987	0.589944466775957	0.78720763726781	0.736673700173171	0.880078161853275	0.0757031949330717	0.183748332009238	-0.0905322643676942	0.37866322318249	0.364726614109352	0.211483368200253	0.34770237480193	0.114085769660626	0.43342058867791	0.711002296538282	0.669615543248686	0.6640675156568	0.705294576609667	0.559287835225985	0.117865402780641	0.595435402794045	0.504928258835365	0.208896055071998	0.595756866178183	0.250038567514413	0.28988935359764	0.314189600897122
0.554105933647018	1	0.82507696661677	0.626792876294752	0.531075856908048	0.511347578722742	0.461771294685434	0.441886970992087	0.271596697706925	0.460149027368978	0.102383368266128	0.352220184734449	0.399369496279343	0.177393026613325	0.246664133454125	0.139605785749033	0.292640200412444	0.0850220607060263	0.699173895936708	0.584198877855973	0.492518570750585	0.493897597393143	0.586819808120573	0.384918199685159	0.520635512993717	0.541540050744382	0.454078176274467	0.340170517399736	0.087659402097266	0.386547803937074	0.400214305113099	0.142128766826999	0.536305890612684	0.702176134603028	0.637362305902987	0.599424424679523	0.485517448445387	0.583604333349044	0.6024634481157	0.722356206190301	0.520443102609429	0.143729101129846	0.198953392770891	-0.0760319506523083	0.383736560538152	0.38446037305084	0.219738780916518	0.327147730928205	0.122081014967651	0.371206204650383	0.54857903819231	0.487461383942829	0.32204025260544	0.464584347479076	0.336765883470605	0.0492034125142326	0.437333384408985	0.401097330519057	0.165426896639555	0.226481897460188	0.160792508134131	0.216413862422759	0.198771260636868
0.386725941225391	0.82507696661677	1	0.340019659710069	0.353149672559328	0.390235635399162	0.302170713466457	0.21303913286626	0.190518072801391	0.256541095207472	0.0605238642456313	0.34666052270534	0.354056277784411	0.084801547470125	0.189905445751653	0.0591718738730704	0.187874895430339	0.0850170134405034	0.418868868259096	0.477784606301513	0.306519788085061	0.359883251153534	0.290287729677409	0.171318600274672	0.281787028030369	0.261164354767558	0.325685598952699	0.31096394647725	0.0730574732637546	0.334399949209883	0.41550962689312	0.0948970842858339	0.41444383631796	0.519587015805864	0.444306799713328	0.321589352668686	0.367830955702703	0.378917903181297	0.313772237536636	0.564973970901389	0.286645135895196	0.172659441426534	0.254978815617602	-0.0960963858378904	0.345727200063194	0.354354631597171	0.236545154601322	0.303507849929413	0.158086654111434	0.322347341214928	0.387404929651249	0.36647600937893	0.266287557917935	0.302023839926643	0.220636391759667	-0.00913789368043879	0.209330535943628	0.183070093263087	0.143641235262412	0.162488966768274	0.11415034458508	0.1747513193786	0.143713435582813
0.438746388829545	0.626792876294752	0.340019659710069	1	0.339708637610283	0.260197028766042	0.317803147021039	0.358087823490238	0.0782953696495455	0.467198663672905	0.0886249516914687	0.206149019606077	0.426969591192506	0.355981689185414	0.430669751458604	0.294506634027645	0.242873963867953	0.302678432382144	0.546131512429186	0.426885406216684	0.357005020221999	0.4995632712351	0.676912682061309	0.302186839549159	0.776636211444551	0.574795435692954	0.301800845734295	0.270977212643218	0.159177285017165	0.476207867542123	0.274497828389966	0.350552489201001	0.466436633000193	0.588660564552141	0.752955230968589	0.596134383224453	0.489974658294759	0.75518012771709	0.40087986039297	0.695693036245648	0.393494944650796	-0.0720039661309927	0.0973588286042777	-0.198116805192588	0.227296703311884	0.201474461766558	0.087189660865759	0.164966706096716	0.0211307836271974	0.169598445758831	0.301315136901661	0.216648085059063	0.112335219011633	0.32703617800841	0.245119651276267	0.041797252080572	0.355159118177153	0.352805060592017	0.142110284742383	0.0526402368769805	0.129865730353757	0.102472321537162	0.153572200213785
0.733719739406633	0.531075856908048	0.353149672559328	0.339708637610283	1	0.90230832957127	0.964843904797533	0.868152906769688	0.619715469540083	0.727347872672638	0.172789553429941	0.323904871486508	0.323106077658257	0.19707889269262	0.152598007789304	-0.00481644017012556	0.204128388295252	0.0494663929296103	0.544813627830036	0.558599771075948	0.519895711090373	0.415783649025305	0.278554793290255	0.161000109399343	0.274325233308976	0.249243514049245	0.637324022131513	0.368053768729312	-0.00904666756869072	0.114005813298646	0.283652816226518	0.186172340346175	0.475893270254632	0.722309269782274	0.494267520608042	0.416402120307794	0.546543054023237	0.517562376234443	0.786113092875721	0.59077545054391	0.671331536411464	0.0881615849185576	0.241752183823097	-0.0818539070048526	0.498888013435345	0.512654216562732	0.385112425508139	0.519875702797773	0.284149528092736	0.609209912632825	0.94373039676169	0.904817521967866	0.753521477993935	0.961549873250589	0.670145104293772	0.131502811598327	0.869615248977908	0.744158473631189	0.177614610554796	0.553548235376803	0.161336461951544	0.249629277424788	0.204304361240334
0.660968400652622	0.511347578722742	0.390235635399162	0.260197028766042	0.90230832957127	1	0.812730693666168	0.613633226921154	0.568803700078971	0.497990695862639	0.101039349750829	0.38768069800426	0.349014530627462	0.13433552784937	0.132932273102002	-0.0427042533291345	0.233018729376676	0.058312082010533	0.506073962463757	0.562503795087742	0.42687458556675	0.333448852799355	0.233590293411275	0.186035858118282	0.167048740820456	0.226891591752517	0.553062154996899	0.366374176357624	-0.000576360616234042	0.0584856740362069	0.276085286102548	0.139398652536884	0.54479728593339	0.678174798823412	0.386255032852697	0.398200108388046	0.555491993919371	0.37657835367041	0.714634243409138	0.517612943263604	0.586137496433646	0.122619774887698	0.246372439339121	-0.109156200796489	0.72014639428598	0.740460056102998	0.636977665267063	0.781012625090669	0.49558380975429	0.860000463594909	0.960662476988392	0.953835076741726	0.751917729247788	0.801076723679822	0.49049803745993	0.0788138104079451	0.612443919650654	0.526655801694973	0.178743966247682	0.453276865277954	0.0769698075292249	0.178013561946216	0.109977703025343
0.715182434791656	0.461771294685434	0.302170713466457	0.317803147021039	0.964843904797533	0.812730693666168	1	0.831494246353194	0.615720695909578	0.778660011387149	0.22490592075671	0.278850813620606	0.257692906523132	0.164493359546019	0.0983926848783804	-0.0146512720572146	0.15234161088517	0.0506326302555428	0.490519095262362	0.516051568982778	0.52057778742971	0.418554498941418	0.255389201854093	0.128381906727947	0.275388309985226	0.221883608003076	0.638407371447512	0.354634733966836	0.0070317522258998	0.11099550882903	0.252762948027379	0.174625592343289	0.405486901217827	0.679408863496105	0.498516955466808	0.381566937314597	0.533430178693052	0.525181997265119	0.735044847422266	0.570373848090697	0.643644064316189	0.0825546784870238	0.239884750051352	-0.0592925777014427	0.374809082956506	0.377004252301749	0.255564119201327	0.376303365367734	0.186506378403203	0.471879437175802	0.877405595560271	0.845645696883929	0.759247562236421	0.998807186771055	0.702549076586048	0.106807398289554	0.837861535411037	0.67146085294648	0.161590394808668	0.567891332837639	0.146622830332725	0.24402621600943	0.189238638171958
0.601806767880506	0.441886970992087	0.21303913286626	0.358087823490238	0.868152906769688	0.613633226921154	0.831494246353194	1	0.48966778053218	0.744571355548766	0.173135828816425	0.199567246824561	0.274011376202923	0.261202782434276	0.200705578315993	0.0369819164132595	0.133135360473014	0.0271956897273489	0.475314561693019	0.413600855675549	0.445103616817953	0.370762294351497	0.273418902176906	0.115040571380117	0.322285513966555	0.229483048296501	0.5414691003925	0.254177024983045	-0.0473830590351299	0.155517133089999	0.230483919932582	0.215806135130098	0.320187990351556	0.590252734727839	0.469094796366943	0.345083438457198	0.370019499710389	0.525256019315726	0.689613344938335	0.512024218514247	0.584033040346351	0.00663997819280399	0.161439880735853	-0.0446624198409019	0.212549267370685	0.220492826636943	0.110769656468086	0.204604453627771	0.0621464525795524	0.269387106436526	0.714628043518248	0.63944176254067	0.511091193248454	0.837855666929196	0.657078674284935	0.197993095582143	0.998115917129624	0.915660399582318	0.157026098709711	0.490350299133134	0.229583083361596	0.254816261280596	0.268265033655797
0.665434635141313	0.271596697706925	0.190518072801391	0.0782953696495455	0.619715469540083	0.568803700078971	0.615720695909578	0.48966778053218	1	0.401674428754755	0.0703325961611554	0.201080113204649	0.151822369068477	0.0348001243917295	0.024542029027947	-0.00574741228746767	0.0699518355470442	0.0396652747741566	0.331378725918733	0.408727556872773	0.424939476383213	0.375975393809517	0.068113997921016	-0.0219678373159868	0.142790423659972	0.0393137884482766	0.882593366741628	0.312919728736288	-0.0194045061781359	0.0923840996417871	0.252847305524721	0.0573355547073568	0.193787772265545	0.529851132106857	0.249188354207171	0.234390696466057	0.420762086618962	0.254543472415479	0.591041375061378	0.375072115730603	0.658276036024501	-0.00553051519954016	0.102147699317052	0.0337761466096052	0.244115781480967	0.260368839013891	0.175251165769712	0.253283594713284	0.107671945694199	0.31477366198195	0.628217534497738	0.617177628433006	0.658151990487876	0.606572001884762	0.415091600562415	0.0665059369360678	0.477065025636233	0.40845538642323	0.00598828867550108	0.871353928641049	0.157779954547959	0.27949301343102	0.284476346030428
0.614150196026239	0.460149027368978	0.256541095207472	0.467198663672905	0.727347872672638	0.497990695862639	0.778660011387149	0.744571355548766	0.401674428754755	1	0.498043060926823	0.242080951382595	0.334434342675139	0.211651388253779	0.257217611333985	0.124787327759125	0.194836964948602	0.218231085139608	0.477876230045361	0.48059071276315	0.520800436258841	0.467809649173853	0.399334352828122	0.171855980583769	0.466605872110465	0.336969395075953	0.511771963850946	0.31048273908556	0.0675880835317942	0.294865220914947	0.268233919220925	0.360285387852094	0.401083268415608	0.610110851402406	0.613852443645171	0.377680761545977	0.431962875244018	0.606369792917324	0.582118571360033	0.601992957200346	0.592586953479837	0.0593713135480522	0.221660720906346	-0.0624936134109598	0.186930807004598	0.173948861625347	0.0709625528388205	0.162004876989505	0.0305897286352078	0.204836887617865	0.581428432987687	0.496669832743638	0.412456677166492	0.787935541986573	0.63656026596006	0.129055159301472	0.752717383076387	0.583018560734508	0.206851444559404	0.399345813934209	0.231913433824772	0.23254976877222	0.269711677518389
