	BMXBMI	F_CITMLB	F_OTHER	F_JUICE	F_TOTAL	V_DRKGR	V_REDOR_TOMATO	V_REDOR_OTHER	V_REDOR_TOTAL	V_STARCHY_POTATO	V_STARCHY_OTHER	V_STARCHY_TOTAL	V_OTHER	V_TOTAL	V_LEGUMES	G_WHOLE	G_REFINED	G_TOTAL	PF_MEAT	PF_CUREDMEAT	PF_ORGAN	PF_POULT	PF_SEAFD_HI	PF_SEAFD_LOW	PF_MPS_TOTAL	PF_EGGS	PF_SOY	PF_NUTSDS	PF_LEGUMES	PF_TOTAL	D_MILK	D_YOGURT	D_CHEESE	D_TOTAL	OILS	SOLID_FATS	ADD_SUGARS	A_DRINKS
BMXBMI	1	-0.049281989072474	-0.0310704154147587	-0.0450455529646458	-0.0609806798163995	-0.0737607360309839	-0.0525491614199667	0.0335192440602484	-0.0303088510923232	0.0122035220217787	-0.0501996147368306	-0.0110464977054655	-0.00993722004036813	-0.0452724063734548	0.0174091515285521	0.00387614945969039	0.13380037973966	0.133632892626978	0.166628691064299	0.10199872837126	0.0414732181782576	0.0567339392766504	-0.146960119624175	0.0183306923904725	0.149231005091357	0.0331712916054716	-0.0817533991684433	0.0444541703884381	0.0172819093290237	0.148011404464137	0.0185785849170015	0.00869967307662194	0.0350856511700375	0.0386057207854039	0.0693469703935284	0.124050638738695	0.105511538617797	-0.203686948037208
F_CITMLB	-0.049281989072474	1	0.333234873139104	-0.0546301741365839	0.624656277200528	0.0448840428524857	-0.0258526533381624	0.108792297489878	0.027799179571832	-0.0133266704222921	0.0319719135093493	0.00217018470790591	0.25715715784076	0.151012483075632	-0.0126307829869012	0.0905787739478733	0.123947163439994	0.158615932337889	0.0141950771314821	-0.103983895652599	0.0106809830556486	0.0274715419194775	0.220044708340623	0.0625777150973911	0.0730589326599948	-0.0169165039680419	-0.00134915284375315	0.10111880857658	-0.0130620516067954	0.100113404085094	0.0812439985518288	0.0949843527046182	0.0290969449633414	0.104043155952093	0.132469255639318	-0.0399921407562572	0.0296178277491465	-0.119728679929157
F_OTHER	-0.0310704154147587	0.333234873139104	1	0.0307437561978473	0.825568947324807	0.225362962196174	-0.0139614955253465	0.100703283135695	0.0344244149397815	-0.145926681097381	0.0118312583263075	-0.122701372635859	0.119945066297599	0.0727431879151137	0.018584695384871	0.310638729303254	-0.124003258315776	0.00194798960978647	-0.132613871674335	-0.0386517575510361	-0.0563970344074559	0.114603895601497	0.247664189480249	0.111173177748488	0.103866284797745	0.00384183171732884	0.00892574709506761	0.215426317425798	0.0182737174185608	0.177929884948409	0.147989428313142	0.150136882445522	-0.00735038057797892	0.148360556134417	0.094730883299554	-0.0399317638912328	-0.00697661640180995	-0.122217380639061
F_JUICE	-0.0450455529646458	-0.0546301741365839	0.0307437561978473	1	0.424089969204667	0.0338736578257572	0.00142207186063745	0.118183882856491	0.0559264453919257	0.0203135786069273	0.0168698523424011	0.0250981984644216	-0.133744962847503	-0.0198061677876425	0.0653370631671843	0.113619866869111	-0.0943149711717524	-0.0476177061651234	-0.0801261729297468	0.0531370727336802	-0.0568478124721631	-0.0505715124872637	-0.000774189176969401	0.0322242892895289	-0.0405037714060066	-0.0292798656821458	-0.00252012278934417	0.0882745611000414	0.0642912558244082	-0.00390456929019086	0.0439939314765001	-0.012834780085274	-0.0557852880526138	0.0169859135194484	-0.0132504731207879	-0.0350730048123229	-0.0226632609249187	0.0515134538916571
F_TOTAL	-0.0609806798163995	0.624656277200528	0.825568947324807	0.424089969204667	1	0.18472701160265	-0.0197326018719781	0.16416441144585	0.0587574131895622	-0.0949118592916172	0.0287039136157951	-0.0707092559315657	0.132551517980659	0.104445682946241	0.034986830056733	0.295364409043892	-0.0708536715680572	0.0482998853201297	-0.117151354107931	-0.0473919520749185	-0.0575661263473237	0.0669859231127118	0.259239042413076	0.114905148475427	0.0834207557591588	-0.0170924617781559	0.00434187524922382	0.225131901690939	0.0341489567525832	0.160216010697372	0.152552925568466	0.13557915787058	-0.0163855286204541	0.150954004116367	0.114128556379902	-0.0587302043761736	-0.00178244066249492	-0.110842198881885
V_DRKGR	-0.0737607360309839	0.0448840428524857	0.225362962196174	0.0338736578257572	0.18472701160265	1	0.0951059918999446	0.238951964157412	0.193494209558862	-0.147813471585515	0.0277239525768388	-0.117472655761709	0.236048488559335	0.432489519305487	0.0459034621208782	0.202363452530989	-0.103699826083568	-0.0213552759770657	-0.046807184564969	-0.0956213613123089	0.0274886024460785	-0.0187971731159434	0.0678648725068922	0.122352733422435	0.000910827419288341	-0.0343236871827599	0.0453602758611594	0.0535920874657995	0.0453544334033415	0.0178438274463731	-0.0382157911895376	0.190435011105678	-0.0388910332509254	-0.0144738622724127	0.0391820557535953	-0.0455216075598165	-0.0742559921391155	-0.0159428118516973
V_REDOR_TOMATO	-0.0525491614199667	-0.0258526533381624	-0.0139614955253465	0.00142207186063745	-0.0197326018719781	0.0951059918999446	1	0.0317636959561154	0.886624299756444	0.102739583269302	-0.0936890782547101	0.04942772433171	0.128880105497512	0.450984730765515	0.142374266358242	0.0108297546522516	0.19170650790817	0.193578709969444	0.144028795060635	0.0258122097452328	-0.0505661443898822	-0.100060945923398	0.0352905042160963	-0.0646555913769894	0.00500022544409415	0.0949634480970807	-0.0694002803089299	-0.0309431869524268	0.141579366435899	0.00769365406859084	0.138080045820656	-0.012288262762377	0.194014853693272	0.215064837108902	0.146894313591789	0.223276080516551	0.05008479667725	0.0115234052476583
V_REDOR_OTHER	0.0335192440602484	0.108792297489878	0.100703283135695	0.118183882856491	0.16416441144585	0.238951964157412	0.0317636959561154	1	0.490419474493947	-0.056760637944359	0.0913228978462835	-0.0101770840769693	0.318597438609775	0.40704773516225	-0.0257176144198987	0.188037138074914	0.0433597770300734	0.118079488636812	-0.0340214009831028	0.0301743000520245	0.0310519955923586	0.077439409266546	0.133860425626642	0.0441545410619088	0.10569632608831	-0.0456123753559878	0.0236097651757356	0.0822552467742904	-0.0253888022779591	0.115246256662215	0.0203557669922742	0.0996738796498698	0.0268619460347345	0.0589864146013935	0.195064895504479	0.0902419994264332	0.0243657988689314	-0.0827732030118766
V_REDOR_TOTAL	-0.0303088510923232	0.027799179571832	0.0344244149397815	0.0559264453919257	0.0587574131895622	0.193494209558862	0.886624299756444	0.490419474493947	1	0.0633168612716232	-0.0394327037455362	0.0383881619701696	0.259796615447287	0.581576230649029	0.112239738850473	0.0964520214993661	0.187217584239972	0.223424600680702	0.109840006008788	0.0364687179733493	-0.0297214607860903	-0.0514127254116716	0.0927111388732991	-0.0359435621902476	0.0532680416932613	0.0616952102806361	-0.0495871402498526	0.0110812817952963	0.111698793785403	0.0600354942355032	0.129814747463066	0.0354070213306794	0.181596351900272	0.214815148151497	0.218342224458664	0.236437453781067	0.0549448971178827	-0.0282535744036449
V_STARCHY_POTATO	0.0122035220217787	-0.0133266704222921	-0.145926681097381	0.0203135786069273	-0.0949118592916172	-0.147813471585515	0.102739583269302	-0.056760637944359	0.0633168612716232	1	0.05962633824657	0.901766262809566	0.0484774767962442	0.506110107740357	-0.0430324710747906	-0.114862720583391	-0.0482766858065634	-0.0936393253606149	0.219550426328599	0.176155253304529	0.0922811772058984	-0.0722270484126829	0.0954690031307161	-0.105473536597887	0.137438527290421	0.0867206677046241	-0.0839783491078794	-0.107217647579132	-0.0428202753449529	0.0861657333787663	-0.019015428860969	-0.114607766892507	-0.0227800069436227	-0.0488398298564962	0.200645953772184	0.184520816438389	0.124289045007964	0.163414305340938
