"BMXBMI"	"BMXWT"	"F_CITMLB"	"F_OTHER"	"F_JUICE"	"F_TOTAL"	"V_DRKGR"	"V_REDOR_TOMATO"	"V_REDOR_OTHER"	"V_REDOR_TOTAL"	"V_STARCHY_POTATO"	"V_STARCHY_OTHER"	"V_STARCHY_TOTAL"	"V_OTHER"	"V_TOTAL"	"V_LEGUMES"	"G_WHOLE"	"G_REFINED"	"G_TOTAL"	"PF_MEAT"	"PF_CUREDMEAT"	"PF_ORGAN"	"PF_POULT"	"PF_SEAFD_HI"	"PF_SEAFD_LOW"	"PF_MPS_TOTAL"	"PF_EGGS"	"PF_SOY"	"PF_NUTSDS"	"PF_LEGUMES"	"PF_TOTAL"	"D_MILK"	"D_YOGURT"	"D_CHEESE"	"D_TOTAL"	"OILS"	"SOLID_FATS"	"ADD_SUGARS"	"A_DRINKS"
1	0.935994668496413	-0.0813307303325721	-0.173891416403394	-0.0844043051810729	-0.191813088497307	-0.138572358453494	0.000668350045508917	0.0794165650118877	0.0587906042738249	0.0461183670984078	-0.0670802423534673	0.0156645873179157	-0.192917461214466	-0.11156782918739	-0.0545906739527811	0.0223781451824483	-0.0405418639944392	-0.0299161984691434	0.0565013629698383	0.117122918630268	0.000166299002229869	0.0479639386559119	-0.126494675293064	0.0897080792117875	0.146864671385683	0.131143730706922	-0.0294294481594308	-0.0479721121764417	-0.0549237289148515	0.140427418184074	-0.0649626596109243	-0.0521657168899804	-0.0131708522105111	-0.0618790290054854	-0.0670450044143633	0.140210368323247	0.0792383417446872	-0.0363117716775451
0.935994668496413	1	-0.104680182626859	-0.148544255654149	-0.0335798469524265	-0.158484732260176	-0.118068476281947	-0.0226036100626862	0.0802009278375638	0.0408018184604833	0.142624033958662	-0.0937345607947678	0.0942053988030024	-0.104871376974297	-0.0194806681904233	-0.0666122059007066	0.0625205017596182	-0.0357499527447145	-0.00937551432836328	0.0864999368934194	0.170668886148894	0.0181532314593679	0.0679317727965822	-0.14279865303501	0.0363285882773271	0.172440826470011	0.113117723519206	-0.0530098668138061	-0.0142799710506137	-0.066986745959998	0.17270058525722	-0.0301704198627984	-0.0294473224084254	0.0422636014678789	-0.00053379517832431	0.0218884131484906	0.190387005777866	0.106776917295034	-0.0217567613363206
-0.0813307303325721	-0.104680182626859	1	0.188607304497422	0.00392542259531027	0.559984707346524	0.189006755196119	-0.132791892796494	0.0788901213370246	-0.0480575407454466	-0.159376105904558	-0.0364430710530972	-0.16208736594631	0.0553582866177585	-0.0364397792021492	0.0110876530107718	-0.104688710760817	-0.0061421266037189	-0.0474854237835987	0.0551903385248837	-0.175169815248571	0.00413132827011202	-0.0880794913911742	0.0137220439151651	-0.0820404530802772	-0.132460960463161	-0.0966032641830394	0.112156885506424	0.107495074811249	0.0109940769033483	-0.0908189580348295	0.0466537811669613	0.0446735406431539	-0.0242379743604075	0.0239578924145196	-0.00623940051188091	-0.0914111562657365	-0.121465034323796	-0.0799549376005865
-0.173891416403394	-0.148544255654149	0.188607304497422	1	0.00763882758047567	0.723112670659475	0.462919206907513	0.0439784032534147	0.0026787538775903	0.03704686020924	-0.0345222624798006	0.116876496331339	0.0151008673667706	0.132604694210646	0.177612554609441	-0.00896813063474685	0.115270868741591	-0.111676660490195	-0.0610941845684347	-0.0996678359957777	-0.024503182429395	-0.0554524437015159	-0.01919713738362	-0.0228213540309412	-0.0780605517713651	-0.144727204972122	-0.0860869094187834	0.0382186047141031	0.184864280057943	-0.0105024972806213	-0.0704367372005538	0.0893494697269216	0.146933774726271	0.0298621744948094	0.112288313493404	0.0620726660210351	-0.0947131818842194	-0.14974688456235	-0.187318184268867
-0.0844043051810729	-0.0335798469524265	0.00392542259531027	0.00763882758047567	1	0.546090211942221	-0.0195351630447594	0.16389197411444	-0.0269782378316572	0.110947146190727	0.126504690244292	-0.053690979472343	0.0954095503194304	0.13744074336522	0.164758540671194	-0.0228762212020311	-0.0403683743290096	0.127486039745002	0.105996116602922	-0.0228273210887288	-0.0220657780937125	-0.0459900720462769	0.0136735487896409	-0.0436281310449398	0.0293367132354745	-0.0128999731627165	0.0722765568324106	-0.0311931497619206	0.130487106185718	-0.0219665561701818	0.0578386616506363	-0.0609678426529799	-0.0695407468354769	0.119697899947853	0.0362738293244851	0.114750080725729	0.0972036259334295	0.12227765593331	0.0548817925264784
-0.191813088497307	-0.158484732260176	0.559984707346524	0.723112670659475	0.546090211942221	1	0.366821939589504	0.0582688649373708	0.0216906049598656	0.0623929266015639	-0.0235002587666311	0.0294588039518357	-0.00988269929832115	0.182779750658743	0.185969155743922	-0.0131948224663035	0.00574432349553171	-0.00498166721860276	-0.00248590826709725	-0.0515811833012993	-0.104194291294324	-0.0582939017048405	-0.0434045524990099	-0.0320536247596758	-0.0697714345076088	-0.157061905132051	-0.0580891372488209	0.0565999745724818	0.235114154291588	-0.0137215101556689	-0.0533859897215608	0.044397013220886	0.0755522038466699	0.0729706579367015	0.101521393738383	0.098680824840046	-0.0478573149673543	-0.0825123995600982	-0.124609429136767
-0.138572358453494	-0.118068476281947	0.189006755196119	0.462919206907513	-0.0195351630447594	0.366821939589504	1	0.0562577439682971	0.0561705898169492	0.0860820610367226	-0.0863644488119955	-0.0389931139132485	-0.0955782562651976	0.190764726778209	0.260283810050135	-0.0128727946230645	0.0695613897221876	-0.0524735365762999	-0.0225864033816099	-0.101929814275185	0.0388096051178099	-0.0391012938157334	-0.039210651529381	0.134139030269783	-0.0207160440121686	-0.0700474233570737	-0.00310353061716429	0.0505056117143001	0.116578670810688	-0.0149682417842481	-0.0126521665633619	-0.000123275097656004	0.120486497376225	-0.0164234238342099	0.0296395968830564	0.0301056229878059	-0.146711226906385	-0.0907995374541782	0.0256522047292631
0.000668350045508917	-0.0226036100626862	-0.132791892796494	0.0439784032534147	0.16389197411444	0.0582688649373708	0.0562577439682971	1	-0.149064157304758	0.688356738535965	-0.016153556464387	0.0100515709860964	-0.0108969553674481	0.131362984257514	0.301195051021449	0.0815432154475181	0.101400061403869	0.320572804441904	0.347175659772796	0.0829015335373559	0.0979873184599612	0.0185498232863834	-0.113530357576899	-0.0714120688892863	0.118223527619849	0.0870194810206228	0.268917040992406	-0.065227160647703	-0.036850305879613	0.0811473463140873	0.119736350689884	-0.0601814499056787	-0.0589889823697993	0.251721401210526	0.13217979225252	0.154547576182643	0.110769057938321	0.0834578125116136	-0.120128508992432
0.0794165650118877	0.0802009278375638	0.0788901213370246	0.0026787538775903	-0.0269782378316572	0.0216906049598656	0.0561705898169492	-0.149064157304758	1	0.614658798326423	-0.103264741730359	0.181442970029058	-0.0225024725428803	0.392891471976688	0.427530251390902	0.0350742249695199	0.123840547682244	-0.0817280137357191	-0.0290192491329689	0.0134687272370196	-0.0890400353919424	-0.0450115692119114	0.213021119046952	-0.0714216545953399	-0.102347440440499	0.0262941298634775	-0.184363777679572	0.118244725634741	0.038467304043201	0.0351361718440896	0.00472641865723129	0.113150835538703	0.167163070897776	-0.149734216214478	-0.00620426077192175	0.0147829309087353	-0.113283121266573	-0.114708274158087	0.0115955248064707
0.0587906042738249	0.0408018184604833	-0.0480575407454466	0.03704686020924	0.110947146190727	0.0623929266015639	0.0860820610367226	0.688356738535965	0.614658798326423	1	-0.0886374992025195	0.141118965651868	-0.0251996564305431	0.393001614280021	0.553887482304283	0.0907767993398844	0.171732855216802	0.195769609597706	0.255656319917978	0.0760112334039499	0.0128480891464165	-0.0182217557076245	0.0657017104430326	-0.109358443018414	0.0192287357437305	0.0887044486345046	0.0792732045177479	0.0347084960017558	-0.00117730304009102	0.0905064546260269	0.098981489108836	0.0349967717256822	0.0755696618302459	0.090959290204799	0.100889292612602	0.134127729789015	0.00526019818909705	-0.0175715777482712	-0.0873210590535898
