"Axis"	"Eigen"
1	0.0360112734997277
2	0.0307469990042447
3	0.0289061834830691
4	0.0286102371771807
5	0.0271357021544116
6	0.022464318804636
7	0.022082338199965
8	0.0193134780983381
9	0.0189054222506954
10	0.0181382507067472
11	0.0177038135887601
12	0.0171540482174741
13	0.0167102720456271
14	0.016235028342104
15	0.0152234607337467
16	0.0147809897084807
17	0.0144585181567932
18	0.0143045651076413
19	0.0137717440155891
20	0.0133629520062602
21	0.0130700109773475
22	0.0125344919185097
23	0.0121982481683975
24	0.0119192107632859
25	0.0115249929183433
26	0.0114760838861845
27	0.0110827954990442
28	0.010958248625657
29	0.0107885163202577
30	0.0104915286414865
31	0.0104585172987096
32	0.0102349960746892
33	0.0100155018652979
34	0.00989895056221598
35	0.00957520718380837
36	0.00943330251823061
37	0.00914421277961914
38	0.00909329129064582
39	0.0090430769837554
40	0.00895743273593428
41	0.00878033740946512
42	0.00858193683203143
43	0.00838718641801698
44	0.00827985222884657
45	0.00814363867335833
46	0.00804342074553806
47	0.00786870438089628
48	0.0077362136004149
49	0.0076653993325522
50	0.0075777750339909
51	0.00740652095542895
52	0.0073454947584926
53	0.00726999044038307
54	0.00697789180056493
55	0.00696331979939241
56	0.00686123770629102
57	0.00662111141941007
58	0.00652698922499119
59	0.00641662491525175
60	0.00631613580158272
61	0.00620553658582505
62	0.00610735384661343
63	0.00606127410740423
64	0.00599979580007352
65	0.00592079067112469
66	0.00578980759679572
67	0.00572881867350274
68	0.00563069069575964
69	0.00554183314739683
70	0.00539945631451573
71	0.00537214073699522
72	0.00534825744168182
73	0.00523659413561961
74	0.00517101299041018
75	0.00499605774370952
76	0.00498888175178257
77	0.00493964880786726
78	0.00486185165396335
79	0.00481940242863236
80	0.00463755933482227
81	0.00453625120533425
82	0.004433426030203
83	0.00436342926652408
84	0.00430823340205631
85	0.00426459608225089
86	0.00420536815391039
87	0.004180408798131
88	0.00412050035672071
89	0.00397570594861201
90	0.00391259297995712
91	0.00384618713137099
92	0.00381365560280471
93	0.0037219218072242
94	0.00361135780820028
95	0.00350691997228837
96	0.00347450944899934
97	0.00336896233870753
98	0.00329245681562233
99	0.00315325600106608
100	0.00304054046114559
101	0.00297661056249386
102	0.00296460106028963
103	0.00278693279679708
104	0.00272730769363576
105	0.00270423311644725
106	0.00261864340873123
107	0.00255675618703294
108	0.00233372080395069
109	0.00225049899135918
110	0.00210833187626986
111	0.00205234852906776
112	0.00197125227551864
113	0.001920931969313
114	0.00183404580554105
115	0.0017486009852512
116	0.0016868142057411
117	0.00147564983879065
118	0.00142519902016451
119	0.00127433041176685
120	0.00116342211841708
121	0.00109100335959699
122	0.000866176649876664
123	0.000772579982834814
124	0.00064407776088387
125	0.000453847235248324
126	0.000231271359071199
127	0
128	-0.000214225869527777
