Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29
PF_LEGUMES	-0.259120312128415	0.0934995902462649	-0.0169226986853198	-0.187694773018727	0.0659181246612725	-0.235905658423805	0.157045071649243	0.157254517642565	0.118471556420569	-0.453259354803069	0.0388624414244964	-0.137904289928693	0.136341536399679	0.212656066935032	-0.108550920849665	-0.164935357414992	-0.292463391463884	0.145539785601449	-0.132019199095907	-0.039008979156123	0.0678094563014776	0.196569724008523	-0.128560464298699	-0.163860511784249	-0.295170837137307	-0.369543041254836	0.0208035089091962	1.63699904567483e-16	5.1830177027876e-16
G_TOTAL	0.134521307043055	0.37239396735834	0.0682928427269165	-0.0536813390847129	0.292753296483225	-0.119017434601088	0.0436155488753613	0.0438880329983358	0.0993559721346801	0.057138867188839	-0.149852017305127	0.168091226412678	0.0673961614314455	0.176822501591304	-0.00306503751284357	0.0236409283474889	-0.0697233118113454	-0.26227384190334	-0.0422492499102581	-0.0966907543004712	-0.118209455866	0.224736642567914	-0.349420623728528	-0.324154157234865	0.0750964392258357	0.478204677614479	0.144936668784699	1.09733111343064e-16	-3.29275522005654e-16
G_WHOLE	-0.31889558922609	0.146342927015909	-0.0486508099463504	0.0828607900896925	0.158109131809572	0.109675670419155	0.268053092514356	-0.119820599320472	-0.213481066278203	0.163521925570746	0.0433313045840165	0.137528132248312	0.0407565927406643	-0.0464670434363075	0.132323263865732	-0.0322801790181867	0.0900523713743523	-0.031535610571424	-0.0851185462567107	-0.135587992322053	-0.028982048971915	-0.326544101657801	-0.274271523465699	0.315966690084306	-0.511826262414474	0.0483568593333819	0.217656620379527	3.58208190538136e-16	5.13431350603836e-16
PF_TOTAL	0.187961933577011	-0.380827749396569	0.0920522903372973	0.0680783790769841	0.162850028091517	0.052264143275464	0.00542961568008099	-0.0546616540605623	-0.184191754294044	-0.0492332742165016	-0.0327727551704713	0.255246808100687	0.0380048023157478	0.157795999439069	0.00932350694520875	-0.155347632279433	-0.0342901958400168	0.274644648678129	-0.0835019020204195	-0.0710958078059394	0.111013617627827	0.0612170095079799	0.00236590779799603	-0.0852068807688188	-0.0799452317033066	0.110593727818721	0.0418970420948686	-0.335391334410218	0.613423977766941
PF_MEAT	0.229525551333865	0.0966706034240466	0.0847878563063122	-0.0120548771492889	-0.0856394392812314	0.143751490958273	0.0486965119045383	-0.0239083024648239	-0.507122135902968	-0.378751512467204	0.113204746108721	0.282268728870688	0.127181654520249	-0.0473524991781257	-0.234436806681165	0.257552861405642	0.095713648815886	0.316464666171546	-0.0200218998170178	0.120126774667822	-0.0747140727749659	0.0709150294223509	-0.122057710859238	-0.0227697956781679	-0.018994709775462	0.0825544228575682	-0.0695290993407406	0.155219556983678	-0.283893435230177
PF_CUREDMEAT	0.150937040471904	-0.0437647397492777	0.0685787589097287	0.198332886105541	-0.0154746560713951	-0.143284936993368	0.0714897834731473	-0.600908629754109	0.443555963238471	0.104364199102732	0.244220102855551	-0.0424857476813933	-0.00633293831324082	0.0561488032325619	-0.237366607533526	0.0755802076693425	0.0142637085731597	0.284848707530185	-0.0138600913963487	-0.155505423899195	0.167457691676511	0.0845514508520739	-0.130243196274633	0.0332979214363163	-0.122931909254063	0.0864915390786064	-0.0799844951849446	0.071141557930624	-0.130116472827424
PF_POULT	0.0854229053516044	-0.208834339366241	0.058046821091313	-0.0259884907767551	0.233141238893074	0.187311570652019	-0.250510932090218	-0.258257531414845	-0.101609908900375	-0.141685292268102	-0.245850540310742	-0.396745335824688	0.436954233577286	-0.22835913993083	0.00166599402963205	-0.333164563165403	0.0977371390060644	-0.0764969890064978	-0.218691138827488	-0.0695533708522089	-0.0301281391737801	-0.0265704744699245	-0.058865327215338	-0.0559174664351107	0.00307975315102019	0.0513728458940188	0.0950354512915144	0.0908609181579336	-0.16618278447178
PF_SEAFD_HI	0.042492608666662	-0.291659093075691	0.0735606047692372	0.182966536647554	0.228213708379505	-0.2146185394754	-0.165989356975212	0.315252436697055	-0.197600897303147	0.0021209644850498	0.210221999684179	-0.0666684443940448	-0.337090262330945	0.215710715533487	0.0819260504824442	-0.129668382119262	0.0731769419504946	0.0185107413800877	-0.0486666196275072	-0.393547250833285	0.176000491997439	0.0359286975413947	0.057876776534082	0.0187030107594618	-0.0408732020979783	0.124373132228914	0.0780743248790654	0.189259417138308	-0.346151652054421
PF_SEAFD_LOW	0.0325737475495198	-0.231458065572203	0.0260568915463268	-0.273359642852717	0.161267742488549	0.20698233945503	0.427967998697425	-0.124529313783065	0.119306026390704	0.0670700336166546	-0.147259755418258	0.274176722251985	-0.230761802722675	0.119577464776137	0.0453171204519833	-0.339639756877517	-0.148358900485949	0.0386562370202392	-0.111369100366797	0.319077497886989	0.0174448488964266	-0.067928081393248	0.165268939130651	-0.0570692182027113	0.0810806972641264	0.0509095848413299	0.00276709123447398	0.165849444139428	-0.303335284178841
PF_EGGS	0.13913994159363	-0.252192122353767	0.0475166822476377	0.21323919959572	-0.0429308725970487	0.0089550140882469	0.189019698421896	0.337273400666827	0.145152804039607	0.150937541679174	-0.267908606702561	-0.0541118184352775	0.449118655439165	0.123585300108012	-0.0220439436023432	0.191632866825617	-0.282351997630491	0.140752306750541	0.366332400728474	-0.0225350606073915	0.0387047547119319	-0.244733760896787	-0.0377792825047708	-0.0228891630750423	-0.113421922794346	0.0902453789496257	-0.013695154351522	0.0779166132544321	-0.142507912199671
PF_SOY	-0.0861779335797111	-0.0952876979330891	0.136937973408355	-0.235794773759422	-0.328287812751965	-0.148677404339453	-0.151535822887176	0.0728624470453767	0.0163156029840716	0.380336806776768	-0.268358284264901	0.317019618373616	0.254694353524811	0.212424659180011	-0.121074047354514	-0.0245570861452237	0.298772806490997	0.0324133908980251	-0.273313865023916	-0.135586015547353	0.0108718740300606	0.2367499986091	-0.0290938947802415	0.115855425004071	-0.0328090166017584	-0.188018081169784	0.0554499064301699	0.0586718570555663	-0.107309641739218
PF_NUTSDS	-0.119870949778542	-0.0211040376879593	-0.260546417444331	0.24268788982676	0.00578016074446635	0.0314487301913435	-0.388858188233609	-0.208856434824842	-0.000465147356081927	0.0247026080244359	-0.0272303002843243	0.390773355698771	0.0683995340186815	-0.0664946756437999	0.488677758002138	0.00226267065427341	-0.244344997587837	0.0801237518019589	0.12936459829787	0.0716577316878821	-0.00235004466380341	0.180909738928298	0.0074449391136332	-0.248923562303992	-0.120252962983255	-0.168795662863248	0.0520373138113829	0.0860517782166223	-0.15738696463456
D_TOTAL	0.27273871418074	0.133421625265768	-0.0610364105353476	0.289872423217197	-0.165078836257126	0.158704052108649	0.167096882543566	0.147979942737585	0.106227858480907	-0.0247625093917665	0.103696700675678	-0.0187037011156612	0.120828013113567	0.0376273325735092	0.192620834775082	-0.0579852338539458	-0.116219841338744	-0.104248443185859	-0.48112057253755	-0.108717921986643	-0.2654467241815	0.175710975141811	0.324301001291003	0.113426791682044	-0.245580965286211	0.1155407065161	-0.278601082280664	1.45250288406343e-16	2.68099602765126e-16
D_MILK	0.17466153610951	-0.0238283431705556	0.0415858228491902	0.281758047196055	-0.431944218809651	0.0370264995441968	0.219453048742135	0.0900168854758756	0.0214534679268526	-0.0859188856497156	0.0276051050385687	-0.115846813977823	-0.0734991468892536	0.00525336887874647	0.17230582526904	-0.297844353829616	0.394219722730744	-0.117264831524197	0.119790598354998	0.247806350650527	0.210686379652781	0.0942615693089941	-0.281269557267124	-0.260987351871706	-0.130215863586232	-0.0363661068693657	0.184516646027852	1.25473252331415e-17	-1.65793588544623e-16
D_YOGURT	-0.0389454288675007	0.0492299049388765	-0.279843853552413	0.0552429223175449	-0.0111244805285454	0.251464749981384	-0.0104626797123142	-0.00821036363663497	-0.308699810397297	0.456091021470432	0.352809202080245	-0.169576276505715	0.118922418956852	0.243056682975516	-0.3421688234783	-0.261422264786788	-0.205058414221776	-0.0402463786923138	0.122406506840493	0.0709255518196327	-0.0817379998967312	0.174922677911137	-0.0790564084372213	-0.124339802665581	0.0523100559402493	-0.0915083152364803	-0.0468289166191893	1.55205146147536e-16	1.39977499378237e-16
SOLID_FATS	0.330755690686089	0.20378743315015	0.0695178676883681	0.191858637179067	0.0875541516006182	0.0769688744330596	0.0021992603570909	0.00541296521970512	0.0618723830211685	-0.00240617275866274	0.000399274698832791	0.0406742310353917	-0.0281937426792101	0.218889969630822	0.123007585231017	-0.0496879312583826	-0.0836761158237674	0.119188176837032	-0.188420483767142	-0.1099671978665	-0.142281961309224	-0.29998120822274	-0.243183762606781	0.124741085436642	0.417849372538064	-0.486652047381837	0.238424749199174	-2.81390881075576e-16	-3.07738842119434e-16
OILS	-0.167720886159604	0.0738446519261495	0.238125985175802	0.378144590942837	0.265634009345831	0.0604260546452386	-0.0596213901064899	0.080798840123266	-0.0502760729896975	0.0580060180678727	-0.154882043063347	0.0192473250796678	-5.66045272098602e-05	0.0120132599767351	-0.0828915147821286	0.083179232197231	-0.0792235400522489	-0.137848518761413	-0.189608248113453	0.374389316643667	0.456727213712754	0.187016643912037	-0.156429725245582	0.241821586990143	0.0884326525550229	-0.0863292817110808	-0.308293427356176	2.85942184623062e-17	1.56047305116954e-16
ADD_SUGARS	0.111400520079692	0.302670009342671	0.0470546781263711	0.109735768203493	0.287563159379386	-0.122400405661439	-0.0480257080375343	0.0850729892925842	-0.0390395375356663	0.260963988283436	-0.302630376436435	-0.20441992463973	-0.198588523016257	-0.0658142428755642	-0.0635584494670071	-0.0380369867968066	0.228226490774541	0.462950173628815	0.0585499461343702	0.201865323325914	-0.192238441263211	0.0701012668661405	0.242303447517529	-0.161712974806359	-0.263479964599251	-0.115914550846066	0.0455458567113433	2.67322937248517e-17	6.33731328910475e-17
A_DRINKS	0.272619861091407	0.243615486292425	0.104926636629911	-0.0623816592916047	0.15870198219603	0.136452358675899	0.0175665621201608	-0.165484117080558	-0.0505244371558929	-0.112488847916564	-0.0320619733285911	0.138734225471811	0.123238029726045	0.208239468481211	-0.0769676290769549	-0.0232868287507605	0.116071282688218	-0.367556485542255	0.350928011911064	-0.176920600213491	0.302819130244412	0.0287166578909824	0.424015496296913	0.0499322417767998	-0.194650150925144	-0.242082293170441	0.0714832615324504	1.21706143620923e-16	2.71747918854672e-16
