Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15
BMI	-0.0887404837866456	-0.268536673267547	-0.182479589950749	0.0743690769907252	0.417002716038239	0.122630026321544	-0.33949531191722	0.198140608340457	-0.146949991429749	0.0165681461417444	0.0338064545805782	-0.156283719687622	-0.0341557015764946	-0.200009017120295	0.0767890379293965
F_TOTAL	0.219387176021943	-0.177342085791978	0.32710881563274	0.109606645066233	0.114146042279394	-0.072676290598585	-0.0661474532991362	0.0230112326860037	0.258999431508889	0.165382444592855	-0.0646703121926407	-0.447323158564675	-0.0585955719117889	0.140916552770153	-0.210986559307861
F_CITMLB	0.172292922971046	-0.0726289247285212	0.330471627233631	-0.0077928897972832	-0.180021567961102	-0.0512016718547839	0.232397826764257	-0.227662240623678	-0.56159922489721	-0.0165855011753572	-0.0256775057377936	-0.223717324241824	0.267581331019862	0.000843718793518196	-0.0547813165391473
PF_NUTSDS	0.187595658772469	-0.0315563411229091	0.197218363759426	0.29638548561911	0.311054027362798	-0.118970633105921	-0.324515059080378	-0.0781743933715885	0.0426481388544136	0.0346771980489094	0.413109188415075	-0.127464823025817	-0.0590768564120857	-0.190266011164361	0.0863066849478929
V_TOTAL	0.233957478563529	0.13213097076691	-0.318184610837915	0.238205889465733	0.0407489600653949	0.0073216673248828	0.0573414609532635	-0.114949548216619	-0.0919328320718697	-0.130106418421419	-0.117037645078093	-0.120447384074867	-0.0658950135768927	0.055233983151527	-0.451418822501122
V_DRKGR	0.233559257957206	0.0771418941470731	0.0670146798887311	0.33094798298136	-0.25565332087281	0.00345296961645965	-0.0549111747590611	0.156471214665685	0.0566009488273524	-0.452503449957303	-0.131240693363777	0.107803150420208	-0.0160668430731634	-0.330478283291202	0.217251317106985
V_REDOR_TOTAL	0.255895290461922	-0.0572019860924656	-0.352891110739059	0.00988137206948226	0.0316222230623017	-0.0912387992774981	-0.0423424942194105	0.171707526799043	0.224905251179224	-0.0780405439836188	-0.137735375156528	-0.0839271749437328	0.101258688907696	0.603930972307424	0.0804858582257
G_WHOLE	0.32357063451457	-0.051748977781442	0.0805999335302054	0.0816300558778935	-0.0941292565285603	-0.183016724378944	-0.169025063820115	0.285568422122642	-0.0889410032428224	-0.0875116115748798	-0.165828702176101	0.305200482566897	0.159671996987846	-0.175945918387718	-0.344663415549209
V_STARCHY_TOTAL	0.0615654799272045	-0.0622534169856503	-0.425622672153687	-0.0366965855239238	0.184614610065297	-0.178923273988975	0.049700108064678	-0.43070045645021	-0.222182050208948	-0.195432819216215	-0.132316069890128	-0.11288069931125	-0.181887657011794	-0.152646794003464	-0.0616132539250481
V_STARCHY_OTHER	-0.0420851511566981	0.320798182523873	0.0512628992694745	-0.044545083472198	0.0938428723540627	-0.416100393785498	-0.246700908152238	-0.0446103317930396	-0.417977595287308	0.163052604335889	0.112603704403327	0.108701544881878	-0.0820638965918704	0.268991212574028	0.107104581309462
V_OTHER	0.127303042523295	0.308025642338186	-0.0636797473831148	0.320263255309188	0.0280647360516407	0.227478126150936	0.121330241904379	-0.0225312585652922	-0.144404504835364	0.20291750464752	0.0406160615499042	-0.139900039153614	-0.0179125543187442	0.0551197319478655	0.013052316621558
PF_LEGUMES	0.2932677589868	0.0257079979308904	-0.0081917162048486	-0.237745199458926	-0.138809404457335	0.103602319289524	0.321527290803683	0.113562596932196	0.0419275136799997	0.17811776858357	0.083322671492644	-0.234226730591228	-0.549884478444658	-0.228231403200628	0.0694928436970553
ADD_SUGARS	-0.0999111557778455	-0.373819585491787	-0.0878611112427188	0.0356245603366263	-0.11915594315185	-0.0518979715811754	0.0351486913544895	0.199513576674242	-0.208934172998496	0.356379832383287	-0.267784821102935	-0.10470949598778	0.0903716176344963	-0.086947617055056	0.166473040364356
PF_TOTAL	-0.271613508894564	0.281574476233933	0.0322036931566605	0.0870124810131323	0.0193265841363946	0.0646526128665335	-0.145010686231825	0.149434216913766	-0.0193233313328769	-0.00308673299265823	-0.143388958548858	-0.254463741138314	-0.0240585047195679	-0.107995826675393	-0.370534443156295
PF_MEAT	-0.261173021436827	-0.186691136271602	-0.0315614154144396	-0.09611222078568	-0.0849482884763495	0.276300011237057	-0.205153391180608	0.122719027258974	-0.277853192488853	-0.329843923836733	-0.13277688948434	-0.174934663316888	-0.269763365089808	0.0833562957370243	-0.0493330633776073
PF_CUREDMEAT	-0.224977432489926	0.0221892225874188	-0.030443389466419	0.34830400175431	0.240724397513105	-0.054338213171279	0.377355428429239	0.0114278556710389	0.0794747942398806	0.22797978317852	-0.0453263825744181	0.329740888488087	-0.207487704189529	-0.0718855073721177	-0.191917473630316
