PC	var_explained
1	0.23894
2	0.18934
3	0.12672
4	0.0691
5	0.05897
6	0.05209
7	0.03504
8	0.03434
9	0.03113
10	0.02539
11	0.02058
12	0.01943
13	0.01476
14	0.01349
15	0.0123
16	0.00833
17	0.00755
18	0.00629
19	0.00609
20	0.00461
21	0.00432
22	0.00358
23	0.00327
24	0.00309
25	0.00239
26	0.00207
27	0.00175
28	0.00128
29	0.00113
30	0.00081
31	0.00062
32	0.00041
33	0.00033
34	0.00015
35	0.00015
36	8e-05
37	6e-05
38	2e-05
39	0
