Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31
BMXBMI	0.0395075931082731	-0.171126100714244	0.0668009251862979	-0.0923741079465552	0.2086747782352	-0.12268821989835	0.0454050952419992	0.077791002552944	-0.523386564400154	0.22420544306499	0.0547510245689413	0.129806645349632	0.208235112905871	-0.292794050338176	-0.0322849558100496	-0.0221758285353167	-0.24585414813476	0.286148731943182	0.0790884335945665	0.164005097907829	-0.252080284079299	-0.0887836764490029	0.386226457010214	0.052695879308655	0.0689075303930528	-0.0605611014431678	-0.045949408138197	0.0526523594406261	-0.0512196747069922	-5.68328695478742e-09	-1.45257594793047e-08
F_CITMLB	0.182040530732999	0.222127013580239	0.0537282995800967	-0.118562718521666	-0.174690700871033	-0.367447030115994	-0.0801043713020273	0.304795371487669	0.145473383135956	-0.117041343745713	-0.168979324670986	0.220647798197761	0.0615813282071374	-0.0691809019014669	0.195643199211337	0.0750671918047546	-0.212685492351367	0.0175605875569823	-0.268828114457893	0.0778624804317297	0.0174185115882924	0.198716482117937	0.0372923867276473	-0.0786818244900276	-0.0138051081675198	0.0337816339036226	-0.00461892900421836	-0.256460821433122	-0.482454736906836	4.33832365045703e-08	-9.6232218914729e-09
F_TOTAL	0.190438856025083	0.325457051142841	0.0899769800506186	-0.208083681363261	-0.338837867953945	-0.201996359877341	0.177228749134129	0.0860476697712164	-0.0288518418735873	-0.0300746486215712	-0.0129724530022966	0.245681389358814	-0.0824324010246858	-0.0277799484161402	0.112372882943826	0.0122917706144473	-0.0980411990843784	-0.0567588718951227	0.00106156175015085	0.0137214952969491	-0.030872144742494	0.0139897729922462	0.057411368676948	-0.0380041593535381	0.00207990789169423	0.0291230521727911	-0.0829494336087299	0.368982363760576	0.605462454070725	-5.00488742046323e-08	2.34645136718678e-09
F_JUICE	0.0214808596311112	0.140804247828141	0.0235558952241303	-0.0754851171983718	-0.346751211627471	0.0821990583786974	0.446566959608512	-0.163417956106312	-0.230293133996141	-0.033212266171212	0.177722036842768	0.175520551945886	-0.294512239191681	0.0317851690044916	-0.143812866222792	0.122360245914549	0.0659997940541285	0.13683708605365	0.143065680019532	0.11941578087749	0.143172688528829	-0.372900121558767	-0.144147388493525	0.0556646844589759	0.0404427722662698	-0.0763350356886069	0.0514967462754898	-0.140523906285801	-0.330616136043411	1.76976815938617e-08	-5.28497488216449e-09
V_DRKGR	0.159235729362462	0.261722092766937	-0.0430011809252604	0.129340917305036	0.089988347002316	0.24501220441871	-0.0925299844410332	-0.0907054888045154	-0.0214924002275877	0.197055511474555	0.171880031884598	0.147754467746432	-0.178678772494901	-0.161408229060454	0.122204907775645	-0.350154618385406	-0.0342484068423838	-0.478344271153967	-0.0982895630074546	0.292080067565807	-0.316321519134009	-0.031613403370991	-0.0276241290923811	0.0152820552874787	-0.019443142972471	-0.0466375639148721	0.151515847693349	-0.0769750855307365	-0.0613394436674165	-0.136354159648914	-0.188832738881351
V_REDOR_TOTAL	0.284955583876369	0.0146825512150002	0.00787483495370666	0.282188289937491	0.123400117423629	0.217411765182683	0.295756630959972	0.0925888755515884	0.111807317083588	0.0456457557696988	0.0686301555380178	-0.0211826735099887	-0.0428218389919835	-0.0296289490163895	-0.0366455230436918	0.229615898455861	-0.0325810438179004	0.0174920043292808	-0.0602096555276054	-0.250526060222698	-0.00221496514165884	0.100811760321874	0.174988044676213	-0.450699064890145	0.418660887627748	-0.0147651889041779	-0.148437418526864	0.103157849702917	-0.076345379538491	-0.163664431326657	-0.226653885795095
V_REDOR_OTHER	0.263362326216707	0.159361996109782	-0.0405805742502909	0.128133976463745	0.119234897499167	0.171388799889483	0.228610189270416	-0.000659248738578904	-0.0338029570468193	0.289388354324591	-0.0752474140260081	0.0722683883691074	0.0780066093999861	0.0587268892443931	-0.21382363046188	0.328798042971549	0.0869301764697444	0.150063455321129	-0.26827040840216	-0.0673322822335789	-0.0561152801611623	0.2723401326201	-0.0364680338955256	0.3711389134029	-0.363408418562262	0.143590048372549	0.157869370592434	-0.136626363050407	0.113776828826835	-5.16568170919208e-09	-3.66056344384157e-10
V_STARCHY_TOTAL	0.0966662432521094	-0.139206502577182	-0.382138099095947	0.232550920414601	-0.173819547169632	-0.31188707193747	0.0464792270683742	-0.107851003193325	-0.0901254321801758	-0.142544294455984	-0.089001922458378	-0.12902827908517	-0.0278414026214243	0.115624117926822	-0.155947199717182	-0.0774838270340724	-0.108402022432511	0.0154680742600896	0.210127955740779	0.188875256891842	0.0175496774708195	0.0481819905647263	0.147926367424987	-0.167735638561673	-0.19234283838758	0.263855283478724	0.0711048383881311	-0.268929356624136	0.168710921250074	-0.245239833617379	-0.339625196544197
V_STARCHY_OTHER	0.0424409401368695	0.0352377623627311	-0.275929725857711	0.17960658284679	-0.198030975516515	-0.317332829804111	-0.0899385550554287	-0.180476952562573	-0.27572489898129	0.170119415572295	-0.159502851588152	-0.272573458766274	-0.125113760326534	0.183586974168022	0.0139223569524134	0.048185534913687	0.0074159753874869	-0.0935038284305939	-0.25261293297005	-0.184410220039216	-0.211392668742863	0.033175091984052	-0.102946752729859	0.227902304903548	0.227477586994533	-0.325703705408904	-0.126363354053514	0.215177154379311	-0.127934671198652	1.0739506785877e-08	6.79900021019571e-09
V_OTHER	0.310330664279865	0.166684189147755	-0.132837199775551	0.0811241514810539	0.230910952322541	0.0314659882071335	-0.18161021962141	0.0799988683353928	0.0702582061663874	-0.0555262324415578	-0.0660046704582136	0.0515147758165066	0.157551375266916	-0.00402999064637794	0.20885238662365	-0.0599672890697682	-0.0185006672972841	0.218607647185935	0.136057877906481	0.0434472895570271	0.428108789697227	-0.294900344037824	-0.0976201611899457	0.342846395784772	0.0410600183872593	-0.230485444561003	-0.0939652702621818	0.0853697681937821	0.0256596243075177	-0.213879058102887	-0.296194556576434
V_TOTAL	0.362081379992074	0.0905063656554528	-0.28956862727554	0.315852913920925	0.0896489792756572	-0.00175112977849738	0.019069599838761	-0.0149784349350585	0.0189525590823253	-0.0285532348035934	-0.00291384457358379	-0.00901573468927261	-0.010291135673977	0.00145315044665918	0.0390588418212896	-0.0959726353301518	-0.0926603811044571	-0.0269966781162972	0.131128187886821	0.124411320186476	0.119695909072285	-0.089288221059334	0.0920376661532572	-0.090246403437269	0.062805180706049	0.0151663337048302	-0.0143836314476936	-0.0944026116326249	0.0594302905928146	0.437551311349317	0.605951518540179
PF_LEGUMES	0.023514153756913	0.0133077903003994	0.143579099860079	0.106848330639451	-0.0800338686962749	0.169764702925369	0.00361690003130268	0.352768739966824	-0.248851201669176	-0.179763297115582	0.453321546846417	-0.203603344551654	-0.114091050728748	0.358514366416762	0.141986571021435	-0.129223976853892	-0.258300905483408	0.0663723225602722	0.133662319625726	0.00518921885774686	-0.00236946303402595	0.352084457537936	-0.0603432201224043	0.20855943990073	-0.0167692726583478	0.0143957464666568	-0.156829013917482	-0.0520553579974024	-0.00557810475575155	-6.59576902446604e-09	-8.50175924431144e-09
G_WHOLE	0.174085213254675	0.220896888832794	0.142943784936164	0.019396264646057	-0.0972687726814588	0.0997343496994713	-0.00458797821881865	-0.193634922887592	-0.315909205956396	-0.0763490022393341	-0.211407717461617	-0.0483618646812505	0.235405891627091	0.0398667075958959	0.248845191076295	-0.308167752451785	0.418482554579013	0.111856316023289	0.162237786824826	-0.226504537848185	-0.0600251881683566	0.108036231110719	0.0181668102503705	-0.0989568520535998	-0.0691112059191849	0.352170720841864	-0.0443567000929263	0.107503530604463	-0.208859454810137	3.39420881693522e-08	1.18197729513725e-08
G_TOTAL	0.24807167391398	-0.169009388943902	0.274090524189142	0.0477067251035093	-0.0824643783003532	0.0843954736600322	-0.13032249571185	0.215794219194487	-0.130718652790482	-0.0782917284690349	-0.190284771759556	-0.11300442341844	0.0191513058064932	0.115551354353377	0.0305087241344984	0.00453176048112268	0.124628966419908	0.204045095599265	-0.214685869083143	0.123378094623478	-0.294456910324423	-0.304459963758185	-0.339964765247035	-0.188523959264456	0.115697374153146	-0.0937354372296561	0.07394400662069	-0.336161316786435	0.280203157287514	-2.11380404543702e-08	1.26262768846039e-08
PF_MEAT	0.0966911304766311	-0.216140562072178	-0.110724802816963	0.0920385685581972	0.232546722140593	-0.321853764198751	0.0171951138144689	0.00171097744021802	-0.0673469818440044	-0.249728008231413	0.312870270207547	0.254226382002048	-0.214904583447393	-0.285591164232769	0.168621988836842	0.0896873141560031	0.312629312255595	0.0620341953486391	0.0391827283364943	-0.13548899965075	-0.111912685900217	0.16214414423363	-0.277332045186191	0.0576990344037979	0.0278962613791138	0.029988545550119	0.122614950745555	0.0283332416839427	0.0416953948256797	0.271087186784147	-0.195749237518876
PF_CUREDMEAT	0.0925374553088146	-0.280903440976173	-0.0797352547282142	-0.105286628604819	-0.238349158796778	0.226316553858863	0.137978682796693	-0.240208484418525	-0.0171126117027486	0.0609981699506087	-0.144764103517189	0.0894361207586458	0.396306534804463	-0.0795432556376561	0.10972678364226	0.0280453984197476	-0.266712522034824	-0.0970281029147765	0.124173226849138	0.188239662507375	0.0862344171812339	0.323611787291967	-0.362983740434406	0.0193980614955539	0.209360088065061	-0.0803198311656209	0.068531758593385	0.0184309216199377	0.00270286236088151	0.214673057154626	-0.155013172203568
PF_ORGAN	0.021425931593026	-0.0564798404283468	-0.0303341171368422	0.0472564264566176	0.0280163977137241	0.139799558240139	-0.260142157469592	0.212943553123566	-0.201199057688718	-0.150144324275289	-0.307745027953647	0.484986045877872	-0.165763235617095	0.152376228515006	-0.551580513790751	-0.152280472642688	0.0322036733354804	-0.0841025415040657	0.087357042026446	-0.0584823424457851	0.0731991625287803	0.145725019066149	-0.0343873192778827	0.0375556992381949	0.149572529888449	-0.0109270935153812	-0.0026389571182962	0.122117271212844	-0.0482586799495612	0.0213311987864861	-0.0154030691802101
PF_POULT	0.022303250643114	0.0365634647101946	-0.0974775086918366	-0.310145354450908	0.33360021026087	-0.0840828367651425	0.138565929955281	0.0582590931599936	0.0850498784196758	0.312052915065215	-0.170806734444059	0.0632961249644386	-0.17587222175712	0.527690442715032	0.159663491269999	-0.0322701751400794	-0.066857234446318	0.044246440464094	0.245615499912139	-0.011712185597162	-0.158623747865503	-0.0540985143419225	-0.044425124791689	-0.172103880011964	-0.0843716212233006	-0.0285122438481473	0.0284224477213263	0.00930031865962261	-0.067857070667054	0.300957244477733	-0.217318127733908
PF_SEAFD_HI	0.168139580722469	0.116617218979849	-0.0655400423892703	-0.0801639474475028	-0.26090439339848	-0.0304033710265784	-0.138213047847941	0.218998644773898	0.330009067624976	0.0731601568033751	0.180991788150807	-0.141611938909841	0.255767269700666	-0.0724083597834492	-0.30463175055249	0.10337240974978	0.248138630329978	0.00173720779120731	0.415116321463165	0.0317875626832526	-0.383135920757171	-0.04394425115233	0.0713317889536539	0.166924631875515	0.0921495893679018	-0.0554254448105349	-0.0689767019358831	0.0100418490014015	-0.102694303760391	0.132176560811542	-0.0954433501252285
PF_SEAFD_LOW	0.14670986016292	-0.0189916512317836	0.00117552289623435	-0.19762186813637	-0.210869836279439	0.128859392362377	-0.35981881482101	-0.0484807038015179	-0.0418832066191486	0.346631302271068	0.0373569292104395	-0.211906737866202	-0.403164779253137	-0.246032750716944	-0.0384944039010646	-0.0463416815644182	0.0966941109376694	0.234408846565015	-0.0719253634694442	0.0650465327745133	0.315010644251313	0.193995041297657	0.122382845906864	-0.138066999408331	-0.00732196586022114	0.0110763818076789	-0.0884350642603563	-0.0825942683899714	0.0423857096568667	0.243266816490843	-0.175660459866001
PF_TOTAL	0.287334455959303	-0.17177965458121	-0.161403959441971	-0.442062228654163	0.094786211788114	-0.0284555893524273	-0.0455808107416862	-0.112053841105238	0.0195015175260388	0.0780680735278895	0.0748582116761744	0.041537792629306	-0.135667534190953	0.0213783509023532	0.0503042990246175	0.022545688850753	0.0834188989999065	-0.0129170119855073	0.175987381244695	-0.0895107299515702	-0.04761816241407	0.192916024929709	-0.0936890572488732	0.0225665795234247	0.149490587431725	-0.0138972996044923	0.0018693281819462	-0.156786591253628	0.0225035349644355	-0.55213895883846	0.39869382801456
