PC	var_explained
1	0.10702
2	0.09313
3	0.07581
4	0.06728
5	0.06284
6	0.05445
7	0.04793
8	0.0425
9	0.04053
10	0.03749
11	0.03564
12	0.03547
13	0.03368
14	0.0294
15	0.02835
16	0.02508
17	0.02498
18	0.02328
19	0.02156
20	0.01847
21	0.01734
22	0.01626
23	0.01455
24	0.01297
25	0.0109
26	0.00888
27	0.00568
28	0.00477
29	0.00378
30	0
31	0
32	0
