"Axis"	"Eigen"
1	0.0561006643166943
2	0.0445856923480676
3	0.0245485636086086
4	0.0234242880716112
5	0.0201954439380041
6	0.0184283257643692
7	0.0176217520239223
8	0.0166237901954114
9	0.015750770015499
10	0.0153754328066147
11	0.0150211181279745
12	0.0144895167746323
13	0.0139177589151887
14	0.013749704346856
15	0.0132882258143322
16	0.012810089025045
17	0.0117903049629791
18	0.0114079332906466
19	0.0112199256873591
20	0.010687153988246
21	0.010610692430338
22	0.0104613046827287
23	0.0102786645240872
24	0.0100491904729293
25	0.00987128016098224
26	0.00955711594674956
27	0.00933035366145122
28	0.00928305180198475
29	0.00894701841430747
30	0.00868008606893245
31	0.00848097401091124
32	0.00839435168794628
33	0.00830787823524676
34	0.00801308817190668
35	0.0079388493628501
36	0.00780186322554789
37	0.00774453154156662
38	0.00766442792168896
39	0.00757980800221164
40	0.00741487112753959
41	0.00722418074851978
42	0.00717304190314135
43	0.00708666758400726
44	0.00688047981325178
45	0.00679660193372663
46	0.00673506828650808
47	0.0065993343756317
48	0.00651184426571395
49	0.00642422681977004
50	0.00631105712124194
51	0.00623595812580242
52	0.00619854945813904
53	0.00610703000112641
54	0.00608859411374582
55	0.00601355481099933
56	0.0056886455907533
57	0.00564375713803518
58	0.00555791081292984
59	0.00554700377992272
60	0.00541907868189023
61	0.00533098374750758
62	0.00523152526138324
63	0.00521345418544022
64	0.00516930331069397
65	0.00516356813884695
66	0.00511664617137849
67	0.00497953667124627
68	0.00493347100258353
69	0.0048702326731549
70	0.0048301389961458
71	0.00476864297472208
72	0.00470445127333145
73	0.00464287230063559
74	0.00455138993108715
75	0.0045332110361512
76	0.00447604762009236
77	0.00444135741750236
78	0.00439312581051401
79	0.00433329184746738
80	0.00423809778042367
81	0.00420625288626037
82	0.00416263749010646
83	0.00407549526531696
84	0.00400650129904948
85	0.00396904886375945
86	0.00393374507059915
87	0.0038860552117647
88	0.00382268167212442
89	0.00373505742606506
90	0.00368728190627089
91	0.00367947736595932
92	0.00365980666492545
93	0.00359845600723168
94	0.00352810849536394
95	0.00350705539874044
96	0.00347093785225904
97	0.00342557203853743
98	0.00339865585007187
99	0.00332788853329744
100	0.00330826680638255
101	0.00325610755748058
102	0.00322085683106911
103	0.00315715895629775
104	0.00312635933647005
105	0.00305243289759312
106	0.00301816395447066
107	0.00292152094308627
108	0.00290098388476084
109	0.00288506776475314
110	0.00285230520932512
111	0.00284336123128781
112	0.0027946468221079
113	0.00274902027288788
114	0.00274171620761224
115	0.00269457471159365
116	0.00267963650385559
117	0.00262308712333679
118	0.00261632079280014
119	0.00256450993817256
120	0.0025330068691373
121	0.00251677096839872
122	0.00249813214236887
123	0.00244390309015887
124	0.00241311517294354
125	0.00237513492556925
126	0.0023622243907461
127	0.00230124667825431
128	0.00227161110921766
129	0.00222427635869789
130	0.00219317077169653
131	0.00217611337039444
132	0.00214041617447795
133	0.00212554940815165
134	0.00206324345878696
135	0.00202962078430207
136	0.00201143661460891
137	0.00199504732509524
138	0.00196807802659314
139	0.00190601485994911
140	0.00188567024942187
141	0.00186883410208677
142	0.00185397275111129
143	0.00183038809291411
144	0.00177950094367396
145	0.00174809037331393
146	0.00171836572930119
147	0.00165247919560805
148	0.00163637020308101
149	0.00159176480572002
150	0.00157871792491049
151	0.00154719639137642
152	0.00154348315867638
153	0.00147573866992973
154	0.0014665777217464
155	0.00143127654693706
156	0.00142055407650414
157	0.00136791037744903
158	0.00133725932651541
159	0.00132674746552317
160	0.0013093702124755
161	0.00127038211009256
162	0.00124105436066063
163	0.00123019929241339
164	0.00121843404475615
165	0.00119949304066057
166	0.00113343688740941
167	0.0010963020353205
168	0.00105654675058075
169	0.00103835826574132
170	0.000983496474560157
171	0.000974765503469932
172	0.000953745519711557
173	0.000926326478678767
174	0.000906687660265425
175	0.000871331561129912
176	0.000847961464302116
177	0.000839006807642105
178	0.000809090833258282
179	0.000791238771807413
180	0.000748156362422298
181	0.000717806496112492
182	0.000655799225522508
183	0.000627014987392499
184	0.000613097632190561
185	0.000583378617551906
186	0.000578142288480157
187	0.000548285009519095
188	0.000532006972074624
189	0.000526595614935711
190	0.000477375197956953
191	0.000461739678002903
192	0.000421323165509643
193	0.000411138792635243
194	0.0003609896028684
195	0.000316013836794545
196	0.000311041563313864
197	0.000296106551830074
198	0.000272702014844367
199	0.000217365375744816
200	0.000195168698869395
201	0.00016548238320797
202	0.000160263874751259
203	0.000111990813101307
204	0.000102137257282827
205	6.83493568432633e-05
206	4.80653808239443e-05
207	2.58628399672531e-05
208	3.97993932535351e-06
209	0
210	-5.70334319428895e-06
211	-3.08241163255315e-05
212	-9.19857368135728e-05
213	-0.000106160396273771
214	-0.000134568403594163
215	-0.000185022301579843
216	-0.000203110797459721
217	-0.000288958595172049
218	-0.000301707355826017
219	-0.000328840523362106
220	-0.000343923507341608
221	-0.000390026711107385
222	-0.000424726590658669
223	-0.000464690213020134
224	-0.000488294294486047
225	-0.00052779239497044
226	-0.000559084600028007
227	-0.000590996735236247
228	-0.000681896822906973
229	-0.000708738928359612
230	-0.000770497891650303
231	-0.000842976992178364
232	-0.000946069980261188
233	-0.000983146835374409
234	-0.00105086775003203
235	-0.00115622898935186
236	-0.00129907850268321
237	-0.00265430093309362
