Food	Axis	correlation	pval	qval	Significance
Coconut milk	Axis.8	0.0932429955246378	0.152433764046675	0.801041382990414	
Yogurt NFS	Axis.6	-0.0751652719025142	0.249046678385109	0.801041382990414	
Yogurt NFS	Axis.7	0.103709046042709	0.111286752205258	0.801041382990414	
Yogurt NFS	Axis.10	0.101806127766696	0.118037814914839	0.801041382990414	
Yogurt low fat milk plain	Axis.1	0.109417800870748	0.0928388254866606	0.801041382990414	
Yogurt low fat milk plain	Axis.3	0.104660505180716	0.108026729490905	0.801041382990414	
Yogurt low fat milk plain	Axis.4	0.0704079762124816	0.280353078567033	0.801041382990414	
Yogurt Greek NS as to type of milk plain	Axis.10	0.102980154660661	0.113835979920013	0.801041382990414	
Yogurt Greek low fat milk plain	Axis.4	-0.0742138127645076	0.255105186992389	0.801041382990414	
Yogurt Greek low fat milk plain	Axis.6	-0.0704079762124816	0.280353078567033	0.801041382990414	
Yogurt Greek low fat milk plain	Axis.7	0.0704079762124816	0.280353078567033	0.801041382990414	
Yogurt Greek low fat milk plain	Axis.8	0.0799225675925467	0.220255509706998	0.801041382990414	
Yogurt Greek low fat milk plain	Axis.10	-0.0865827815585923	0.184054726583122	0.801041382990414	
Yogurt Greek nonfat milk plain	Axis.1	-0.110369260008755	0.0900160846970058	0.801041382990414	
Yogurt Greek nonfat milk plain	Axis.2	-0.112272178284768	0.0845766749451445	0.801041382990414	
Yogurt Greek nonfat milk plain	Axis.3	0.0875342406965988	0.179263206481129	0.801041382990414	
Yogurt Greek nonfat milk plain	Axis.10	-0.0713594353504881	0.27388841617625	0.801041382990414	
Yogurt NS as to type of milk fruit	Axis.2	-0.0851150891559942	0.191629737295706	0.801041382990414	
Yogurt NS as to type of milk fruit	Axis.6	-0.109352407324747	0.0930353958696979	0.801041382990414	
Yogurt NS as to type of milk fruit	Axis.7	0.105938700540415	0.103765981696071	0.801041382990414	
Yogurt NS as to type of milk fruit	Axis.8	0.083419614786443	0.200661091762753	0.801041382990414	
Yogurt low fat milk fruit	Axis.4	0.0878962442419895	0.177464577817429	0.801041382990414	
Yogurt low fat milk fruit	Axis.7	0.0789325906709927	0.226042266472661	0.801041382990414	
Yogurt low fat milk fruit	Axis.8	0.0929730547826827	0.153629822682664	0.801041382990414	
Yogurt low fat milk fruit	Axis.9	0.130985745738054	0.0439543246951871	0.801041382990414	
Yogurt low fat milk fruit	Axis.10	0.126101980774107	0.0525259741229385	0.801041382990414	
Yogurt nonfat milk fruit	Axis.1	0.101227432400872	0.120152962838698	0.801041382990414	
Yogurt nonfat milk fruit	Axis.4	0.170998921426054	0.00833879540663861	0.801041382990414	
Yogurt nonfat milk fruit	Axis.5	-0.124753051736235	0.0551244937489471	0.801041382990414	
Yogurt nonfat milk fruit	Axis.8	0.0963742696112972	0.139069729536066	0.801041382990414	
Yogurt nonfat milk fruit	Axis.9	0.075788479821849	0.245132937253963	0.801041382990414	
Yogurt Greek whole milk fruit	Axis.1	-0.109417800870748	0.0928388254866606	0.801041382990414	
Yogurt Greek whole milk fruit	Axis.2	-0.0903886181106183	0.165442141088144	0.801041382990414	
Yogurt Greek whole milk fruit	Axis.8	0.0865827815585923	0.184054726583122	0.801041382990414	
Yogurt Greek whole milk fruit	Axis.10	0.0799225675925467	0.220255509706998	0.801041382990414	
Yogurt Greek low fat milk fruit	Axis.1	-0.0717902536744876	0.270994789917738	0.801041382990414	
Yogurt Greek low fat milk fruit	Axis.8	0.139546643832157	0.0317572172087619	0.801041382990414	
Yogurt Greek low fat milk fruit	Axis.10	0.109028105180235	0.0940151444299616	0.801041382990414	
Yogurt Greek nonfat milk fruit	Axis.1	-0.110369260008755	0.0900160846970058	0.801041382990414	
Yogurt Greek nonfat milk fruit	Axis.2	-0.112272178284768	0.0845766749451445	0.801041382990414	
Yogurt Greek nonfat milk fruit	Axis.3	0.0875342406965988	0.179263206481129	0.801041382990414	
Yogurt Greek nonfat milk fruit	Axis.10	-0.0713594353504881	0.27388841617625	0.801041382990414	
Yogurt low fat milk flavors other than fruit	Axis.1	-0.105611964318722	0.104842292751034	0.801041382990414	
Yogurt low fat milk flavors other than fruit	Axis.2	-0.107514882594735	0.098695873338323	0.801041382990414	
Yogurt low fat milk flavors other than fruit	Axis.3	0.0932429955246378	0.152433764046675	0.801041382990414	
Yogurt low fat milk flavors other than fruit	Axis.8	0.0732623536265011	0.261264756887091	0.801041382990414	
Yogurt nonfat milk flavors other than fruit	Axis.2	0.13418143466945	0.0390064466468676	0.801041382990414	
Yogurt nonfat milk flavors other than fruit	Axis.3	0.148285733200045	0.0224069095986279	0.801041382990414	
Yogurt nonfat milk flavors other than fruit	Axis.4	-0.0743448442514289	0.254264838888981	0.801041382990414	
Yogurt nonfat milk flavors other than fruit	Axis.6	-0.0736564133832554	0.258701403931343	0.801041382990414	
Yogurt nonfat milk flavors other than fruit	Axis.7	0.111417699929267	0.0869855578935173	0.801041382990414	
Yogurt nonfat milk flavors other than fruit	Axis.9	-0.128844673063278	0.0475556925014956	0.801041382990414	
Yogurt nonfat milk flavors other than fruit	Axis.10	-0.136849815472535	0.0352431629762169	0.801041382990414	
Yogurt Greek NS as to type of milk flavors other than fruit	Axis.1	-0.0999032094906834	0.125103911686651	0.801041382990414	
Yogurt Greek NS as to type of milk flavors other than fruit	Axis.2	0.0922915363866313	0.156681038173351	0.801041382990414	
Yogurt Greek NS as to type of milk flavors other than fruit	Axis.3	0.111320719146761	0.0872624017229708	0.801041382990414	
Yogurt Greek NS as to type of milk flavors other than fruit	Axis.9	-0.0789711084545402	0.225815120150948	0.801041382990414	
Yogurt Greek NS as to type of milk flavors other than fruit	Axis.10	-0.0989517503526769	0.128757689409435	0.801041382990414	
Yogurt liquid	Axis.6	-0.0770681901785272	0.237231288616912	0.801041382990414	
Yogurt liquid	Axis.8	-0.0941944546626443	0.148274136956232	0.801041382990414	
Yogurt liquid	Axis.9	0.0884856998346053	0.174564474169601	0.801041382990414	
Yogurt liquid	Axis.10	0.0789711084545402	0.225815120150948	0.801041382990414	
Chocolate milk NFS	Axis.2	0.0770681901785272	0.237231288616912	0.801041382990414	
Chocolate milk NFS	Axis.3	-0.104660505180716	0.108026729490905	0.801041382990414	
Chocolate milk ready to drink reduced fat	Axis.3	-0.109417800870748	0.0928388254866606	0.801041382990414	
Chocolate milk ready to drink reduced fat	Axis.5	-0.108466341732742	0.0957317231347015	0.801041382990414	
Chocolate milk ready to drink reduced fat	Axis.6	0.105611964318722	0.104842292751033	0.801041382990414	
Chocolate milk ready to drink reduced fat	Axis.10	-0.0704079762124816	0.280353078567033	0.801041382990414	
Chocolate milk ready to drink reduced sugar NS as to milk	Axis.1	-0.112272178284768	0.0845766749451445	0.801041382990414	
Chocolate milk ready to drink reduced sugar NS as to milk	Axis.2	0.104660505180716	0.108026729490905	0.801041382990414	
Chocolate milk ready to drink reduced sugar NS as to milk	Axis.3	0.105611964318722	0.104842292751033	0.801041382990414	
Chocolate milk ready to drink reduced sugar NS as to milk	Axis.4	0.0903886181106183	0.165442141088145	0.801041382990414	
Chocolate milk ready to drink reduced sugar NS as to milk	Axis.7	-0.0894371589726118	0.16995772747279	0.801041382990414	
Chocolate milk ready to drink reduced sugar NS as to milk	Axis.8	0.104660505180716	0.108026729490905	0.801041382990414	
Chocolate milk ready to drink reduced sugar NS as to milk	Axis.10	-0.0932429955246378	0.152433764046675	0.801041382990414	
Hot chocolate Cocoa ready to drink	Axis.1	-0.0780196493165337	0.231473540171001	0.801041382990414	
Hot chocolate Cocoa ready to drink	Axis.9	0.0732623536265011	0.261264756887091	0.801041382990414	
Hot chocolate Cocoa ready to drink made with nonfat milk	Axis.7	0.0875342406965988	0.179263206481129	0.801041382990414	
Hot chocolate Cocoa ready to drink made with nonfat milk	Axis.8	0.105611964318722	0.104842292751033	0.801041382990414	
Hot chocolate Cocoa ready to drink made with non dairy milk	Axis.10	0.0941944546626443	0.148274136956232	0.801041382990414	
Chocolate milk made from dry mix NS as to type of milk Nesquik 	Axis.1	0.0884856998346053	0.174564474169601	0.801041382990414	
Chocolate milk made from dry mix NS as to type of milk Nesquik 	Axis.2	-0.0723108944884946	0.267525731381487	0.801041382990414	
Chocolate milk made from dry mix NS as to type of milk Nesquik 	Axis.5	0.101806127766696	0.118037814914839	0.801041382990414	
Chocolate milk made from dry mix NS as to type of milk Nesquik 	Axis.6	0.0884856998346053	0.174564474169601	0.801041382990414	
