Variables	Min	FirstQu	Median	Mean	ThirdQu	Max	SD
UserName	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
User_Day	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
RecallNo	1	1	2	2	3	3	0.82572282384477
FoodAmt	1124.9	1668.0375	1956	1982.24168948156	2213.1098	3644.4	448.829014122288
KCAL	913.5955	1440.1995	1735.274	1960.9910295126	2314.904	4153.67	765.073730893835
PROT	35.1346075	55.801365	88.66602	95.2335961047555	125.89174	185.576385	45.0318265896706
TFAT	23.0852	58.05581	80.16583	90.3993026079333	114.590715	202.2721	42.4086080460968
CARB	44.81469744	118.57016125	183.5387	193.295616284444	255.40106	445.9172	103.801368337975
MOIS	828.18792	1350.27153406	1522.06543876	1578.53111708933	1792.35765096	3005.4924	371.634171453483
ALC	0	0	0	3.51906666666667	4.59	28.08	6.70619441737535
CAFF	0	0	30.24	63.6339444444444	100.8	342.36	78.396882363817
THEO	0	0	0	15.5224777777778	5.04	228.41	40.0233628916735
SUGR	8.5319034	28.37484504	47.6774775	63.0825616305333	82.97295	236.45674768	46.6837886508124
FIBE	4.45475	12.844625	20.7195	20.7811593903778	26.09045	67.0776	11.8427021831832
CALC	241.6400305	619.252125	889.8455	956.760856091844	1224.653	2179.159572	440.811685093155
IRON	6.04686	10.356315	13.03479	14.8020356781111	17.448876	41.499425	6.70327991559546
MAGN	172.051	274.849129	320.956875	337.316376288978	393.304	650.818	101.06145780683
PHOS	794.274	1126.238	1590.666	1628.62466009778	2085.3625	2673.93	577.887378849876
POTA	1515.30975	2195.207612	2673.745	2929.37507531711	3437.796784	5534.95	990.111387272993
SODI	1058.072625	2544.99	3550.058576	4209.99107650378	5724.94	10280.607304	2163.16264134074
ZINC	4.39131296	6.74501125	9.744305436	11.5512196268667	13.95906288	33.12392	6.1891123487929
COPP	0.412613	1.06252	1.29887572	1.36551837244444	1.57943	2.589628	0.477541777482898
SELE	27.729	76.4339	125.8919	135.360704254089	176.4702	402.5900816	73.7367215350293
VC	10.779	45.275775	73.2890528	93.6509019837111	137.937725	316.493	68.2726576109381
VB1	0.50224775	1.04803956	1.453540125	1.57558990577778	1.8824795	4.570951875	0.746084800993303
VB2	0.863905	1.312748333	1.9486845	2.06937737366667	2.797338	3.646704	0.811460851123439
NIAC	6.6767615	13.1816405	18.9819675	23.2031144231556	32.04754	67.8918927	13.1522063758682
VB6	0.776128	1.386881875	2.07043725	2.25871104675556	2.85542	5.0796393	1.08495489234528
FOLA	165.9885	320.1663286	405.545	463.645891324444	534.178	1204.848	231.757845608479
FA	0	19.44	86.9	142.055177511111	185.31	899.73	175.829959631762
FF	82.8476	228.6045	293.342	321.537413813333	370.91	869.864	153.484255714584
FDFE	171.9885	334.618636	489.493875	562.711597546667	625.3225	1833.808	334.242531347096
VB12	0.537972718	3.1264	6.516618	8.56663384928889	10.8669	35.48745	7.41173976441735
VARA	109.0855	453.4945	713.63	849.943464474222	1059.57	3658.922	671.273343479675
RET	54	186.2135	341.22	456.93028808	612.783	2735.775	434.52517099451
BCAR	235.0485	856.0871602	2307.390875	4229.43781633111	4987.69	34899.2	6008.79362255806
ACAR	0.21	27.34	126.56025	920.134359962956	735.53125	12793.45	2115.80516936317
CRYP	3.255	19.048	36.9075	52.0110088888889	68.6735	198.745	47.8719538059634
LYCO	0	7.04	995.9	3622.74518055556	3417.177	31470.6	6759.28731107704
LZ	107.69	671.418	2212.814	3003.17022645111	3863.735	14273.5815	3091.66300605162
ATOC	4.336925	6.55953	9.2	10.5428147593556	13.54650088	40.81244	6.1655031757852
VK	31.383	98.6315	176.1320125	220.653233826222	271.30425	888.96	167.936551125716
CHOLE	6.25	64.265	340.728	368.134934435556	555.957	1141.613	313.282240841038
