"Sample"	"X83908"	"X88327"	"X90330"	"X90480"	"X92895"	"X83954"	"X84089"	"X84111"	"X84299"	"X84694"	"X85253"	"X85635"	"X85804"	"X86715"	"X86737"	"X86740"	"X86887"	"X86928"	"X87231"	"X87494"	"X87663"	"X87693"	"X88188"	"X88859"	"X89397"	"X90938"	"X91353"	"X91468"	"X92157"	"X92459"	"X92797"	"X92959"	"X84218"	"X84842"	"X85257"	"X86185"	"X86343"	"X86809"	"X88417"	"X88584"	"X89099"	"X89201"	"X91027"	"X91217"	"X91743"	"X92121"	"X92967"	"X93036"	"X93310"	"X93469"	"X86624"	"X87415"	"X89271"	"X90299"	"X90455"	"X84832"	"X86098"	"X86208"	"X89648"	"X90680"	"X86052"	"X91391"	"X89130"	"X91970"	"X89582"	"X87003"	"X86231"	"X87897"	"X92437"	"X88660"	"X92312"	"X84751"	"X89550"	"X87428"	"X85815"	"X86182"	"X84503"	"X86886"	"X89181"	"X84831"	"X90436"	"X84119"	"X84940"	"X88864"	"X86820"	"X88885"	"X84717"	"X85577"	"X85811"	"X86932"	"X91495"	"X91564"	"X89751"	"X90110"	"X85801"	"X87587"	"X89003"	"X91704"	"X92156"	"X85049"	"X87903"	"X88731"	"X88640"	"X88877"	"X92850"	"X87490"	"X89841"	"X87573"	"X87762"	"X92076"	"X92472"	"X92789"	"X86777"	"X86980"	"X84376"	"X85836"	"X93454"	"X92356"	"X91859"	"X83733"	"X83898"	"X84019"	"X89524"	"X87248"	"X88634"	"X88233"	"X87496"	"X91341"
"X83908"	0	0.425562895823316	0.396396571084381	0.436446859186796	0.51644499897256	0.406454660892114	0.556717447764978	0.428471884659112	0.444566244318816	0.436149054893385	0.408870587525721	0.410518262862846	0.436546475698684	0.344709557771344	0.382801724148229	0.444705619579957	0.468373995376825	0.441731653239345	0.418513944355023	0.478496606682479	0.457465782613764	0.419735652843934	0.383781252993136	0.472286060197111	0.430277923354916	0.472159697903732	0.484362908038823	0.396714989571008	0.389255635582083	0.479502983057995	0.392024841143727	0.402937115632938	0.387508817466044	0.389892043146688	0.491509878731889	0.421050541821707	0.450896452431704	0.462123711954166	0.4163900695747	0.415529303073654	0.445747897632916	0.340136164348155	0.424682120720566	0.452693666500327	0.42213489751326	0.445974715780904	0.474324006122338	0.450532120096155	0.416351689704777	0.45592791676231	0.429743645988242	0.411561636697342	0.447071323237877	0.372712165534146	0.472713913625805	0.438082366831703	0.41609618173824	0.449146490379836	0.345901754990083	0.454719250587466	0.405746789309737	0.444189009549241	0.417212602879656	0.541384206498187	0.406239437753122	0.414097913337232	0.49107903914413	0.412956660256096	0.534069084048021	0.45575445550118	0.457076889063402	0.390795203925313	0.419589756769611	0.431324613570016	0.448412176048612	0.477282490066183	0.447747023258912	0.42605954940187	0.417506705652975	0.482626729630335	0.452455257017794	0.474117981126353	0.423833364103525	0.461484426217026	0.396283945927675	0.408243411699115	0.391064094056502	0.432885867276214	0.441377118457247	0.420662753147443	0.448300955947437	0.424661457806505	0.383560137778862	0.398537860066087	0.462305326110642	0.41485563853821	0.387473242717101	0.397901409474599	0.458984166224282	0.406745561741079	0.449680214874088	0.492999010167616	0.446225538853639	0.405676269226606	0.436664286945479	0.425086754116112	0.433927426429936	0.443016031356701	0.459392336544888	0.447113726287703	0.425652536068903	0.372841083862031	0.430392366474929	0.395052119191336	0.447530812788072	0.418130572060395	0.398997270778644	0.44621688318479	0.464005965253223	0.518582081199827	0.414333550093913	0.470754051817761	0.457024036036761	0.379449331809467	0.453471870135213	0.514084971826743	0.385735514391319	0.387895580415522
"X88327"	0.425562895823316	0	0.396386109237676	0.402863358715807	0.515840813135649	0.40361264509744	0.500196753910768	0.427974122365321	0.359888915719336	0.440670686050898	0.384137615727217	0.377191775920428	0.429770218289571	0.356812131379725	0.388308933625377	0.388089832464991	0.418187154425621	0.406658150362201	0.375188441159324	0.468664998184837	0.457433200083479	0.428889666484328	0.389680581717976	0.464514083713208	0.386977282930652	0.45967302283854	0.457640423303154	0.366191376400052	0.392768018994832	0.483306963691726	0.349623016645571	0.425454745703223	0.35404669753758	0.384031359564162	0.452275865115024	0.381614011840818	0.438374900142144	0.440746948236936	0.416737624309904	0.373805454995829	0.418456233975848	0.339219298195173	0.439744814192668	0.448265425790338	0.423549387392924	0.431022260194514	0.464327706067715	0.435702758439702	0.4147362389263	0.418239905671596	0.44153224053817	0.401568853389236	0.424553363770943	0.422486255084592	0.49622984227953	0.446633684331282	0.412035170243253	0.45379038775028	0.35063868773816	0.444943354129977	0.404393577589628	0.404232636153594	0.402409939878688	0.498107943094175	0.374070222352145	0.400223931881713	0.467578256144341	0.374064814835237	0.491419533403931	0.445978559043691	0.457847745058228	0.38773296329372	0.451525076276578	0.421925450291825	0.446453701922749	0.451984352406516	0.41034231749496	0.397280246671503	0.459821372447299	0.425611248239217	0.430839675451111	0.464342084668864	0.42951118433657	0.452455001104026	0.467466186733517	0.410517840668494	0.391454764718011	0.381653439512327	0.425932587444237	0.40242097579434	0.428816866020641	0.450072784748965	0.399863824734392	0.381858624255681	0.438088033366671	0.380497203345612	0.40792763135325	0.364334693523121	0.449208269766793	0.419892603913732	0.439714663939828	0.486749994725291	0.439090455287659	0.366615951917539	0.417856586782601	0.372094431241679	0.421458334294022	0.432564745319508	0.420111494939907	0.420384722316082	0.401070077404451	0.358640147505612	0.420774607189855	0.415640204461994	0.353881701201433	0.38618893937916	0.344640476911972	0.397302796306689	0.418327884757323	0.473527441589459	0.433032061426274	0.460181481756889	0.429171053980601	0.369456548501361	0.374974953663405	0.49499612938062	0.394372569652013	0.353762476807974
"X90330"	0.396396571084381	0.396386109237676	0	0.405008590234615	0.484293626300902	0.401216597507551	0.528926873632587	0.419239394031232	0.40871067654367	0.433453131613829	0.352074604807996	0.369348698461334	0.380436862416943	0.346248483320755	0.406485845294775	0.351953912870919	0.438464741848494	0.399647944207887	0.387958004030458	0.42424609133104	0.408084254520452	0.374849790573915	0.365259033785413	0.4494508834221	0.377583074109213	0.432028980726395	0.459794269394953	0.392607972955437	0.364649982655224	0.474204824515936	0.342986834350016	0.375399672838957	0.374159529404322	0.358243861554217	0.467977597717733	0.403553659533151	0.41867272636374	0.440139835467849	0.404950810293089	0.371512282049879	0.374717018605459	0.351881288368118	0.405229878217789	0.399868476036237	0.424068948360376	0.380223713777233	0.426169599119065	0.390579551061694	0.429478900971345	0.401705644799733	0.3970655973513	0.396736812394744	0.431170879084138	0.398597589860976	0.423298721767882	0.420714547961377	0.39951712795864	0.428574231369039	0.360183469519928	0.426952329527516	0.380596886447442	0.390297513450011	0.402360205705259	0.506414851548253	0.387818653721771	0.40377895077099	0.476373110446029	0.374584059966172	0.519200738897612	0.434956750589555	0.445965290296972	0.375933406136207	0.441600379579396	0.391949459897624	0.416378669369158	0.443538619376915	0.417600460436201	0.411277913061923	0.44420303675652	0.432077495590194	0.435861070827666	0.456140660489526	0.395455273646625	0.428517696748132	0.42736519140183	0.376301789480591	0.406884482337146	0.402386962075524	0.424226673386328	0.400384583032228	0.410320845766781	0.420172392446879	0.3944621421313	0.37141122622341	0.429055099448325	0.400661405071793	0.39030953803034	0.312492770276528	0.443679315793549	0.39744422067245	0.409807749821712	0.438651256564216	0.424017247211717	0.414368940319957	0.424606184753498	0.390613729294207	0.400358307521873	0.408224845790787	0.429647486975532	0.410337982805112	0.390220958693143	0.343219337452237	0.367691258733554	0.388816596847777	0.397394377825789	0.378883023959701	0.355683334858598	0.406248219675937	0.449229701477854	0.503395217112062	0.408798030270269	0.389172167664144	0.438762548888826	0.308806329520991	0.408846705637168	0.473380522128499	0.389540528657522	0.337222993025259
"X90480"	0.436446859186796	0.402863358715807	0.405008590234615	0	0.536553382619052	0.405677297319593	0.517791669175354	0.380956394815509	0.412569293667251	0.410685017949292	0.429600913268929	0.382112855830398	0.447237527185119	0.374470492660553	0.392646723131983	0.453727685103904	0.447932486070781	0.370196512735664	0.411173868601637	0.488827565421627	0.428560669339198	0.377451107313188	0.400590127904897	0.484834138365272	0.440046035951074	0.402438958811845	0.452832711906784	0.368763340297175	0.399146333639576	0.497918819948182	0.364727404376286	0.441657043056232	0.310262679729174	0.405176896700075	0.428791476469814	0.383130915531156	0.419977161127955	0.439569395946297	0.441555666110208	0.428111365262021	0.454229058888734	0.345527929350516	0.453445144858634	0.442451940658996	0.460553081725438	0.420103957880856	0.485099019907965	0.446291100627789	0.453569595089101	0.466638544118478	0.463838012195858	0.42224492505244	0.427455712285401	0.436718650764853	0.467541510573379	0.466075530638305	0.416439922625077	0.462660204987221	0.398455879837245	0.462434279995336	0.364710952810922	0.377920251438617	0.412411695163869	0.505178427656438	0.382248526417022	0.434091506156637	0.470013229505566	0.423550706533424	0.489062011642656	0.466196642272646	0.469090728217958	0.402476759315185	0.467478994994723	0.42083741069869	0.420927186740137	0.481985681209079	0.437712061164946	0.433257569171028	0.470474848136678	0.454567725792049	0.476425547276741	0.484286739454583	0.440210796386375	0.468906044262788	0.435130630180733	0.415177120183365	0.404988593889567	0.373634490183348	0.400493373689504	0.414009183877498	0.437255021952138	0.383614674171425	0.36924788819881	0.422599572804358	0.470308605382138	0.369819598465188	0.423087810873179	0.319592975321067	0.453353065316495	0.40414281594365	0.429549556858429	0.484123165017042	0.445323877920808	0.43944451316797	0.450542461716711	0.409101395241334	0.444235616572061	0.438442810694422	0.417492938773046	0.435546910726667	0.445708563637246	0.383110769760025	0.418991344520893	0.436357324270941	0.453747063829507	0.411436636582062	0.411675098299992	0.399369899826711	0.398685567598538	0.50837865249597	0.454621228506914	0.481487703206392	0.442818756817647	0.379430514038183	0.463741556033207	0.534065846485772	0.399592018116131	0.398601185787026
"X92895"	0.51644499897256	0.515840813135649	0.484293626300902	0.536553382619052	0	0.492497909802844	0.627927591847151	0.511321799075727	0.533841056829776	0.553981106118571	0.468776961532675	0.485937611813075	0.500513456770653	0.42071276103838	0.512104534709762	0.518406942743673	0.5421787340133	0.507067125900331	0.494537486843175	0.516369975562842	0.551541644576508	0.526028237695536	0.483603711662092	0.545324943830536	0.48866748562519	0.550021924160436	0.557804026065564	0.494370194350816	0.485812195613042	0.566796313140487	0.453215244714102	0.476102412522355	0.470075185801637	0.473654690546701	0.560908139182372	0.499468754632618	0.518017660143865	0.541257722877739	0.511805981288221	0.449646959599605	0.497384664696329	0.445341478987604	0.536481360795766	0.494146718761468	0.522749360888477	0.515130368136186	0.507019528467377	0.507218349934387	0.488709537564845	0.490912435616981	0.523717162513924	0.468202015417941	0.522139426840775	0.522841430589999	0.591519752662828	0.531504250586287	0.50008842073739	0.405380709832838	0.483190919754187	0.527525640447858	0.503676161787997	0.524365604786395	0.485817289846285	0.614295314057494	0.483162421043407	0.492531562158807	0.566423768626686	0.498278599627838	0.610181878320137	0.530834688931634	0.51988920549659	0.483650281518307	0.53444341765557	0.503068923956557	0.56885966554763	0.490776924073285	0.532053598317943	0.500796325789641	0.508043636128469	0.557924696929441	0.540445751236509	0.549198214556808	0.524942767458224	0.540031416528654	0.558905075273441	0.495644183825404	0.488486597224056	0.505222757242074	0.548023600429178	0.495742986577898	0.52017526527059	0.547886254956885	0.474203655305977	0.484719834179693	0.539149202716072	0.471254959162727	0.496208115385237	0.47719724733351	0.534971125357435	0.51519761684332	0.524168981560032	0.538629740039249	0.525636759510683	0.487657628446322	0.515553559398709	0.48318579497523	0.502144257994994	0.495028054133481	0.521331856708983	0.507836016106001	0.490324113033608	0.431671433112878	0.474981936127893	0.500369764157871	0.52683878047454	0.512695757957589	0.469035728802406	0.540220564068626	0.537817740208356	0.57815509391072	0.502795514962116	0.537623003189094	0.542225956669266	0.442876877892954	0.542342670498143	0.492772939438407	0.479102129347891	0.446394602451243
"X83954"	0.406454660892114	0.40361264509744	0.401216597507551	0.405677297319593	0.492497909802844	0	0.50290425489868	0.402028762306127	0.401636826054151	0.415462559464721	0.390688640222779	0.396160592614293	0.41240129192348	0.319074045126913	0.386041020321736	0.409750853259855	0.431084416368859	0.398057198041072	0.387695598557292	0.444085195804599	0.413302641998046	0.399048808145051	0.376761823376209	0.416882634734051	0.391593451671723	0.439145821999455	0.451444766074746	0.38153780837279	0.357439953381825	0.452572438063395	0.336472156311135	0.40731101685535	0.346944673013761	0.366172476419533	0.438145733083807	0.383275658730332	0.429239349719064	0.426268891688897	0.386429124484757	0.37635246096422	0.402266661833789	0.329350509283717	0.429259364674307	0.418540645052314	0.420448424762472	0.4183702805152	0.441125818677611	0.418536557893868	0.398044607077672	0.430526539916165	0.415382149706146	0.37774062520691	0.411305753945566	0.409264726042626	0.482817044165655	0.421720119939491	0.319854479258227	0.438874403346649	0.367051624426054	0.385560202607336	0.388931846198808	0.393487334849649	0.377210789204513	0.508058477691794	0.346021874991535	0.384105842677273	0.453499885813689	0.390396135742507	0.477295351467038	0.393549064272104	0.436800668767195	0.371651857831888	0.406552157068672	0.371204784523853	0.432373264767336	0.423014114634954	0.420224087972631	0.39008679570265	0.444414564373034	0.44894598572506	0.433257050438848	0.410833660284346	0.37739386443769	0.430045871316067	0.451325338338416	0.351139739153509	0.391188060733064	0.379469218302243	0.422701096311127	0.384568809195071	0.385527532750114	0.413002818026553	0.33588744740889	0.360933144182211	0.387329296920452	0.39093935968975	0.342707216904935	0.366999759433011	0.424592902977923	0.387089224785661	0.384070463203085	0.440225020167084	0.418026410372818	0.396706682000711	0.38514899407411	0.36989166946795	0.386714294674392	0.384489574784698	0.42840128641534	0.399076381887283	0.402607941539937	0.318247392149458	0.393078642665164	0.386028689220061	0.406384431940899	0.403119174586143	0.34379666079638	0.426549655052887	0.429080305824058	0.484226849507152	0.420261569955762	0.393093875225995	0.433271194830284	0.346997407399577	0.41414632188525	0.481514667472972	0.336521524374934	0.355179490780444
"X84089"	0.556717447764978	0.500196753910768	0.528926873632587	0.517791669175354	0.627927591847151	0.50290425489868	0	0.53322457706389	0.51271899506505	0.498754488382566	0.530900817384091	0.504942511885143	0.556532881228574	0.469331976964227	0.50420692423415	0.503704657448722	0.555127451376127	0.476710801815205	0.516787085234452	0.58507587000461	0.586061773466896	0.546515610377347	0.516390833884824	0.580930445202566	0.540527329905613	0.572922105523452	0.436199036625035	0.462165699748914	0.519698592688395	0.59093836750332	0.471231487158726	0.547781175436648	0.451766092580447	0.4979622810374	0.453213770229758	0.495079673404226	0.568216134673598	0.491429080425394	0.553138173393766	0.517649504638672	0.574232889821415	0.457501733014787	0.555874849610388	0.553905815783675	0.564024778771885	0.573743876777496	0.584259954139342	0.573898267623144	0.540380329509441	0.572877203699777	0.550592613084851	0.51895660871686	0.499332393849086	0.545766810911684	0.61907138830221	0.571151309553647	0.543395426304445	0.584111931885451	0.468963447389897	0.559085842221796	0.529925009182093	0.461621564245198	0.531354800841671	0.609938520697262	0.501133472907203	0.536976528724344	0.579612912865936	0.529255622915458	0.608318721324577	0.553766165922786	0.566706776422353	0.499961007203479	0.575600595433987	0.536748621792949	0.559219848806424	0.571596260877071	0.526821567528551	0.535705744315649	0.584071683705452	0.465326273707228	0.525772446663327	0.584699892727712	0.563883131634841	0.57836916686873	0.601985649630911	0.53482677545059	0.49340775765579	0.488803326104959	0.480583437500723	0.534866477295255	0.532106623735109	0.54131796451907	0.513903079953224	0.533197069841035	0.574961940159167	0.494681727679695	0.525479186672789	0.500512058945529	0.573496335466225	0.536044746187913	0.551259350549142	0.579810664073824	0.560946688968916	0.536588736642074	0.554070970721199	0.498094981538362	0.556141549024179	0.536587016448995	0.536495191234356	0.52326426221792	0.538090343895541	0.447592569775981	0.547921567902496	0.539843806749657	0.507181189521464	0.535623750984458	0.517893861576914	0.507780716752668	0.495296283513765	0.594635789391819	0.552449161547783	0.532447632337155	0.493562632071475	0.481742759950379	0.556963289583687	0.637552328964488	0.518535123793934	0.495312869451447
"X84111"	0.428471884659112	0.427974122365321	0.419239394031232	0.380956394815509	0.511321799075727	0.402028762306127	0.53322457706389	0	0.438446653419902	0.464502653141145	0.410307363920352	0.410204372491829	0.426242635158399	0.341139067538462	0.413446481370968	0.421899763579988	0.453713868340447	0.39681284026013	0.374672875453969	0.454785623934434	0.455982209577262	0.33288335795441	0.386100587814648	0.45064019913239	0.395509608676064	0.364619117241853	0.439470546953771	0.360977341362925	0.377877927695971	0.407881197649984	0.374434213066126	0.425285680946633	0.372569858777765	0.381446945429273	0.472077277921198	0.39673000105358	0.44346769897357	0.448034403909175	0.417595870730942	0.418440094745106	0.447214987351723	0.368590006261937	0.444514337476581	0.397982786871479	0.437006876302193	0.388975358988402	0.444842627896768	0.452024805395893	0.433380045544432	0.452627621232436	0.421096910484202	0.396073208002605	0.406673439722552	0.432290149660384	0.423997672410732	0.415095330717531	0.417114978090333	0.45849490490339	0.386412073490207	0.43878197505434	0.329947965226234	0.436797881350164	0.401696601313121	0.526280571741234	0.397802629130147	0.403118976749989	0.477770402211316	0.407562515288269	0.503652191493049	0.440011591947812	0.435268777757942	0.393131628621983	0.445942395905437	0.422326721232382	0.479530763108148	0.457000958901155	0.441578519077594	0.40220129354536	0.465772507911302	0.46981538233565	0.450253830226907	0.451124708222053	0.43422493210629	0.452323574262549	0.476192200382155	0.408230237341982	0.424190762924785	0.424624210456072	0.457849995713159	0.405208277766705	0.399200749516517	0.474054593157974	0.339370166440458	0.406600531732426	0.450227024510583	0.419610769355232	0.407747037542127	0.389071296185216	0.446553214319402	0.393015115907134	0.380961589957935	0.446645198781608	0.418726494782372	0.413705335927819	0.410944064072386	0.409483564356813	0.431636349868688	0.412658901470758	0.44852206458154	0.431076260637817	0.419822648469547	0.357683982382421	0.420960388786315	0.410185607221107	0.426699089442945	0.42456428952343	0.396363950439962	0.436360027101168	0.466145007942461	0.507146598573716	0.440566537404542	0.455315986156558	0.452119309160014	0.363960903114731	0.458261684664334	0.507894129435938	0.388876924265383	0.372429468737192
"X84299"	0.444566244318816	0.359888915719336	0.40871067654367	0.412569293667251	0.533841056829776	0.401636826054151	0.51271899506505	0.438446653419902	0	0.444915187057432	0.404422474647605	0.378765758334593	0.427760119092206	0.366073629284276	0.398625037090721	0.414060462098136	0.430971810540938	0.400760806774983	0.411963506268679	0.469568485446088	0.447500633189169	0.415330110115967	0.400064456786176	0.458502156447133	0.428017621572602	0.448081272394069	0.413449385827976	0.368663362869116	0.400054967426527	0.492783677864663	0.352266410854268	0.432302948141806	0.362786044071143	0.395089809349956	0.457523243007924	0.341673949848929	0.45398630743034	0.446283096508663	0.401586487980047	0.350839378147813	0.452089121257822	0.344853738652034	0.449927699325955	0.461002283505579	0.439818067485817	0.465403873456007	0.477383441113373	0.44685447716211	0.376284670015924	0.459551910610037	0.459096618719952	0.418156098013902	0.430477129091332	0.433113617198674	0.515859444761546	0.465675656363919	0.385607810493335	0.468837954581003	0.371425696461422	0.456563402965633	0.423073308437855	0.413287761975399	0.423095802712173	0.520671983015755	0.39148903393926	0.388404565476466	0.390189985891428	0.417886081987052	0.49047942830341	0.451880547163029	0.435703605175525	0.402179511288148	0.465720253253941	0.428185771633112	0.448702474882469	0.458973652705147	0.447130332503388	0.433468592083752	0.473277298095151	0.467956083223877	0.458785110405153	0.477479336926667	0.432367683663922	0.461448535684589	0.487178650249676	0.411173044134338	0.40815737519231	0.396530061243548	0.451003183821886	0.422822041845343	0.450326624478307	0.462494075089904	0.401351079810648	0.398026695776307	0.459168786938901	0.387403487238086	0.392180255574498	0.394781831791461	0.462283790812722	0.422691785715563	0.458847744120079	0.506678450775135	0.430514226660452	0.438323847616081	0.440690395871753	0.389187827106032	0.44618099459557	0.444594860303987	0.406075515376719	0.405027383164211	0.442995304710944	0.374631871228366	0.422665950583404	0.420094998823664	0.407720331575713	0.410429075983185	0.398141123572981	0.441433518545242	0.433094826076589	0.511198193318278	0.448128134254137	0.475442661003587	0.460187009131575	0.358307748329255	0.422123506829539	0.5325126411242	0.407912983851062	0.337846270217993
"X84694"	0.436149054893385	0.440670686050898	0.433453131613829	0.410685017949292	0.553981106118571	0.415462559464721	0.498754488382566	0.464502653141145	0.444915187057432	0	0.436622088539265	0.409802097646371	0.46351702586404	0.391719085560156	0.428266054225904	0.448250611821859	0.470262624163088	0.42038394534676	0.441007997554301	0.504890894005388	0.474475948993889	0.42990728280753	0.402801059927977	0.501113637044194	0.457186975452508	0.498232058369139	0.460553217270408	0.434086103400257	0.418368308676103	0.512411073843748	0.376060384791524	0.460675219906081	0.335917748990839	0.416436589447748	0.426513282089344	0.405069285945305	0.476691556472248	0.44188841607188	0.472809059896989	0.421407897945873	0.454981929809622	0.358487561351879	0.478550816226208	0.493911311351317	0.459322914680056	0.443024400062833	0.508063117004536	0.460229667885487	0.45634848327101	0.495773059660654	0.483871532846267	0.429791826498433	0.426835217537887	0.444733152501833	0.474014251334126	0.487165815672946	0.432268180317509	0.471610580973027	0.398349521707237	0.472158871283602	0.441355123040862	0.39371118340345	0.435097277177458	0.534869568342445	0.411257746343333	0.440576345980402	0.486764092709096	0.4354973735198	0.495676565345114	0.488781360628322	0.48318358995315	0.425313632427049	0.47937427558259	0.451801627812433	0.41951505909127	0.511127578895888	0.456486395196294	0.460392549513129	0.492864797240004	0.4433983206798	0.49958291625868	0.499864131544574	0.417419479903866	0.500221917847822	0.446792995332344	0.425404532951625	0.419896407630689	0.411041640741826	0.474084681714531	0.43800472138606	0.47811843986005	0.438910965995707	0.4287850580088	0.451431134941189	0.494616131711952	0.422275044300825	0.444565916970762	0.421612486851696	0.474300983532869	0.428854718363233	0.482520314442347	0.512147113029276	0.456047593006063	0.456364642970662	0.474107682681795	0.438858835622763	0.446728890884841	0.451690066928773	0.449556243423024	0.446226704195879	0.454368128252652	0.399076726172835	0.442520297051778	0.444016414077573	0.486533937262576	0.441047659762078	0.411353022884928	0.446613394029913	0.424813513609923	0.518300171078517	0.489504773663768	0.480987804011102	0.460452741779287	0.408174855561854	0.48175090516083	0.556832365695164	0.422494211338699	0.40803538497731
