Food_code	DR2IGRMS
58161460	60.75
94100100	240
94100100	240
52215100	56
31105030	92
74402200	43.88
63105010	50.25
41104011	33.75
64100200	248
94100100	240
57213000	63.44
11111000	244
92101000	525
94000100	870
51180010	105
81103080	9.54
71200220	96
92410310	186
42302015	112
24201120	180
71501010	187.5
58145170	115
92410310	186
94000100	195
57223000	30
11112110	76.25
94100100	720
58145112	301.88
92410710	310
75216171	100
81101000	4.73
92410710	248
51101000	56
24123301	135
74406010	7.81
54403059	28
92306000	240
91302010	5.3
11434020	150
63107010	37.5
43104000	5.25
43108010	5.25
94100100	253.5
94100100	120
73101010	30
72201100	44
62109100	13.75
14010000	28.25
42100050	28
75114000	17.5
58101320	345
75141000	438
61204010	15.5
41104011	135
14134000	12.4
94000100	240
11112110	244
94100100	120
92306000	240
91302010	5.3
58103120	256
11511400	248
27560300	88
11511400	248
94100100	315
41603010	341.78
74603010	336.26
91715100	17
11112210	244
11710679	244
63135150	55.5
55200020	40
91300100	6.56
94300100	60
11710679	183
24201120	33.75
75205120	38.25
94300100	60
54350020	0.9
11710679	213.5
11710679	213.5
67100100	42.53
76407020	42.53
94300100	30
24123301	67.5
58160490	40
11710679	244
94000100	960
53206000	30
11112110	259.25
92308020	2880
91101010	25
63101000	223
63101000	223
91705060	21
26315140	156
83106000	58.75
75113000	115.94
74101000	40
41302000	22.5
75101800	12.5
75510000	8.31
93101000	360
42111200	73
58109030	184
58403060	610
92410510	744
51101000	56
54325000	18
92101000	870
11112110	15.25
91101010	1.04
54103000	60
11553110	472.5
58105050	172.5
61207000	1.29
75306998	69.5
58161460	243
52215200	45
94000100	195
73101010	80
63123000	50
14104100	8.5
94000100	195
53710800	78
92111010	375
12210210	5
58105050	172.5
75306998	69.5
52215200	90
94000100	195
58161460	121.5
94000100	195
27211500	124.5
27250130	112
94100100	435
91745010	3.6
54401110	26.25
27510641	200
27564000	102
92510610	264.5
53105275	63.62
94100100	480
58104130	173.25
14104100	244
72116000	10.94
75121000	46.88
11112210	244
94000100	315
71200410	42.5
26158050	340
58160110	253.94
92410360	341
63107010	118
94100100	507
32130010	183
52215100	112
92103000	195
11111000	30.5
22400120	242.88
74402200	73.13
94100100	345
22400120	142.38
74402200	175.5
94100100	195
94100100	507
92114000	180
56203155	180
94100100	507
63101000	182
94100100	507
83300600	42
75113000	15.93
74101000	20.48
73101010	22.75
75510020	3.84
31103010	22.75
24102000	46.07
94100100	507
94100100	253.5
51300120	33
92114000	255
94100100	507
94100100	507
42301020	92
92101000	315
12210420	1.96
94100100	3000
42301020	92
51301010	56
25230220	56
75506010	15.63
14107200	42
75140990	164.25
71200100	28
61210220	248
58145136	301.88
51301010	56
81103080	14.31
42111205	146
92305040	402.5
91705020	69
51300120	66
81101000	4.73
11111000	488
61125010	152
27220520	373.5
74401010	45
63135150	222
11111000	488
94000100	480
41206030	388.5
75209012	155
11542100	405
71501017	250
28500040	14.56
58146391	250
21000110	134
92410510	92
71200400	28.5
94000100	120
11553120	553.5
92552010	480
27345010	121.5
92410350	507
54403086	26.5
94100100	507
27345010	293.63
92308000	558
57320500	51
11112210	61
11112210	122
58100320	228
61122300	83.99
11519200	248
43101100	11.5
94000100	120
51320500	42
41811890	105
74101000	30
75503010	21
74401010	15
75506010	7.5
94000100	120
91745020	14
91721000	14
91705010	11
51101010	50
11111000	442.25
56205008	286.38
41102020	236.25
61210220	325.5
52215350	135
24198747	250
94100100	315
57125000	18.75
11111000	244
51301010	14
25230780	28
75113000	8
75109000	6
58407030	494
94000100	345
83112500	19.58
74101000	61.5
73101010	30
75113000	16
72125100	3
94000100	345
92309500	248
57000100	24.75
11114350	244
75205047	140
94100100	240
58146322	375
52206010	226
94100100	240
91705030	30
61119010	192
11433000	170
94100100	240
11112110	244
94100100	480
94100100	480
24143220	55
42302015	112
64104010	124
14410110	28.35
58105000	115
58104120	66
24198731	128
74401010	10
71401030	82.5
92410510	186
94100100	507
92103000	120
91107000	0.5
12210400	1.96
92103000	240
91107000	1
12210400	3.92
58100010	222
94100100	180
63101000	91
24201130	67.5
58163410	121.5
71501012	125
92410340	248
52215100	28
58130011	129.38
71501010	62.5
92552010	240
51121025	37
75205051	79
53112100	28.8
94100100	60
24201020	255
94000100	870
94000100	195
56205008	207.38
94000100	195
22000120	83.75
94000100	6960
56203056	240
91102010	13.75
24207000	65
11112210	366
53209015	112
51122000	116
24207000	120
83204000	10.42
14104100	84
24208500	44
56203096	120
11111000	244
24198736	64
71501040	140.63
67202000	201.5
53206000	5
67202000	201.5
58146323	140.63
75216113	61.5
11111000	198.25
54401081	12
67202000	201.5
92410560	480
27510170	110
71401030	110
92410320	300
51153000	31
25230210	56
14102010	21
92410560	480
92101850	372
91101010	4.17
53209015	28
92101800	62
91101010	4.17
83112500	29.4
75113000	8.75
74101000	60
63105010	9.13
22101110	90
58150110	166
41420300	15.94
93401010	150
13110100	129.5
58106604	155.1
25221250	23
94000100	240
13110100	129.5
51180010	13
81101010	3.15
61210010	341
25230780	28
53720200	68
94100100	507
51101010	25
25230110	28
14108400	42
63101000	74.5
73101010	40
54401065	17.5
58101630	132
74101000	45
57241000	32.38
11512020	155
14104250	28.35
94000100	240
58100325	198
94000100	315
54403054	24.06
61210250	201.5
27443110	180.75
94000100	525
63420110	74
51320010	52
51000110	25
81100500	7.1
57224000	25
11511000	124
11511000	124
61119010	96
55301048	50
91300100	59
25221405	70
11511000	248
71200200	28.35
12350230	15
24142301	50
71507005	130
75216112	54.66
11114330	183
57240100	20
11112110	122
94100100	120
58101345	196.5
14410110	7.06
51101000	24
25220410	14
75506010	1.95
92410310	372
13140900	36.5
54401110	24
22101320	44
71501010	46.88
58163380	20.42
92410310	186
11511000	248
58106578	294
58126150	152
94000100	120
94000100	360
24142301	50
56205008	59.25
75216112	61.5
94000100	105
57305100	31.5
11111000	137.25
94100100	435
56205008	138.25
22701020	75.38
94100100	870
56205008	138.25
22701020	50.25
94100100	240
94100100	435
51101010	22
81101010	1.57
92101000	120
94000100	120
92101000	195
11114330	152.5
91101010	4.17
92101000	120
58160110	209.13
32130010	54
63133100	56.7
14301010	4.83
94000100	97.5
92101000	120
54325060	6
92101000	120
11211050	63
94000100	60
91101010	4.17
94000100	225
22101210	22
74404010	10.83
58160110	313.69
74101000	40
75113000	8
63133100	20.33
63107010	118
94000100	120
61125010	176
92191200	0.45
11211050	63
94000100	60
91101010	4.17
94000100	225
92306700	120
58106634	147
61210220	124
11519105	155
83112500	7.35
75113000	37.19
75111000	52.06
74101000	78.75
63141010	144.38
11519105	155
58106514	238
92530610	184
92309000	449.5
54401110	30
92531030	248
42301015	92
32130070	102
92410310	372
52215200	90
94100100	240
27540190	143
74401010	45
92410710	248
71401030	145
74401010	45
27212050	492
71200100	28
92410710	372
57349000	89.69
11112110	533.75
12130100	30
94100100	345
92101000	180
11112110	61
91107000	1
92101000	255
11112110	61
91107000	1
31105090	92
27211400	165
71403020	200
51101010	37.5
81101010	18.88
91401000	40
92410510	186
92101000	255
11112110	45.75
91107000	1
92101000	255
11112110	45.75
91107000	1
58125110	431.97
74101000	182
64401000	2.5
94100100	345
92101000	255
11112110	45.75
91107000	1
63107010	136
51101000	43
25240000	56.7
94100100	345
92101000	180
11112110	45.75
91107000	1
91705010	113.4
63107010	118
94100100	360
51301010	56
25230210	28
83110000	4.9
94100100	360
31102000	50
64104010	62
58106580	316
58104900	144
94100200	60
92541010	62
58106755	318
92510960	46.5
94000100	11.25
53120270	163.2
13110100	74
92101000	960
91101010	50
12210420	23.5
63101000	223
94000100	240
83106000	58.75
75113000	52.5
14010000	28.25
22311000	126
75122000	37.25
75503010	38.75
27564060	204
14410110	7.06
75503020	15.31
75506010	5.21
94000100	60
71401031	81
93301140	675
14660200	176
32130210	255
41205040	115.5
51301010	56
11111000	442.25
94100100	507
52302010	360
92410310	186
53520110	54
21500100	70.31
56205002	244.5
92410310	372
32130800	210
41102020	45
92101000	255
91102010	6.88
12210200	15
22701010	35
63107010	118
58160110	478
92101000	195
91101010	4.17
12210400	5.88
63135010	150
24124200	145
75113000	26.25
74101000	67.5
75111000	44.63
63105010	18.25
93404550	195
74101000	9
75102500	6.8
75111000	5.95
41104000	9
75205010	7
93101000	180
52215300	224
63409015	30
53105270	81.6
11112110	198.25
92552010	195
94000100	525
11111000	533.75
51166000	57
81102000	14.4
53530000	54
63107010	68
58157320	721.71
91407150	132.5
63149010	133
24154301	70
31105030	76.5
75216721	34.69
56205008	138.25
75232110	54
63129010	103.5
63135010	150
58145117	212
24142310	90
54403056	85
95320200	992
53530000	108
11511550	248
21103130	68
13411000	15.63
41104020	45
11511550	248
75113000	8.75
83112500	14.69
91745020	14
51320010	28.67
25230220	18.9
75113000	6.56
72125100	1.56
54401081	14
92410510	264.5
57238000	74.8
11111000	244
64124020	186
63107010	59
58100005	229
92101000	195
12210400	5.88
91101010	3.13
26158030	340
58163410	182.25
71401032	45
52215100	28
75311028	140.25
92305040	276
51101000	28
83107000	4.58
13110100	180
94100100	300
21500310	85
14410110	21
75113000	8
74101000	30
94100100	300
53239000	60
11111000	122
94000100	300
31105030	52
22600200	8
52215200	45
61210220	496
57213000	87
58146332	750
92410310	186
92103000	360
12210210	15
94100100	759
31105020	92
25221830	60
56201051	79.99
81104011	9.46
94100100	450
75111000	280
94100100	300
58146383	252
94100100	600
94100100	300
58146383	202
92101000	255
92101000	195
94100100	870
56203057	217.5
56203067	217.5
42116050	7.5
62125100	9.06
91107000	0.5
43102300	18
24132231	105
75311012	91
94100100	870
63107010	37.5
63223020	41.5
91107000	1
91701020	21
27242310	224
94100100	870
72119212	195
13110320	129.5
53104260	40.74
94100100	525
11411410	367.5
91402000	30
43108010	42
57227000	74
78101000	333.5
51157000	73
24103060	120
82104000	4.5
75114000	23
73101010	82.5
81302070	7.5
83106000	7.35
83106000	29.4
74101000	60
73101010	27.5
42104000	65
75111000	29.75
75114000	26.25
91705300	72
62114050	15
75111500	3
93401100	630
75203028	117
26137100	83
58407030	466
75440200	23.63
26319140	48.38
93301160	315
92103000	360
51301600	57
94100100	507
26155110	160
75117020	36.66
75121000	11
26155110	320
83107000	9.17
31103010	176
75113000	85.05
72125100	85.05
72201100	85.05
54401111	57
42501500	210
94100100	507
92302500	480
11112110	15.25
75652050	488
94100100	507
94000100	525
94100100	195
92101000	270
11111000	30.5
52304010	130
27564060	102
75506010	5
75117020	3.33
92410720	600
92102400	345
11111000	61
91101010	12.5
94000100	525
92410520	435
63123000	198.19
94000100	525
54304020	43.75
92410520	435
94000100	525
92101000	1680
91101010	112.5
11111000	1220
92410550	1364
93102000	360
58106633	440
92410550	1364
92101000	360
12210210	30
91101010	50
92410320	105
27550751	260
22600100	32
72125100	6.25
75511010	5
75503010	56
53241600	45
54401110	28
92410320	667
27560650	117
71404010	55
63107010	118
92530610	248
52302010	30
24198746	160
83112500	29.38
92530610	248
92101000	195
12210280	30
91101010	8.33
94100100	480
91511010	99
94000100	240
92410310	248
21417100	67
51154100	52
74406010	15.63
75117020	40
75503010	38.75
92510960	402.5
94100100	480
71602950	275
53410800	122.06
93401020	150
94100100	480
51301010	56
25230780	112
63101000	182
94000100	960
27243000	294
31103010	37
41104011	180
11111000	183
58101345	393
74402200	29.25
32130010	122
55101000	107.44
91301510	30
11112110	350.75
73101010	220
83112500	58.75
58403040	436.81
92530410	155
94000100	150
42302020	112
11112110	198.25
11112210	244
11830400	8
32130200	85
92530410	186
51109010	31
94100100	1014
63311150	57
58101610	266
72201211	20
71000100	130
74201001	111
75220050	10.13
63311150	57
53209015	22
13130300	160
11112210	244
11830400	8
94100100	79.99
73101010	30
94100100	60
51166000	57
24102070	33.75
27560300	19
54401112	28.35
63420110	74
58101460	536
28340120	79.99
92552030	186
13127000	170
53209015	42
11553110	472.5
51601010	66
81103090	0.75
92101000	435
11350020	106.75
94100100	2028.9
91801000	8
58101320	460
74402150	15.56
63105010	100.5
12310100	4.79
14133000	56.55
61125010	176
92305010	435
94100100	1014.45
53209015	22
92305010	435
58101345	131
53530000	40.5
11112210	183
24198735	96
74401010	20
11112210	244
75205022	11.25
54401065	28
94100100	240
58101320	345
14104250	14.13
92552010	240
53206000	60
58100005	171.75
94000100	195
92552010	120
26319145	34
26115140	170
92308020	667
91200040	1.5
61204010	47
71401031	50
83114000	28.5
75113000	8.75
54325000	12
26319140	88
26100140	340
51301010	28
92305040	402.5
92552010	345
53105275	50
51101000	28
13120730	78
94000100	525
94000100	345
51134000	28
42202000	32
94100100	240
54404010	22.5
51150000	28
21401000	45.06
63143010	66
58100325	198
74402150	17.8
92410510	149.5
54401075	15
14420100	30.5
55100050	20
91301060	6.56
81101010	3.15
32130110	69
24208510	22
71404030	80
92582110	115
51301010	56
25230780	56
83107000	4.58
63105010	100.5
14410110	21
71401015	45
94100100	480
94100100	480
58163380	196
75214011	44.66
72201211	51.99
73102211	51.99
24123311	165
22701020	18
94100100	480
53260400	20
94100100	480
94100100	480
55101000	74.61
42202000	32
91301250	59.06
24208500	11
61210220	124
63223020	176.38
91101010	1.04
63126500	69
58146222	109.38
92307510	172.5
54408016	30
54403005	7
94000100	480
27213600	325.5
92307510	172.5
94000100	120
92101000	255
91101010	8.33
94000100	360
92410310	372
21102130	134
41104011	45
52215100	112
71403020	66.66
41104011	45
75113000	8.75
74402200	9.75
58104290	230
92513000	612.5
63107010	202
63101000	149
42104100	32.5
71200400	12.5
92101920	325.5
92410310	325.5
54401081	8.75
21102130	34.67
56205002	37.8
75307000	23.62
75501010	33.08
14104100	9.45
12310100	18.9
25221405	60
32130070	116
92510960	77.5
53521110	31
92410310	248
58106555	124
94100100	3840
63107010	136
56203076	600
42202000	16
43108010	10.5
43104000	5.25
63223020	60
95230030	31
61210250	248
53712200	38
24123311	185
73403010	235
81101010	4.72
72201224	161
53710400	25
11112210	122
63223020	24
54401081	17.5
58131510	240
81302070	58
22600200	16
32130020	122
56201052	240
14104100	21
92410310	372
51101010	25
81101010	3.15
91401000	6.67
56205008	158
41106020	180
22708010	28
24142301	100
92410550	372
51101010	18.75
91401000	14
57224000	28.35
11112110	183
11112110	122
27120030	85.05
51154100	39
63223020	170.1
75224023	85.05
11112110	183
53116510	75
92410310	620
58101320	188
14104100	28.35
58162310	103
41205015	115.5
94100100	240
94100100	300
22600200	8
31105005	40
51166000	57
24198741	100
83112500	14.7
75113000	17.5
74101000	91
75117020	20
92410710	372
94100100	240
94100100	240
21500310	65
75233028	23.13
75414500	46
94100100	180
13230110	92.14
94100100	240
94100100	180
94100100	180
56203155	240
11112110	488
94000100	120
51101000	28
25230785	42
75506010	0.63
14410110	10.5
83110000	2.45
54401110	60
92410710	124
53120270	81.6
94000100	480
56205001	163
24198742	200
91361010	7.5
72201212	92
75205046	65
63149010	286
91501010	120
94000100	480
27560650	176
94000100	435
51401010	32
27446200	56.5
94000100	435
91705010	18
58100325	99
74101000	61.5
63105010	100.5
94000100	435
57135000	36.75
11111000	76.25
63107010	59
92531030	108.5
94100100	105
58146322	187.5
14410110	21
75216142	84.5
51101010	37.5
54401110	28
53108200	45
92530610	108.5
94100100	105
13135010	68
58146322	187.5
14410110	21
75216142	84.5
94100100	105
55105200	161.16
91301250	39.38
22600200	4
64104010	310
94000100	105
11434010	150
42302025	56
71200400	25
11111000	106.75
58403060	357
54325000	9
14104100	9.56
94000100	150
27420500	108.5
11111000	106.75
56205008	79
32130170	132
61210220	155
63107010	118
53241600	120
94100100	507
94100100	360
58146322	828.13
64100200	434
94100100	507
26319143	282.19
71401032	67.5
26303140	328.13
27420200	142
27520390	520
75503010	35
92410310	248
27243000	245
94100100	240
92161000	60
57100100	35
11111000	137.25
54325060	1.5
27345510	186.75
94100100	195
61210250	124
94100100	60
52215100	14
63107010	118
41104080	135
31105030	35
94100100	120
11111000	244
71201050	8
92101000	120
91101010	2.08
51101000	28
56205002	81.5
94000100	180
75113000	162
61204010	6
82104000	4.5
14410120	17.5
71900100	236
61210250	155
94000100	180
51301020	50
42202000	10.67
91405000	6.67
11112110	198.25
94000100	120
63101000	149
94000100	120
63107010	118
58146222	375
94000100	195
58104710	141
94000100	120
53204010	30
11112110	122
94000100	120
42101130	6
51166000	36.5
94000100	180
92103000	195
91101010	12.5
12120100	30
91107000	1
91302010	3.53
11411200	137.81
75122100	59.5
52215200	16.5
24107071	16.88
83107000	6.88
75113000	4
63203010	37
91705010	10.5
28340130	237
58150110	332
27111310	183
72118227	75.5
94000100	180
94000100	180
51301700	34.5
14301010	4.83
92302500	195
11211050	15.75
91101010	4.17
94000100	525
83106000	22.05
75111000	39.66
73101010	27.5
75113000	35
43102000	2.88
75114000	70
51300110	36
75403200	277.5
94000100	435
63101000	182
42104500	43.33
94000100	315
23150100	67
75214027	70
74504121	121
56205008	39.5
94000100	870
94000100	435
94000100	150
31105040	92
51301010	28
81101010	3.15
25221405	20
11553110	283.5
92308010	241.5
58145110	115
73102218	80.5
22311000	4.19
75205021	62.5
22311000	4.19
25210210	57
75506010	5
92308010	402.5
52102040	33
81101010	6.29
42301025	46
11553110	283.5
54408016	8
94100100	150
53230000	60
94100100	150
57100100	35
11111000	152.5
92410320	360
53710902	35
54318500	21
92410320	360
27540190	150
92410320	360
92410320	360
58145112	301.88
92410520	360
13210410	226.8
61210250	124
11111000	122
63107010	118
92309000	124
94100100	300
58403040	1596.63
54325000	12
11111000	122
92309000	248
58403040	798.31
94100100	120
54325000	12
94000100	870
61204010	47
78101120	1798
94000100	525
71103135	240
21105130	134
94000100	525
11432000	122.5
94000100	525
58146602	500
14107010	2.35
31103010	65
58131610	152
94000100	525
63101000	149
94000100	195
92101000	195
92101000	195
92101000	195
92101000	195
92101000	525
92309000	402.5
61204010	11.75
92309000	402.5
61204010	11.75
58146622	328.13
14108010	18.75
51150000	43
91705030	43
94100100	360
32130010	54
52215100	14
64204010	108.5
11111000	274.5
58163410	91.13
24143220	22.5
92305040	46.5
13120730	78
63101000	149
57135000	15.75
11111000	137.25
91101010	1.04
11111000	274.5
58100005	229
41205016	31.63
64104030	248
94100100	90
26155110	113.4
72116000	17.5
75216113	54.66
54325000	15
64104030	248
94100100	90
27211550	111
58163410	121.5
41104011	90
52215100	84
64104030	248
53710504	32
94100100	90
54403057	26.5
94100100	90
94100100	90
58100320	285
11112210	244
94000100	60
58106634	139.2
11112210	244
24198736	96
74401010	5
58126130	228
94000100	240
94000100	120
55301025	130
91301060	1.64
81103080	14.31
25221405	170.1
92101000	600
91101010	16.67
51101000	56
25230210	170.1
83110000	4.9
74101000	40
14109010	56.7
54403082	170.1
94000100	240
25210210	30
51154010	45
75506010	15
61210000	248
92101000	480
91101010	6.25
75411020	80.25
91705010	14.14
94000100	30
94000100	240
32202045	175
14410110	21
92102400	525
22709010	15
94100100	600
27540150	162.75
71401030	110
74401010	15
94000100	720
63115010	82
94000100	240
57237100	52.5
11111000	183
32130070	51
52215100	56
24147300	170
94000100	150
25221405	35
57125000	40
11112210	152.5
27560300	114
73101010	78
12350230	15
63101120	122
11112210	152.5
63101000	149
63107010	118
75651030	442.25
94000100	150
92552010	105
57241000	80.94
11111000	106.75
94100100	195
95320200	356.5
51300110	72
25230210	28
83204000	10.42
75113000	8
74101000	40
14410110	21
57241000	67.06
11111000	106.75
32130070	116
25221405	70
11111000	244
94100100	480
91708100	26
51101000	28
25230210	28
14410110	10.5
64104010	248
63101000	182
58145160	230
25210220	57
74401010	15
64104010	248
94000100	345
95230000	32
94000100	435
92101000	315
31103010	100
94000100	435
63223020	152
92303010	255
27363100	366
94000100	345
71200400	28
61125010	75
94000100	435
22600200	8
41425010	229.69
25221830	75.47
73410320	60
94000100	345
91705300	15.2
63223020	54
57123000	14
54325000	12
94000100	150
61210000	325.5
32130080	107
51401010	32
91401000	13.33
22600200	8
25221405	20
71403030	150
54408016	15
94000100	150
25210210	28.5
56205008	79
73101010	2
94000100	150
54408016	6
94000100	150
22101310	134
71507005	40
75122000	40
94000100	150
13130620	142
94000100	150
57125000	22.5
11112110	106.75
92309000	899
25210220	114
74401010	30
92541010	124
91745020	13
58407030	203.88
53530000	81
11111000	244
75652010	180.75
51301040	88
81103080	19.08
11111000	305
27510565	95
71401033	35
74401010	22.5
11432000	64
54338010	45
75652010	210.88
11111000	320.25
94100100	120
94100100	507
94100100	507
92530410	108.5
74606010	90.38
13210180	76.5
92410310	124
61125010	88
63107010	118
11432000	96.27
58106620	86.4
58106620	86.4
11112110	198.25
92530410	108.5
57125000	35
11112210	244
72201100	88
73101010	55
75124000	62
94000100	720
75122100	74.5
27520500	189
14204010	226
27212350	384
63223020	9.5
12140000	2.5
53710906	21
11111000	244
51320070	14
24198671	53.41
74401010	10
75506010	2.5
64104030	248
13130620	142
24127220	175
92541010	217
94000100	480
58123110	100
92130010	480
24164200	70
75210010	85
56205001	122
94000100	240
94100100	507
26137110	170
56205001	122
94000100	240
93401010	120
26137120	113.5
26319120	25
83210100	10.21
75113000	8.75
92410510	92
57134000	25
11112110	244
63107010	59
58106702	80.58
94000100	870
61210220	248
42114140	64
75124000	75
42202000	32
63126500	69
42111210	73
74101000	90
94000100	360
12140000	15
57123000	14
11111000	244
54401075	15
58100000	198
92101000	360
94000100	1920
27564060	102
83100200	4.94
91705070	20
92410320	360
21401120	134
83100100	31
75143000	94
75205023	38.25
71104120	40
73102218	10.06
13120100	56
51180010	105
14301010	29
94100100	870
54337030	55
14108400	76.5
25221500	56
92410320	264.5
53711000	24
94100100	870
25221350	70.69
51154010	45
14410110	21
94100100	870
75216135	51.5
11541110	490
57305100	36
11112110	244
58106634	147
64104010	124
64104010	248
63101000	182
63107010	118
11511550	248
94000100	720
27420060	405
92308020	240
13110100	222
91301050	39.38
51101000	28
81101010	2.36
56203056	360
11114300	122
91101010	8.33
92121000	248
11100000	20
91723000	12.5
63107010	136
94100100	480
92303010	240
58409000	702
22000100	25.13
92303010	240
13252200	38.75
26158030	229.5
91361010	30
56205008	158
64100110	496
57123000	29.75
11112110	259.25
94000100	315
63101000	182
24157310	67.5
71508005	315
75216113	41
94000100	150
53241500	45
91611000	55
71200100	148.44
94000100	870
75140500	154
92510960	403
27510606	200
41208030	253
75141100	164.25
72201100	11
53236000	13
94000100	1050
92302000	720
92900200	1.6
54328100	42
53520110	35.5
92101000	390
56203066	242.5
62125100	14
42101130	2.94
92101000	240
12210210	60
28340680	312.38
75113000	30.63
75125000	116
75117020	3.33
58101320	460
94100100	480
27540190	143
92410310	496
57100100	52.5
11111000	183
27564120	102
54403088	14.5
64124020	325.5
13160400	240
53222020	4
54403006	143
11432000	122.5
53530010	52
11111000	320.25
57135000	28
11320100	122
94000100	120
71200100	12
92410620	120
94000100	240
21304120	51
24142511	55
52215100	18
92410620	120
93401010	60
94000100	240
92101850	124
24142511	75
71900100	80.5
94100100	240
92101000	390
12210310	22.5
94000100	870
31105080	92
25221350	13.33
73102231	399
41201010	126.5
27120030	16.44
75141040	109.5
75141040	54.75
73102231	28.5
58130016	31.25
53120270	178.02
94000100	870
51301010	84
94100100	507.23
94100100	507.23
94100100	507.23
27146150	236
56205008	118
75205044	65
94100100	507.23
92103000	360
94100100	507.23
51108100	354
27146150	236
94100100	507.23
92410320	480
51300110	72
25230210	28
75121000	14
83107000	4.58
75113000	8
54401110	30
74402150	62.25
27111420	63.5
22101220	96
75221011	32
58160540	313.5
41104050	80
92410320	960
92305010	960
91101010	50
53241500	60
57308400	39.38
11112110	122
92101000	360
91200040	3.3
61210250	155
94000100	315
27214110	133.5
28500040	43.69
92410620	333.5
53204010	50
13110100	240
75311012	91
81101000	9.46
51153000	56
81101000	9.46
71501012	187.5
54408016	35
92410620	333.5
94000100	315
51101000	28
94100100	180
56205008	118.5
24123120	33.75
94100100	180
63141010	168
94100100	180
27111500	188.25
51150000	43
75104000	36.5
74101000	45
75216211	117.75
54401031	22.5
94100100	180
93404550	150
94100100	150
92101000	195
12210210	2.5
91302010	14.13
94100100	120
27363000	442.25
92410310	372
62125100	108.75
91705060	9.8
61210220	186
22600200	24
32129990	61
51101000	56
14104110	113.4
54301030	18
11432000	64
94100300	180
13210280	113
53712100	43
54408016	36
51601020	42
14620330	14
94000100	240
24198741	150
94100100	240
92410360	372
63149010	199.5
94000100	240
92101000	240
12210200	30
94100100	1440
61210250	186
92101000	240
12210200	30
51101000	28
25220410	14
81101000	2.36
75113000	4
14102010	10.5
54301010	12
14104100	36
51101010	50
81102020	14.19
92101000	720
11111000	45.75
91200040	3
42302015	112
27510601	145
71401031	60
74401010	15
11511000	496
63100100	138
94000100	240
55100080	40
91301060	9.84
32129990	13.38
63101000	182
64104030	124
51300110	72
25230210	28
14410120	21
63101000	182
54420210	14
53226500	25
11113000	244
73101010	40
54102010	60
92552030	372
94100100	240
54301010	18
42202000	10.67
91621000	165.6
94100100	240
91745020	21
94000100	330
31105030	92
22600200	16
71900200	111.5
92101000	360
11112110	61
54401065	63.44
63123000	132.13
54401021	177.19
41205050	180
94000100	660
24142510	220
56205300	249
94000100	330
11514100	263.5
53241500	100
94000100	330
57213000	25.38
11112110	81.33
24198735	64
83112500	2.45
75114000	4.38
11112210	5.08
63101000	74.5
27111407	113.4
14104100	28.35
92552030	186
56203155	75
11111000	152.5
53240000	24
42302015	60
91708030	66.38
54401065	13.13
92410310	155
41201020	95.25
25210210	57
74401010	2.5
71505040	48.75
74401010	2.5
11111000	152.5
13120100	56
57305600	31.88
11112110	366
94000100	870
27560300	176
75216112	164
63135140	251
94000100	870
25170420	290
91715100	57
57213000	14.5
11112210	366
24198735	80
74401010	20
63311170	14.81
53204100	15.25
58403010	964
54325000	15
58103130	41
31103010	44
51300110	36
25230780	14
83110000	2.45
74101000	10
75113000	4
14410110	10.5
61210250	108.5
94100100	507
61119010	65.5
58163410	60.75
53521110	64
94100100	720
54304005	28.35
58106225	172
92410310	372
94100100	720
24198731	192
75506100	70
71401030	180
75506100	70
92410310	744
92410310	372
57128000	20.25
11111000	91.5
63101000	34
63137010	74
61119010	131
63101000	91
61119020	51
27510190	57.5
21500310	42.5
11511200	248
75440300	28.5
24147400	85
83112500	14.69
75113000	8.75
74101000	45
73101010	6.88
31103010	8.5
41104020	22.5
94000100	240
92552030	372
54403110	19.69
27510190	115
11112110	244
94100100	480
94000100	240
58101610	253.5
92308520	360
91101010	4.17
57241000	74
11112110	244
11511200	372
51301010	28
94100100	600
11511200	372
71200200	64
94100100	600
94100100	600
53224000	10.4
42112210	25
42301020	46
94000100	120
92101000	240
91201010	1
12210310	30
31105030	46
51301020	44
81102020	4.73
92410360	372
58127500	240
14010000	28.35
71200410	28
58145120	172.5
75224010	41.25
94000100	240
94000100	1440
25221830	60
32130690	186
51301020	25
91402000	20
61210220	161
24198732	64
74406010	46.88
92302000	360
91200040	1
91302010	7.06
27445150	191.63
58136120	112.5
75205010	52.5
54403005	12.25
53530000	54
91305020	13.29
61210250	325.5
58103250	41
74402150	5.19
71401033	25
74401010	10
61122320	140.06
64104010	155
94100100	120
53204010	30
94000100	330
53120270	75
56205008	79
24147400	67.5
11434010	150
55200040	10
11111000	106.75
94000100	195
63203010	44.4
58145112	172.5
63101000	45.5
14104100	12.75
25220105	15
94000100	45
75224022	40
53241500	9
21500310	10.63
61122350	113.4
94000100	45
64104010	108.5
94000100	105
62106000	7.56
51300140	8.25
57123000	15.75
11111000	76.25
32130065	108
25230210	28
94100100	480
11551050	175.5
52215100	28
11526000	256
58100530	61
75109550	0.33
75117020	3.33
61204010	23.5
58160520	209
92410510	201.5
52215100	28
58148550	51
54401075	16.88
41202510	136.13
22000100	75.38
92410510	201.5
32130010	162
51101000	56
94000100	2160
58145110	345
22101150	100
51301020	25
22600200	8
51301010	28
25221500	28
22600100	5
71220000	56
94100100	315
58400100	210.88
94100100	315
54325000	72
11432000	64
55100080	80
91301510	5
25221855	35
11112110	122
94000100	75
