Food_code	DR2IGRMS
53209015	33
64100110	209
21101130	67
83106000	14.7
61204010	23.5
75113000	15.68
74101000	45.7
72201100	19.71
75111000	35.39
75141000	49.06
94000100	240
24154010	150
94000100	720
58100000	198
63107010	118
94000100	240
42302025	56
63107010	118
54403045	22
94000100	240
27111406	190.5
12310100	7.19
14104100	7.06
56205014	196
52202060	77.75
94100100	2028
32130000	122
51101010	50
81102020	1.18
11112110	244
95320200	1240
58162310	77.25
24154021	41.25
11112110	244
75216113	143.5
81102020	2.36
54401055	35
92410310	248
56203066	150
92161000	507
55100015	80
92410340	372
94100100	3042
83112500	29.4
75114000	30.63
11112110	335.5
28160310	396.9
92101000	255
58106702	191.86
14204010	113
11112110	335.5
92101000	255
92510955	186
91302010	7.06
56203066	435
62125100	9.06
42101130	8.81
94000100	180
51300175	140
72125200	12.19
63105010	14.38
73102217	80.5
75211031	77.5
94000100	180
94000100	180
63137010	178
94000100	180
58162310	618
92302000	180
11112110	122
53415100	369
51300175	40
72125200	4.06
63105010	4.79
73102217	80.5
75211031	77.5
63101000	91
94000100	180
58104130	264
74402150	5.19
11112210	533.75
94000100	1740
26158032	408
92410310	372
13110110	37
42111210	9.13
57304100	77.94
11111000	610
57241000	55.5
63107010	59
11112110	244
24198741	150
74401010	10
71401030	30
74401010	5
64104030	372
14107030	56.7
94100100	480
58146622	500
14108015	6.63
94100100	360
11513802	248
63223020	36
94000100	315
54401081	26.25
71401030	52.5
27510406	290
92410310	184
94000100	315
64134020	216
92611010	248
56202960	480
62125100	4.73
51101000	28
81102020	4.7
94100100	1521
27550000	228
27111300	170.1
63105010	50.25
51101000	21
75113000	35
31105030	46
51300120	66
81101000	9.46
11553110	283.5
94000100	435
51150000	43
81101010	3.15
94000100	870
83112500	58.75
74101000	59.99
75111000	39.66
72116000	35
51185000	10
24123311	165
72201224	80.5
58160460	53.33
92308050	333.5
91200040	2
92900200	3
53206020	40
27443120	527.19
92308050	667
91200040	4
92900200	3
52103000	109
91401000	20
71505010	32.5
61210220	248
92101000	180
12210210	10
91101010	12.5
71200140	25
53244020	224
24198731	64
27540150	116.5
71401030	145
92510960	356.5
94100100	150
57407100	24
11511000	248
64104010	62
24198735	80
74401010	15
61119010	131
11511000	248
91708030	26
27564060	102
74401010	5
83112500	29.4
73101010	10.31
75117020	7.5
75113000	26.25
92410510	372
11553110	310.5
57602100	14.55
11830165	23
57100100	22.5
11112210	213.5
27564000	102
83107000	4.58
74401010	5
73101010	78
11112210	76.25
94000100	75
58106750	115
58106550	91
92410310	124
43101100	48
94100100	75
92302000	360
91101010	4.17
53116000	214.4
94000100	1920
27510388	300
27510388	300
53116000	107.2
13140700	66
92103000	360
57230000	210.25
63203010	74
12120100	180
51160100	91.89
92103000	360
94100100	507
94100100	507
71401031	145
74401010	15
94000100	870
27510261	200
75221000	26.88
92410510	186
91734100	34
53521140	65
94000100	240
27144000	192
14107010	7.06
71501016	187.5
51109010	30
82104000	13.5
75651010	512.13
94000100	1050
93401020	300
92121000	279
92309510	1085
91721000	45.5
91731010	14
92101000	720
94000100	75
94000100	870
92552010	195
27510641	200
63101000	22.75
57123000	42
11111000	244
42116050	30
51101000	56
14420100	21
61210220	325.5
91706000	45
92309020	195
71801020	320.25
14420100	30.5
22311020	100.5
94000100	345
54402080	39.38
92309020	195
27445110	393.31
56112000	210
92542000	201.5
21103130	201
74401010	15
92101000	255
12210210	15
91107000	1
94100100	255
53233010	60
27510170	110
27564440	166
14104100	3.53
94100100	255
58130011	265.63
94100100	195
51121035	55.5
53233010	80
92530950	124
53206000	90
27111500	125.5
51154100	52
11113000	122
26151160	68
56205008	158
94000100	240
51161270	186
94000100	300
63101000	273
58105050	283.5
58163410	170.1
52215100	112
75213110	140
94000100	300
63101000	182
63107010	118
11112210	305
11830160	11
51161270	93
58100120	166
92510960	1048.27
52215000	18
94000100	1014.45
95105000	320
92101000	255
12210400	1.96
91108000	1
63109010	117
21401120	100.5
81302060	6
75205031	65
72202020	114
92308020	805
91107000	2
52306010	70
92552010	264.5
94000100	525
27445110	40.69
94000100	525
56205008	88.88
13130330	83.25
94000100	525
94000100	240
27111405	508
11511400	372
71201050	100
92410550	372
27363000	732
11511200	744
11434010	245
63141010	82
63107010	59
94100100	480
51154100	14
24201520	28.35
74406010	2.6
75503010	10.5
54401021	15
27510606	100
71404030	27.5
93505100	42
61207000	2.58
94100100	480
94000100	315
92101000	360
11113000	15.25
51601020	43
41205070	15
75117020	28
75113000	8
74101000	20
75111000	10.5
71801000	213.5
92303010	195
94000100	315
32130100	138
74401010	30
51300120	22
94000100	240
57344000	23.25
11113000	91.5
94000100	225
92101000	480
27560660	270
94000100	120
57306500	64
11112110	366
51300110	48
25220410	18.67
83107000	9.17
92309000	496
58146323	375
27113300	90
51166000	42
92309000	496
92101000	480
58131323	502
64116020	333.5
58130014	328.13
71401033	33.75
74406010	62.5
83112500	14.69
92510955	241.5
58407030	305.81
92510610	449.5
24123311	330
24164010	110
41201020	222.25
56205008	138.25
92510610	333.5
53206000	30
51101000	28
92101000	255
92530610	155
94000100	945
11112210	244
51186010	87
81104011	14.19
32130070	207
25221405	60
93301218	450
25230560	113.4
54325000	36
92410720	210
54338020	45
92101000	120
11370000	122
53202000	60
92306000	480
75205011	12
92306000	480
56116000	84
92101000	120
11370000	122
53120275	3.75
41420010	35.2
26137100	57
41420300	15.94
52302010	180
11432000	113
61210220	186
14640125	58
63107010	39.33
73101010	50
54401055	10
11112110	122
74303000	186
53226500	38
91708030	25.52
91750000	5
26137120	68
75209040	10
94000100	120
54401065	11.67
94100100	507
32130000	122
22600200	24
51301020	25
41602050	500
21000100	33.5
54200100	15
63101000	182
94100100	253.5
24167300	495
71401031	36
94000100	253.5
94100100	240
56203056	242.5
63107010	101
92101000	180
94100100	240
63101000	182
42202150	16
94100100	240
24207000	60
75302205	73
94100100	300
94100100	240
42104050	18
27440120	162
92309020	300
42104050	12
94100100	180
11434020	150
51101060	80
81101000	2.36
71404030	80
74401010	15
14410120	42
32130110	138
61210250	124
92510955	124
54401122	28
27540150	264
92410310	248
11111000	244
53260030	60
58146322	750
14108010	6.25
92410510	248
63135140	251
94000100	30
92101000	15
92103000	240
11111000	5.08
51601010	22
94000100	90
57135000	36.75
11112110	183
63107010	50.5
53235000	23.2
94000100	90
56205008	59.25
24201020	135
63105010	10
94000100	180
92530950	62
92410310	356.5
53712100	43
14104100	14.18
54301010	75
94000100	195
53712100	43
95320200	217
58101323	115
54401112	28
92410310	356.5
54408210	43
54301010	75
92410310	93
22600200	56
92410310	542.5
11000000	NA
57806200	45
71501006	187.5
24198741	50
91601000	96.5
53240000	24
94100100	120
63101110	127.5
54401081	14
11000000	NA
57806200	45
76209010	99
67202000	62
11000000	NA
91501010	99
56203130	163
94000100	195
63107010	118
51301010	56
27446260	113
83110000	9.79
75113000	8
74101000	40
63311000	153.13
92308520	120
91802000	2
61125010	12.19
51150000	43
22000120	33.5
72125100	12.5
51185000	2.5
92410520	92
63123000	26.43
63203110	44.8
63223020	26.6
63141110	43.58
63109010	27.3
92410520	120
53225000	48
94000100	195
94000100	525
54408016	87.5
32202010	252
74401010	10
92102401	525
12120100	15
91301100	30.2
58408500	1353.75
91361070	38.88
94000100	525
92410510	248
94000100	240
11553110	783
92309030	240
24152300	26.66
83114000	31.2
74101000	45
75111000	29.75
73101010	6.88
75113000	226.8
54325000	18
92552010	480
61119010	262
75205023	76.5
24201000	4.22
75216113	82
83114000	31.2
75143000	73
24122170	65
92309020	510
13220110	264
11112110	183
61119010	131
53241500	20
94000100	300
32130510	178
71403050	100
92309500	620
94000100	150
92101000	345
12120110	15
91101010	4.17
41603010	217
75233024	104.06
26319120	54.38
56205008	207.38
94000100	300
94000100	600
57344010	9.69
11112110	76.25
58150110	549.88
94000100	600
57125000	30
11112110	244
63107010	136
63107010	136
54408110	8.1
63107010	272
92309000	496
58174000	510
64100100	496
11514120	496
13110100	240
94000100	120
94000100	1080
92101000	120
91101010	2.08
74303000	372
63101000	182
72201100	33
75107000	26
31106010	45
51107010	64
82104000	2.25
21500100	7.09
52215100	18
42101130	7.2
92101000	120
91101010	1.04
58101745	248
58101630	132
75113000	17.5
74101000	45
63123000	40
56203175	180
25221830	10
11111000	244
94100100	240
57241000	18.5
11111000	122
91708030	14
94100100	240
27510641	100
14104110	14.18
71501040	250
75202027	84
94100100	240
13220110	66
11111000	244
94100100	507
94100100	507
51101050	88
21000100	56.7
83110000	15
14109010	21
94100100	507
94100100	507
11519105	341
55101000	40
91300100	19.69
22600200	16
51000200	43
25230210	21
14410110	10
83300700	5.33
92552030	186
53209015	22
11432000	113
27111500	62.75
51154100	52
14410110	21
71401032	33.75
94100100	79.99
57305174	87.5
11112110	91.5
92101000	360
11112110	15.25
27564000	102
41221020	63.25
71200230	28
56112000	160
24100000	101.25
92101000	360
11112110	15.25
51101010	25
91402000	20
57241000	74
11112110	732
54304020	12
94000100	15
58106578	147
11112110	122
71200400	28
64100110	209
63107010	101
27146300	91
58145112	57.5
75205048	35
51150000	28
81101010	1.57
13110100	51
53204010	15
92309000	184
94100100	240
11710800	248
22600200	4
51601010	33
81103040	4.77
61210220	124
94000100	120
27510281	150
71401030	110
74401010	20
92410350	360
54401075	26.25
74402150	46.69
24164010	110
41208030	189.75
52201000	7.07
81103040	4.77
13110120	180
53381000	27.02
94000100	240
92121001	201.5
52101000	30
24127500	175
94100100	1890
26158010	170
58160460	160
61210220	325.5
57135000	36.75
63107010	59
11114330	198.25
63107010	118
92101000	870
12210210	30
54103000	25
94100100	240
94100100	240
22600200	32
32130170	132
64100110	124
71401030	72
55201000	37.5
94100100	240
94100100	240
24122151	135
14108010	6.2
73403010	150
81102020	14.19
91104100	4.17
92308000	805
83112500	58.75
73101010	40
75113000	45.94
74101000	85
53206030	60
94100100	240
57125000	35
11112210	61
11436000	61.25
94000100	150
57123000	15.75
11513600	201.5
54102010	18
64100100	248
58145110	230
75224010	82
63311110	124
11100000	244
91708030	22.68
94000100	315
58146432	46.88
11513600	155
94000100	75
21105130	142.38
28500040	247.56
56205008	167.88
92410340	186
11000000	NA
11000000	NA
51157000	106
25230780	84
14410110	63
71200100	14.06
92410510	372
54408016	22.5
63107010	118
92410510	372
32130020	122
51101010	50
91401000	40
92552010	667
58147510	335.31
92552010	667
94100100	507
21101130	100.5
56205008	118.5
91101010	8.33
28501010	42.56
81101010	12.58
75205051	158
81101010	12.58
92552010	1334
54403010	14.5
13110100	360
94100100	507
92552010	507
31105090	46
71900200	40.5
52215200	8.25
21101130	21.25
61210010	496
91101010	4.17
94000100	2400
71501016	125
92308000	744
32202070	145
94100100	600
11553110	1036.8
57348000	72
57602100	19.44
32202050	188
74402150	62.25
75109550	4
94100100	7470
42302015	112
11433000	170
63101000	182
58100020	270
58106555	62
58106625	69
58101345	103
75113000	0.73
75140990	13.69
58101345	206
75113000	0.73
75140990	13.69
11111000	283.04
63107010	118
63143010	66
55106000	100
81101010	3.15
91301040	39.38
94000100	315
92111010	195
58104750	159
74402150	62.25
12310100	57.5
94000100	870
52401000	57
11112210	366
63126500	138
61119010	184
56205008	938.13
26137120	168.94
26319120	180.12
72123030	132.5
94100100	253.5
61119010	184
56205008	1046.75
26137120	168.94
26319120	180.12
72123030	132.5
28320300	1132.88
75218500	198.75
92302500	180
12120110	10
52103000	72
94100100	240
25221405	26.25
32129990	45.75
51186010	43.5
14410110	15.75
42302020	112
94100100	240
21101130	88
71507005	315
83101000	30.6
75113000	17.5
72125100	12.5
94100100	120
91726130	8.5
57241000	48.56
11112210	106.75
63107010	101
63101000	91
61210250	92
58160110	179.25
61210250	92
75111000	201
61204000	15.5
94100100	480
13120730	78
24123120	240
94100100	120
42301020	92
31103010	88
14108020	30.17
11112210	122
53520110	54
54403058	18.38
32130600	324
51101010	50
81101000	1.18
92101000	480
12210210	10
94000100	360
92410360	496
27520510	186
27320110	275.63
27320140	275.63
52104010	30
93502100	112
11111000	244
11111000	244
71801020	244
61210010	124
52215260	33
11411200	56.5
91746100	14
11111000	244
58146222	156.25
27345010	202.5
55100080	80
94000100	120
27510565	95
71401033	2.5
74401010	1.25
71201050	28
94100100	525
31105080	57
51101010	25
92111010	240
12210400	5.88
91405000	6.67
92306000	240
91101010	2.08
53521110	64
14640125	116
81100500	9.46
74602010	808.25
92111010	240
12210400	5.88
94100100	240
24127202	202.5
75224051	131.25
71501010	250
51101000	28
94100100	240
63207110	17.31
25221405	35
52101000	14
61210220	248
24198735	64
74401010	10
83210100	15
75113000	8.75
64104010	124
92101000	240
91101010	12.5
12210210	15
51166000	57
81103080	4.77
94100100	507
63129010	123.75
63107010	118
94100100	507
42110110	71
62125100	36.25
83106000	117.5
75113000	115.94
74101000	68
24100000	135
14104400	37.5
42110110	142
62125100	36.25
92530510	248
94100100	507
61210220	248
94100100	507
94100100	507
57123000	92.75
63107010	101
11112110	244
63101000	182
92530410	217
94000100	435
53206000	21
51601020	72
25230210	56
83107000	4.58
74101000	40
75113000	16
64104010	209
58145135	761.88
63123000	151
64104010	209
11710358	121.6
11710358	121.6
11710358	121.6
11710358	121.6
11710358	121.6
94100100	240
61210250	155
57339000	19.5
91101010	4.17
51101010	25
81101000	4.73
92309000	248
14105010	15.02
94100100	240
91745020	12
24127202	67.5
71501010	62.5
81101000	9.46
92309000	248
92101000	180
12210200	120
91101010	8.33
75216113	41
13110100	240
92309000	248
57100100	72.5
11112110	244
28340630	435
92410340	248
63149010	12.2
94100100	525
58105100	117
75502510	9.38
74402150	5.19
92610020	201.5
92103000	120
51161250	56
94000100	278.4
11111000	45.75
63107010	59
57123000	7
56203056	360
11480010	28.25
63123000	75.5
14201010	157.5
11111000	45.75
27212100	373.5
57123000	37.33
28340660	597.5
58145112	115
11111000	45.75
92552030	139.5
51301020	18.75
81101000	4.73
54408016	40
94000100	195
72201212	46
58145112	57.5
92552030	46.5
62125100	14
11111000	30.5
58146322	125
11000000	NA
42401100	141.66
11000000	NA
11710969	183
57822000	85.05
73201013	28.35
11710969	183
57241000	4.63
11000000	NA
11710969	183
72201212	46
24198746	35
11000000	NA
11000000	NA
22600100	16
32130400	114
51300120	33
91405000	6.67
11111000	106.75
94000100	45
54102015	10
64104030	46.5
26100270	51
58145110	86.25
58421010	122.63
41104020	67.5
52215200	33
92550030	45
54102015	5
11511100	108.5
94000100	45
54328100	7
57327450	92
91101010	12.5
11120000	22.88
11113000	122
94100100	240
27564000	204
74401010	30
61210250	124
58146322	500
94100100	240
63107010	202
11113000	244
94000100	180
94000100	180
57349000	53.81
11112110	244
63107010	68
61101010	166
94000100	180
51301010	56
25230210	98
83107000	4.58
14010000	21
74101000	80
11432000	170
94000100	180
63101000	223
24122140	101.25
75216100	84.5
53105270	163.2
64116020	186
75209000	80
14650100	22
91501020	120
42111205	109.5
94000100	180
27560650	88
11111000	244
91301080	18.75
27363100	244
75141040	27.38
92308000	248
53239000	30
53204010	15
58146322	375
11111000	244
91745010	18
94000100	150
94000100	480
27540150	161
92410310	368
54325000	30
27540190	143
74401010	10
71401030	59.99
92410310	460
54403005	79.33
92513000	140
92410310	496
58100010	267
61210220	186
94100100	360
61210220	186
83112500	14.7
75113000	8
74101000	20
73101010	3.44
24120120	30
63107010	88.5
52215200	71
14106200	14.18
71403020	37.5
74402150	16
64104010	186
94100100	90
58106200	320
94000100	945
94100100	1305
91745020	22.8
91705030	30
92410310	31
58106225	476
56203155	180
92103000	195
91101010	12.5
11111000	45.75
94100100	300
56205008	414.75
41104011	202.5
74402150	10.38
24122140	118.13
52215300	112
94100100	600
94100100	300
24198731	128
74406010	62.5
71401030	180
12350230	60
92410310	115
94100100	300
13110100	148
91304020	21
94000100	1014.45
74604010	442.25
75205021	125
41420300	25.5
22000100	8.38
56205008	118.5
26151130	113.4
71403020	100
58160110	209.13
57135000	14
11111000	122
94100100	60
61210250	124
58160110	119.5
27141030	65
75330121	73
24100000	4.22
51107010	64
81101000	4.73
61210250	62
58403040	120.5
51107010	64
54325000	9
94100100	60
58407030	174.75
92309000	325.5
64104010	620
26305160	260
21401120	67
71501010	187.5
93101000	630
24168001	210
32130170	116
51101010	50
81101000	9.46
91401000	13.33
61119010	96
64100110	248
83112500	88
22600100	5
24100000	45
73101010	20
75113000	70
64100110	248
53108200	80
53710906	21
64100110	131
54408016	30
94000100	120
42302025	56
63101000	91
54401075	15
11519105	248
54102010	30
64104010	248
42110100	47.33
94000100	240
24198747	50
74406010	2.6
75111000	59.5
83210100	5.1
75216111	50
71501010	125
64204010	124
94000100	120
91611000	53
63127010	170
94000100	120
53710700	23
94000100	2.5
94000100	240
94000100	480
94000100	480
27510241	82.5
75113000	4
71401031	60
74401010	15
94100100	600
58101345	524
74402350	5.13
92111010	150
91101010	4.17
12210505	6
11432000	122.5
32130400	176
52215100	112
94100100	480
11111000	244
11830160	11
57213000	16.31
11111000	137.25
94100100	507
91611000	55
61119010	48
53241510	21
41305000	101.25
22000100	4.71
58160490	20
75503030	74
52215100	42
91611000	55
54403058	18.38
92552030	186
63109010	69
63223020	21
92552030	186
32130210	79.13
41102020	101.25
12310100	28.75
94100100	45
11111000	244
11830160	11
92103000	180
91101010	7
51161250	56
94000100	900
31105005	80
25221405	35
52101000	30
91401000	6.67
92101000	180
91101010	7
11112110	122
24133220	130
41104020	90
58163410	243
64100220	248
51301010	56
27446200	28.25
83107000	4.58
75113000	8
74101000	80
63311150	214
11112110	183
14201010	52.5
42114145	29
31103010	132
14104100	114.75
25210210	57
75506010	5
92111010	240
91201010	4
31103010	44
94100200	870
42112210	50
75220013	146.13
75216113	143.5
26158010	286.88
61204000	15.5
92410320	360
83106000	117.5
75113000	37.19
51185000	20
14010000	56.5
75510000	36
61125010	228
94100200	1014
14104100	4.25
94100200	253.5
57305100	127.58
11112210	61
94100100	507
61125010	76
14107030	28.35
64104010	186
11511300	248
58403010	113.4
92309000	496
51159000	45
58109210	212
92102400	690
12210400	7.83
91101010	8.33
94000100	195
51301010	56
25230780	112
83107000	9.17
14104100	21
71200140	28
92410550	620
42302020	224
94000100	1050
43102300	23
57349000	53.81
11111000	152.5
51101010	50
81102020	4.73
32130010	122
92101000	120
91101010	4.17
94000100	435
54301030	18
94000100	105
27510641	200
71401010	52.5
92308020	241.5
94000100	150
63129010	99.68
63149010	91.82
63135010	93.03
92530610	241.5
27118180	102.81
27111300	106.75
58160540	104.5
41104020	90
52215200	90
92308020	241.5
63105010	201
94000100	315
63107010	136
13110100	194.25
51166000	57
63101000	91
11113000	198.25
94000100	75
51301600	57
24123311	20.63
73101010	40
83112500	4.9
63123000	75.5
11113000	122
14104100	14.13
94000100	120
63223020	76
54403006	11
94000100	75
58106555	88
73101010	30
63101000	51
11112210	76.25
94000100	30
58100010	222
94000100	240
92410550	992
58106555	176
94100100	120
54403056	43
94100100	120
91726130	23
94100100	60
57100100	35
11112110	122
62125100	9.06
63107010	59
94000100	330
92101000	120
53260030	5
75206010	50.63
75213110	83.81
52215100	56
74402150	5.19
94000100	120
58160530	77.25
75206010	75.94
94000100	120
58421020	90.75
92410320	60
63101000	149
74402150	5.19
92101000	120
51101000	56
94000100	150
56203175	315
92121000	155
75216070	121.5
94000100	1500
63101000	223
71201050	25
58146732	375
75205044	8.13
91734100	15
91715100	17
63107010	118
52302600	65
41304000	3.88
58146732	375
54401081	17.5
64104010	155
57125000	15
11112110	244
55200200	40
11511200	124
53204100	40
58104150	131
63141170	140.06
11511200	248
94000100	105
73101010	250
71202500	28.5
63126500	28
56205002	61.13
64104010	138
24198746	34
11710678	183
11710678	183
11710678	152.5
11710678	183
11710678	183
11710678	152.5
11710678	183
11710678	183
51630200	58
81103080	19.08
91406000	13.33
92550350	150
92101000	870
12120110	60
91107000	4
58306100	127.58
11434020	141.51
94100100	480
94000100	111
63200100	108
53710800	78
27212100	451.31
27212100	264.56
94000100	615
91705010	4.5
94000100	120
92101000	240
91101010	6.25
92530510	217
32130400	176
51101060	113.4
81103080	1.19
63101000	223
13130600	198.45
94100100	240
58403040	436.81
56205002	10.19
11112110	213.5
58103120	168
61210250	108.5
58101460	402
92541010	201.5
94100100	150
22704010	182
74402150	5.19
94100100	195
92305910	155
57330000	34.31
11112110	106.75
51501010	56
25230210	28
83300700	16
14410110	21
92101850	124
92410310	93
51109010	82
92101850	124
56130000	170.1
74401010	15
51109010	82
92410310	93
94000100	615
32202050	188
92101000	195
91101010	3.5
12120100	2.5
71404010	20
74401010	15
92101911	360
91102010	16.8
58101955	199.5
94000100	360
94000100	360
58112510	370
64401000	30
11320000	1448.75
92101000	240
12210400	0.98
91101010	12.5
53233000	60
92308000	744
92410310	248
41601180	447.69
92308000	372
92308000	248
24147300	170
24157300	110
41201020	63.5
71601010	137.5
92308000	372
41601180	185.25
92308000	248
92101000	480
53520110	54
94100100	507
51401010	64
25230785	84
83107000	13.75
14410110	42
92309030	240
58106702	159.6
92111010	270
51160110	76.5
81103080	14.31
54404020	113.4
42301020	92
92101000	720
63107010	118
94100100	360
94100100	360
73403010	75
51150000	28
42111200	109.5
94000100	1080
21101130	170.1
74406100	31.25
53120270	68
75202029	13.2
93101000	480
94000100	360
94100100	30
58101520	15.25
51300110	48
25230210	28
83110000	4.9
14410110	21
83107000	4.58
92410510	310
71205040	19
95320200	620
13130700	171
11000000	NA
11000000	NA
11000000	NA
11000000	NA
11000000	NA
11000000	NA
11000000	NA
11000000	NA
11000000	NA
11000000	NA
57804000	1.27
11710639	152.5
54350010	0.18
11000000	NA
41104020	67.5
52215200	45
67102010	71
94300100	45
57804000	1.27
11710639	152.5
67202000	46.5
94000100	15
11000000	NA
55201000	150
91301510	30
11112110	350.75
51320010	84
25230780	168
83107000	27.5
14109010	63
95320200	372
71200100	42.53
53206000	30
53204010	50
11112110	244
26158023	170
81302050	14.38
72201212	161
71103125	140
81103080	9.54
51150000	43
92410710	372
55200050	80
81101000	9.46
94100100	240
11112210	244
94100100	507
58104120	132
91708030	14
92541010	248
63107010	101
94100100	507
13110110	80
58106555	124
94000100	240
71200100	25
94100100	120
92101000	510
12210400	7.83
51301020	50
81102020	9.46
63101000	182
94100100	360
83112500	29.4
75113000	45.94
75122000	59.5
74101000	61.5
43102000	5.75
21101130	134
28500100	208.25
71501010	250
28500100	208.25
75219013	58.5
11112110	198.25
75205023	86.06
61210220	93
94100100	240
92410550	372
57119000	10.94
11112110	45.75
71200220	57
94100100	480
92410550	372
72122213	153
72128213	159
73406000	250
24157300	140
92410550	372
94100100	240
71200220	28.5
94100100	240
54401055	57
11000000	NA
11000000	NA
55106000	30
63219020	41
11000000	NA
11553110	108
72119190	1.56
72125100	1.56
56205018	24.38
41102120	22.5
63201010	36
54304000	7.5
11000000	NA
94100100	180
14104100	10.5
24207000	16.25
11000000	NA
56203096	240
94000100	240
27540150	213
71401030	145
92302000	240
11112110	30.5
91101010	4.17
75607010	496
13110100	148
32130010	122
51601010	66
92101000	300
51301040	88
25230780	140
83107000	27.5
75113000	17.5
74101000	61.5
71401033	100
74401010	30
94100100	480
53710906	21
58150510	396
94000100	240
94100100	480
94000100	480
92303010	360
56203056	242.5
94000100	480
63107010	136
92303010	240
51101050	88
41811890	70
75506010	5.21
74406010	15.63
74101000	45.5
75113000	30
92101903	480
28310330	732
74402150	31.13
91361070	6.48
94000100	480
54102010	28.33
32130010	122
22600200	16
61210250	186
94100100	1080
63143010	66
54328100	28
11112110	122
22701020	60
75204012	360
75216111	100
81103040	7.16
63143010	66
54403052	43
57135000	28
11112110	122
94000100	240
51301020	50
81101010	3.15
53237000	240
94000100	240
56205008	316
75205023	76
24142301	800
75311013	91
64104010	248
11112110	122
63101000	91
94000100	240
53237000	210
94100100	525
92103000	255
12210210	120
52405010	41
94100100	195
94100100	870
51101010	25
21105110	67
94100100	1014.45
64104010	325.5
26137123	272
61204010	47
75113000	70
73101010	27.5
94100100	870
11511200	310
24198741	50
74401010	30
92410310	372
71200200	96
91708030	14
92410310	372
58163420	486
92410110	360
94100100	120
92102400	870
91101010	37.5
12210200	60
92101000	525
91101010	37.5
12210200	45
94000100	525
94000100	1050
92101000	525
91101010	37.5
12210210	60
58146382	375
92101000	525
91101010	37.5
12210210	60
52302010	130
61210250	46.5
11511100	108.5
94100100	210
92308000	449.5
27242000	343.44
27347250	824.81
53530000	40.5
11111000	366
51101000	28
25221500	14
83107000	2.29
71200200	10
61210250	248
71501040	125
63101000	91
94000100	120
58163380	208
11111000	183
11514100	542.5
94100100	525
94100100	525
58407010	210
56205001	142.63
75101800	43.75
73101010	48.13
63223020	145.25
63203010	129.5
94100100	150
11511550	201.5
94100100	255
61119010	85
94100100	195
56203056	210
11100000	244
32130010	107
22600100	16
71405040	35
74402150	31.13
11513550	372
58146323	113.4
27450060	63.79
51101000	42
83107000	6.88
11513550	372
54403005	25.38
92400100	960
54102100	18
81100500	113.5
91101000	8
93301032	112.5
95310600	112.5
92101000	585
32130060	61
51320070	52
94100100	480
51155000	34
25230210	140
75506010	5.21
92410320	180
63109010	234
21401120	134
81302060	14
71103150	240
73102218	161
92308010	360
61204000	0.65
94100100	45
94100100	240
56203057	120
81104010	4.83
31103010	50
51300120	33
81104010	4.83
11553110	108
92101000	480
63101000	298
54305010	20
42101130	70.5
26137120	92
72125212	102.5
82104000	4.5
64401000	10
73403010	187.5
91705300	7.6
94100100	240
94100100	240
56203555	180
62125100	18.13
42101130	17.63
63101000	149
42202000	32
91705300	7.6
94100100	360
22600100	32
32130080	108
52215200	90
41205017	126.5
92410310	542.5
94000100	3840
58106555	372
92410310	299
71508025	120
54401110	54.38
63105010	201
92305910	402.5
24142510	255
93102300	2880
58104740	316
92305910	402.5
54401011	53.44
63101000	364
92305910	402.5
55101015	100
91300100	19.69
11350020	244
58108050	84
94100100	240
64104010	186
91621000	166
24143220	55
56130000	122.5
64202010	184
63223020	90
32130220	150
58101460	402
11551050	243
51301020	44
24208500	33
32130110	69
55101000	150
61210250	248
71200300	18.75
61119010	131
27450100	119
51300110	72
94100100	195
94100100	360
58146352	328.13
51121035	37
83112500	14.7
75113000	30.63
74101000	11.25
92530610	201.5
32202070	145
71404010	110
92530610	512
94100100	480
22600200	16
92410310	372
51154100	52
25230210	56
14410110	21
71200100	21.88
71401010	45
63149010	275.5
53610100	90
92410310	372
57241000	20.81
11112110	122
94100100	525
83114000	15.63
75113000	21.57
74101000	22.95
73101010	14.03
24100000	17.21
58407030	422.31
53520110	54
92101000	525
12210400	3.92
91107000	2
51300110	108
25230780	56.7
22600200	16
83107000	50.42
75113000	16
74101000	40
75415020	42
92410320	420
53235500	28
42111500	30.62
32130190	255
92101000	870
12210200	60
91107000	3
52215200	45
51161270	120
61210000	155
51300110	36
42202150	24
51300110	36
91304090	27
94000100	315
75211020	300
74201000	120
14106200	42
94000100	315
92101000	360
12210210	30
94000100	180
31105080	92
51186010	58
81101000	9.46
95230000	34.5
94000100	600
64116020	186
63141010	82.5
75109000	20
42202000	64
26155110	73.71
54301010	30
94000100	480
63107010	118
91705300	37
94000100	240
21401110	67
75224022	80
71501011	187.5
94000100	360
94000100	240
61204010	11.75
13110110	148
94000100	240
92114000	255
91101010	3.5
11112210	30.5
58100005	229
74402350	3.84
58101345	131
74402350	3.84
94100100	480
42111500	73
61210250	248
58104120	239.25
74402350	3.84
92114000	255
91200040	0.75
11112210	30.5
94100100	240
92302000	195
91101010	4.17
53241600	20
52215200	90
75205044	73.13
94100100	300
94100100	300
27243500	122
94100100	330
94100100	225
94000100	480
31105080	46
56203066	161.65
62109100	6.88
63203010	9.25
43107000	9.06
51113100	50
81103090	14.19
63107010	59
92303100	240
27214100	70
75214012	59.99
92410610	372
94000100	240
27320040	121.5
92101000	630
91101010	50
12210400	11.75
58110130	64
92410310	524
71508025	290
94100100	507
53729000	50.18
11121100	183
11121100	91.5
