"Sample"	"vvkaj.00037"	"vvkaj.00002"	"vvkaj.00023"	"vvkaj.00029"	"vvkaj.00044"	"vvkaj.00045"	"vvkaj.00022"	"vvkaj.00024"	"vvkaj.00003"	"vvkaj.00016"	"vvkaj.00032"	"vvkaj.00038"	"vvkaj.00039"	"vvkaj.00007"	"vvkaj.00034"	"vvkaj.00004"	"vvkaj.00005"	"vvkaj.00011"	"vvkaj.00030"	"vvkaj.00010"	"vvkaj.00018"	"vvkaj.00033"	"vvkaj.00009"	"vvkaj.00026"	"vvkaj.00008"	"vvkaj.00031"	"vvkaj.00012"	"vvkaj.00027"	"vvkaj.00042"	"vvkaj.00025"	"vvkaj.00041"	"vvkaj.00006"	"vvkaj.00015"	"vvkaj.00013"	"vvkaj.00043"	"vvkaj.00028"	"vvkaj.00040"	"vvkaj.00014"	"vvkaj.00001"	"vvkaj.00021"	"vvkaj.00036"	"vvkaj.00019"	"vvkaj.00020"	"vvkaj.00035"	"vvkaj.00017"
"vvkaj.00037"	0	0.43233569423106	0.394643556230068	0.459247793577562	0.449957369384089	0.438992804219061	0.343364018285626	0.326888916927273	0.393141067492596	0.35654825108354	0.430068160275798	0.421657278113372	0.357058184069974	0.355577211532802	0.449669714086162	0.437714219782738	0.491766360862314	0.381137847384162	0.475622769948346	0.391247954148394	0.439946167476624	0.380240269623865	0.480096774710615	0.432955460543329	0.45044630540098	0.496003852451115	0.405079550267829	0.418778834265964	0.443249518044455	0.427922060976656	0.427632535489198	0.422867532184081	0.493733521831344	0.48741661447593	0.516923167859596	0.490901068817904	0.425981074716798	0.529467283499692	0.475534148339696	0.415223445712008	0.443111306402897	0.425615957566581	0.514815473992855	0.458474331604704	0.414129533596347
"vvkaj.00002"	0.43233569423106	0	0.384742911846962	0.375703263939475	0.381788632212772	0.366802280078249	0.373551012948503	0.42464524331819	0.408154402211077	0.34208292542766	0.393031091646089	0.429781165505348	0.306722459285994	0.418366711560768	0.414198886306301	0.395891273126284	0.403678123289534	0.388751909588643	0.46036801181983	0.39061386246152	0.414720083752557	0.33391474840441	0.480887939829447	0.392454116410566	0.449742382989728	0.383974512305927	0.335300455270649	0.394878715502314	0.4521865944752	0.413433090272059	0.359058310953075	0.315335383387149	0.497204256555483	0.489053862933971	0.531251666405771	0.492538317275946	0.397108924398505	0.535250340319857	0.434383772985629	0.374158820538688	0.438822891433684	0.385877717307447	0.473492465037208	0.376437555954519	0.376146679346432
"vvkaj.00023"	0.394643556230068	0.384742911846962	0	0.410232748832455	0.394638968385157	0.393398711889297	0.346625800507743	0.361699184007375	0.43928311586206	0.354142902319698	0.413261797108172	0.398906771028203	0.369089788834912	0.434825860581332	0.422851175837844	0.36111350355582	0.4611548784368	0.348944537145926	0.479211326565714	0.413507329230483	0.430628879317598	0.367479641457382	0.453278236462297	0.411260933765206	0.337083466756191	0.464329733198381	0.382617635316305	0.381907332490338	0.42687455371078	0.401103522728339	0.400813997240881	0.406411438557094	0.44749510567452	0.461444159566821	0.503641963038621	0.420027708766188	0.354311603527546	0.489280435504577	0.448715610091378	0.398628414479131	0.416292768154579	0.399643502657472	0.488843019083746	0.431655793356386	0.436160808668516
"vvkaj.00029"	0.459247793577562	0.375703263939475	0.410232748832455	0	0.287862065439425	0.28029058330932	0.440893440790772	0.457107725861136	0.478234727816122	0.417725149889574	0.440822630564467	0.420819152720377	0.423194148496488	0.476155816248098	0.467114860243853	0.466464535051341	0.519269948563687	0.405405890627502	0.347197270492051	0.438607841967325	0.474892563723607	0.420293586507252	0.419895345001913	0.455524618171215	0.47624767086601	0.494433979425117	0.426881319722314	0.44049720062763	0.471138238116789	0.415685452663419	0.445077681646889	0.445945073635445	0.427252995700626	0.415676684164827	0.366836796719062	0.384822147817034	0.443426220874489	0.411395896842752	0.48766722204544	0.407832420702294	0.460556452560588	0.415930272149897	0.505129788576171	0.458209390658258	0.480424493074525
"vvkaj.00044"	0.449957369384089	0.381788632212772	0.394638968385157	0.287862065439425	0	0.213042580128989	0.440676760866	0.447495103881782	0.485643338518256	0.412399027715008	0.446176279791664	0.448531684794395	0.417496893300685	0.487458110848458	0.469211398494041	0.467356810484853	0.51888476581983	0.407502428877689	0.345876653197697	0.440704380217513	0.476989101973795	0.400202135976059	0.434799880164016	0.457621156421403	0.413915516629336	0.512305519761763	0.427174764027209	0.442593738877818	0.462100785729846	0.432183609561106	0.447174219897077	0.4500687758832	0.390438889181783	0.372371361801551	0.390808051920117	0.286548856998834	0.445522759124677	0.332535010070091	0.495075832747575	0.422064008022214	0.462652990810776	0.387105803001112	0.478502659080581	0.465026360269264	0.482521031324712
"vvkaj.00045"	0.438992804219061	0.366802280078249	0.393398711889297	0.28029058330932	0.213042580128989	0	0.430397811189414	0.428550007830804	0.479389578008511	0.410090975607438	0.45872659816956	0.442277924284649	0.415623191523854	0.48640021263604	0.462957637984295	0.452736506406779	0.518739003836038	0.387762309007643	0.332675032811635	0.423812049623101	0.470735341464049	0.414346975086375	0.432334839718814	0.44880539017656	0.472090448606452	0.483080188409136	0.415865893480718	0.43294054494031	0.446884435129376	0.42592984905136	0.440920459387332	0.446517900703545	0.404022568898262	0.342533210611087	0.381185073025983	0.301655960344993	0.428392370519144	0.354011237987409	0.486730926689498	0.438686486114155	0.456399230301031	0.380852042491367	0.472248898570836	0.461226037252602	0.476267270814967
"vvkaj.00022"	0.343364018285626	0.373551012948503	0.346625800507743	0.440893440790772	0.440676760866	0.430397811189414	0	0.340168796640659	0.406071871891874	0.328670565302144	0.380050553137987	0.371653820861615	0.309309854742936	0.401279374401507	0.430469277960163	0.380483492905874	0.476683559058011	0.368760308343811	0.471312499065985	0.420358904486035	0.3800246155655	0.324566154191084	0.460896338584616	0.418879035887524	0.431095974813047	0.461944472198007	0.36353265697703	0.375559710791558	0.432224358827959	0.408721624850657	0.386352982527872	0.372945683662046	0.477212655310651	0.46906226168914	0.485700583417712	0.472546716031114	0.377117323153673	0.392203626546229	0.396868900749866	0.365598487002587	0.415372051119344	0.366432258687286	0.463066913014048	0.389345986392296	0.303552364951859
"vvkaj.00024"	0.326888916927273	0.42464524331819	0.361699184007375	0.457107725861136	0.447495103881782	0.428550007830804	0.340168796640659	0	0.463115503054743	0.345912475735541	0.423958127024643	0.422751111338676	0.383475521812712	0.441471977173971	0.446683563030527	0.420887071052122	0.47185120835327	0.384974593414176	0.484970561234273	0.437339716423166	0.454461266510281	0.384797275972396	0.37742130851247	0.432691299055953	0.357652233014627	0.484259624112315	0.406450022508988	0.408006008634863	0.448304919001527	0.424935909921022	0.422244362531627	0.427540940419687	0.493426940381015	0.471880662475778	0.527474350231304	0.488761001101479	0.422994923661163	0.506145415221048	0.461299517348917	0.408523670091306	0.440125155347262	0.423475889850155	0.512675406276429	0.455488180549069	0.418708444421674
"vvkaj.00003"	0.393141067492596	0.408154402211077	0.43928311586206	0.478234727816122	0.485643338518256	0.479389578008511	0.406071871891874	0.463115503054743	0	0.336469165798192	0.372614565171985	0.410290619470652	0.337333036501202	0.354959330372993	0.392124356293836	0.398981191544494	0.498736376924447	0.361204808160416	0.473732636556339	0.430837054028999	0.395245043974095	0.354147868082817	0.480507108225914	0.438489805528823	0.459212858223618	0.504905262660727	0.384029480135961	0.399423537317492	0.454103425474396	0.428332394491956	0.405963752169171	0.381704368703034	0.496823424951949	0.430717340022813	0.530870834802238	0.492157485672413	0.383008809405301	0.525776331569544	0.441596560823712	0.385209256643885	0.440189807410317	0.381760917403262	0.436718312411191	0.360516626900574	0.420031857958328
"vvkaj.00016"	0.35654825108354	0.34208292542766	0.354142902319698	0.417725149889574	0.412399027715008	0.410090975607438	0.328670565302144	0.345912475735541	0.336469165798192	0	0.27755999976892	0.305396865341502	0.232410471711075	0.353801889305903	0.371104149703832	0.313779947303135	0.424951909716415	0.322549427606615	0.439459292596856	0.353581217282272	0.311439921514355	0.260231267999831	0.414685457847419	0.372668155150328	0.377337335791251	0.439905525301652	0.31817709520158	0.309482097380114	0.375998946813073	0.362510744113461	0.31902675592832	0.328897111188921	0.431001774573454	0.422851380951943	0.465049184423743	0.426335835293917	0.330906442416476	0.469047858337829	0.379385778471105	0.318423390838138	0.376784164623876	0.309018203717391	0.352856032276852	0.326633498713337	0.318654652024278
