Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15
SELE	0.217483277471458	-0.167518539583378	0.195722131125465	-0.228413039250839	-0.0552166068508401	0.120035249652746	-0.0844796630117089	-0.111979199193394	-0.107833189305954	-0.298050443378889	-0.0608968033855277	-0.018602496632805	0.125660915703493	0.13145003064586	-0.218219156706196
VB1	-0.111787993389102	-0.194868254947581	-0.179504053087185	0.0159512484018279	0.36552838294677	-0.0410636028858158	0.27262433904604	0.376549164864766	0.0765135784952723	-0.384985609413084	0.0204594938139576	-0.0617345169804623	-0.0753365380774483	-0.226643017820305	-0.13224125344282
NIAC	0.174175709277303	-0.246319683900395	0.0985215821690328	-0.238751335411338	0.095435259375154	-0.156730145966843	0.053672246483503	-0.266604059808907	-0.070358411864016	-0.054871404936726	0.0888139067393981	-0.122976199902475	0.223342523795081	0.00487520697072362	0.0158472600646885
VB6	-0.127147521469559	-0.109988728865368	0.319117577931449	-0.114801394768847	0.00864521957076772	-0.452621031135609	-0.105702425905403	0.0883937071780588	0.188575688543614	-0.103495725886854	0.295568103389985	-0.0581910613218992	-0.124043899491434	0.0935843413977334	0.340242071790467
FDFE	-0.249668452264025	-0.215728275132749	-0.0397491946828613	-0.0706933418691691	-0.247127245361676	-0.0679812280619211	0.183975318724628	-0.00830089687033827	0.0950789381641198	-0.0606357855196016	-0.0426378587049086	-0.0247528521134916	0.162164618646733	-0.0195987761893005	-0.0500484461740057
VARA	-0.226095186899698	-0.110861403062448	0.190005773312399	0.152865395511132	-0.314982793402361	-0.0711737686496963	-0.00457915138903659	0.0682049115008763	-0.173404832148069	0.0126717523354859	-0.39163509854984	-0.0203526142515982	0.0485132665199017	-0.0325116808113472	0.151679352240494
RET	0.0900469522333626	-0.148037033140106	0.0575610812463587	0.377367410560807	-0.194110406828336	-0.051792493997057	0.333484478794098	-0.0571474905613453	-0.208676480032704	0.000799317115511631	-0.361198979306967	-0.212606859879021	-0.116149319788615	-0.0621196123466831	0.0220522251944277
BCAR	-0.299493172623909	0.0132423815476688	0.147677388657232	-0.120206928277681	-0.163647676370682	-0.0269599671778687	-0.270751967235873	0.105654346881437	0.0126481902689845	-0.0088997434478772	-0.126519696892604	0.046269531874896	0.136818720921883	-0.00777633254686781	-0.357762121720939
CRYP	-0.130539923549128	0.132336771524848	-0.0704701771776251	0.161221456087874	0.460781405242541	-0.00719514139101297	-0.0823123857273886	-0.470855799744152	0.00549440578036012	-0.0545049284757564	-0.288752911011842	-0.0948672417683389	0.272570858605022	0.293625722926957	0.0106163654882257
LYCO	-0.183473345653907	-0.194817144237119	-0.169807067622379	-0.0137165366316321	0.102632692028246	0.0617438273313082	-0.398553576113308	0.268097667359161	-0.0247695767885054	0.25766729904686	-0.0552587255361476	-0.628204045638092	-0.0553433010142894	0.111722846723103	-0.213717922775532
LZ	-0.188795576737137	0.142086178491685	0.303159919093449	0.131605078953748	-0.108163551687137	-0.0221708042400894	0.0463033631329551	-0.309560037601454	0.195186611737617	0.0236493775319736	0.118198137206824	0.0926080401384902	-0.30551797391091	-0.0337683221167841	-0.530264717532137
ATOC	-0.247424725370684	-0.172703903343163	0.148569087579882	0.00308098446286685	0.138554899258059	0.127051661606317	-0.0994541836077623	0.136650850257785	-0.11583556327049	0.377257863465188	0.0751478131715961	0.390832720288035	0.375965585225196	0.00768368501427281	0.194697673346851
VITD	0.177626361361808	0.00243417035595493	0.345907952215166	-0.0911207144461103	0.1031495153505	-0.107908379802694	0.102984445536654	-0.10426640773885	0.312203516209654	0.287899358448847	-0.17267867084751	-0.247132414691583	0.273562507266355	-0.54883344819128	-0.0140275126732618
M221	0.175703958064065	0.0870080725009066	-0.0972867394379663	-0.336486749396599	-0.0760161690240713	-0.0451030023935795	0.279514665768914	0.139207050894006	0.332771999574751	0.404371676506674	-0.192665874725362	-0.0746027199590062	-0.145878240555044	0.259854156014247	0.0261982159154787
PFAT	-0.0581673724449729	-0.306887422912107	0.171640908112914	-0.0461125817578585	0.128499254381132	0.105443973097123	0.211418815625554	-0.0230020436199038	-0.36911725276457	0.323261850591744	0.173486976067667	0.0526939749720986	-0.143294110770831	0.0331335667503382	-0.100759760958796
