PC	var_explained
1	0.12252
2	0.08258
3	0.07724
4	0.06693
5	0.0518
6	0.04652
7	0.04471
8	0.04316
9	0.0391
10	0.03549
11	0.03387
12	0.03333
13	0.03192
14	0.03059
15	0.0287
16	0.02693
17	0.02547
18	0.02358
19	0.02242
20	0.02025
21	0.01898
22	0.01865
23	0.01672
24	0.01428
25	0.01253
26	0.01047
27	0.00937
28	0.00681
29	0.0051
30	0
31	0
