PC	var_explained
1	0.31033
2	0.07731
3	0.0691
4	0.05725
5	0.05151
6	0.0416
7	0.03827
8	0.03465
9	0.03051
10	0.02607
11	0.02465
12	0.0243
13	0.02273
14	0.02131
15	0.01973
16	0.01785
17	0.01632
18	0.01322
19	0.01262
20	0.01091
21	0.00957
22	0.00895
23	0.00774
24	0.00739
25	0.00709
26	0.00589
27	0.00511
28	0.00489
29	0.00417
30	0.00364
31	0.00327
32	0.00276
33	0.00249
34	0.00218
35	0.00176
36	0.00131
37	0.00116
38	0.00039
