Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37
SODI	0.228846899896102	0.190247916608001	-0.00516888213921804	0.0996699149505253	-0.0757852217805271	0.0750318041042995	-0.134833860350126	0.0712729878583462	-0.127078516380738	0.0341587453469389	0.0394323936561535	-0.0453978485139809	-0.0793836040772002	-0.0386901813380005	0.0775897542661964	0.0576298220280824	-0.0417021882132242	-0.180009339045478	0.246498152152282	0.0236373370565574	0.102515231545393	-0.0492719842067712	-0.263685173514753	-0.206815833627858	-0.405912426103576	0.171131427728019	0.258548272369279	0.181994497528859	-0.239557042048211	-0.312744377500292	-0.048073146754134	-0.136771103795215	-0.144821760708402	0.182013602429673	0.271685919215291	0.087297388642624	-0.0479213718668312
CARB	0.213038376037607	-0.0140083093252402	-0.0761485463672447	0.0826874916655594	-0.0656528522109432	0.131086605619783	0.217364718570245	-0.0896214387675455	-0.0851426559653389	-0.0915759153816596	0.0797529221048665	-0.252640864183593	-0.105049075308692	0.0969648651428387	0.162977047580423	0.0633291165120152	-0.0891376395862148	-0.282608415574879	0.0919116330218924	0.021283459185762	0.0620653999769248	0.375951143167439	0.0154302025528592	0.540925450746662	-0.225312283951507	-0.278649944208825	0.0802561791088826	-0.157605551212726	0.129080980321319	0.0245106745381767	0.0302247567293252	0.0931273299932712	0.0631766666793102	-0.0221068714681305	0.00616790066870329	-0.00631776822096996	-0.0483094489409806
FF	0.171413116726369	-0.232906382986554	0.041161275146102	0.165513285667824	-0.181824378919735	-0.0707817720877839	0.212381345759729	0.021422157818993	0.102315112700601	-0.0795070199476431	0.106427037126329	-0.134134637357368	-0.123163037679614	-0.219194019012516	0.0500554117161329	-0.0497239566934229	0.270543218102281	0.0832330196103781	-0.118526542544656	-0.0461383973277967	0.447159231849752	-0.0926202797705585	0.375644539167691	-0.10165487900844	-0.215470577931279	0.294281215176873	-0.0212948843933475	-0.0337403805013986	-0.0639728687426543	0.163054236931672	-0.0930929988229619	0.190958068929708	-0.0245388115544424	-0.0693416612111584	0.0974985548405134	-0.08499005490634	0.0224597954279546
TFAT	0.222750553566871	0.324199705818971	0.0296048223896462	0.126715544202446	0.0118101925030196	-0.0782596203804992	-0.0384783010552652	0.0313355878734401	-0.0943325077493871	0.0197648690774	0.000463952184123574	-0.0192273498969756	-0.0133452467468604	-0.0707726871474042	0.0411302771295883	-0.00875210299179157	-0.0634724447355533	0.17193727602176	-0.0705912958773448	-0.161460996587301	-0.0557872810804894	0.104095161542846	0.0473417583700452	0.0264984362607817	0.0613509837147228	-0.0533538104328161	0.0313178386918752	-0.00917702274229458	-0.0494588498594889	0.0826704279072453	0.0244327379819524	0.0132717654019155	-0.0155352957212631	0.0268756743953708	0.0539985924152648	-0.0537712601106561	0.834845531466537
PFAT	0.192714420929682	0.236293336495944	0.133610844400231	0.160534067413468	-0.1448260755765	-0.147821923538752	-0.115017977729278	-0.0895752477273039	-0.122361260196911	0.0276063501263583	0.0482928042176828	-0.076116278274875	-0.0148825211051262	-0.0470535439061888	0.125314015168981	-0.0290047300235432	-0.121792358805474	0.307421549068384	-0.200160216054297	-0.0484640764517853	-0.145430519338598	0.334993181759201	-0.0922396947474558	-0.13221002159554	0.0627677881604631	0.0997735029648483	0.173004730189833	0.172631363458462	-0.0550487974301304	0.198759261358434	0.274853403479758	0.252114894403914	-0.0693016124120206	-0.143740395566277	-0.13330336138773	-0.0322931714580751	-0.381872211134021
CHL	0.206678663187659	0.137796395200586	0.0725833333948526	0.0135065340171892	-0.158708862259321	0.0872117120747798	-0.0287705592211959	0.295259012672409	0.177818452070957	-0.0302996193438188	0.117712532134987	0.188098047525563	0.106847032825628	-0.0314048443884008	-0.036911567819197	0.00662398399100047	-0.0465850544225194	-0.0745762378713207	-0.143127525167891	0.185774745408617	0.434226472179898	0.164933604157447	-0.214593242271141	-0.077554688637397	0.19617696414672	-0.189999036020461	-0.317312959806572	-0.0748520320943377	-0.149310450286579	-0.314813170639084	0.0475095969394289	0.065769288729945	0.0978313868907309	-0.051320228967741	-0.19294208392837	-0.164891018496778	-0.0207860991360436
ATOC	0.209110620444271	0.0984707795842109	0.0902145204739523	0.121758414365306	-0.17690227599494	-0.304692157069738	-0.0143405018660601	-0.138859514875282	-0.058285734275858	-0.112707401849587	-0.17086867133545	-0.0167206980228967	0.0538593778185858	-0.0499935433483404	-0.196916953789615	0.00160828754505023	-0.0621267311184274	0.190456492388125	0.0350840080395433	-0.0209601245436623	-0.0401294075716515	0.150611259814268	0.0397433651279321	-0.0775242982662873	0.0143537179864087	-0.0560601718917716	-0.139029908770086	-0.206018281047147	0.367472268696296	-0.131150853321175	-0.44481521217158	-0.331545823697679	-0.0150917687160603	0.0548558162891273	0.186184854385865	-0.152499422565891	-0.173930681833445
ATOA	0.0785720464868246	-0.0201792046992412	-0.0388748689230743	-0.116586086865352	-0.0685803729353402	-0.511423835961521	-0.0752415832522048	-0.0502238896391184	-0.175294885113501	-0.342383068333415	-0.269065955032158	0.114273253949035	-0.0612343848190351	0.281201947727023	-0.347453867098929	0.170767693617957	0.036448439256195	-0.222139602042018	0.0745775835048048	0.0367218924688663	0.228611661281092	-0.0569274927470074	-0.0236070893351228	0.0514006157194492	-0.0072240626711831	-0.0160579641079161	0.0603120979514494	0.0710260485060601	-0.140774670101961	0.152139321890608	0.197075210513173	0.085445469661371	-0.0488957074708252	-0.0197585734254824	-0.10640124467622	0.0800364261271207	0.0535058015418436
VARA	0.17717039136162	-0.219660842554109	-0.018416197684257	0.174282310285457	0.281085188208601	-0.0566490250361752	-0.144677502448511	-0.0353803848530409	0.0404913147437701	-0.0850214582042594	0.0424424569160362	0.192399680207322	0.0469727677569975	0.179021033314146	0.147251339475467	-0.0666472334322286	-0.38114033353127	-0.0315760128189848	-0.0741768196572922	0.0502313227866991	0.0376371510848053	-0.0301693244767017	0.228367165257084	-0.0356032212316027	0.0925073813338516	-0.161912734306541	0.0885580827403038	0.264739488200648	-0.054465259837327	-0.120757333900309	-0.410305384198499	0.272063876326596	-0.0406120339334823	-0.20444102370326	0.10445750681379	0.200389361712501	0.00283002865347664
ACAR	0.0818637082233883	-0.135209741761589	0.0362737451710519	0.381575666429887	0.0817589665524736	0.0570093834162679	-0.344647323490356	-0.142538008852666	-0.0687571096884403	0.127816808341073	-0.0127177689240023	-0.0050141999110412	0.146951878420829	0.300167158758917	0.139801356328498	0.0818913761118983	0.50686948364106	0.169942098501928	0.0211598757963876	-0.145581976549018	0.144463317418244	-0.108043485650453	-0.304009764740052	0.167377163919477	-0.0285169045192957	-0.0662492365262142	-0.158582407224503	0.0351162726463902	0.0739124421537828	0.0655297351034072	-0.0596537423325265	-0.0123913597305504	0.0288663271379671	-0.0256853620863234	-0.0635273145836668	0.0941022702412583	0.00376210964359169
