PC	var_explained
1	0.3184
2	0.07769
3	0.07018
4	0.05887
5	0.05279
6	0.04228
7	0.03926
8	0.03293
9	0.03092
10	0.02653
11	0.02499
12	0.02335
13	0.02239
14	0.02128
15	0.02012
16	0.01761
17	0.0135
18	0.01313
19	0.01121
20	0.00986
21	0.0092
22	0.00802
23	0.00769
24	0.00733
25	0.00605
26	0.00531
27	0.00512
28	0.00433
29	0.00376
30	0.00342
31	0.00286
32	0.00259
33	0.00224
34	0.00186
35	0.00137
36	0.00119
37	4e-04
