Var	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38
BMXBMI	0.0178014774647753	-0.190497836701224	0.127210341663994	-0.0421475513844316	0.0381362837261675	-0.162509055898758	0.150106366774238	-0.404257295905821	0.109425811329714	-0.233240734059045	0.427885031266519	0.212590565978568	-0.0379656329077889	-0.117738290312242	-0.0897996958578099	0.39670152622034	-0.448312436828878	-0.0750148072328065	0.142547272260076	0.0475640295158964	-0.0779315852235364	-0.00495759739066432	-0.0747821560246379	-0.0380761462253644	0.00775979046285603	0.00641136755070595	0.0253826261040395	0.0646583130711156	-0.0525944955840863	-0.0299543050221011	-0.0532409182229334	-0.0161657233360465	0.0343763631539648	0.00870874018088096	0.0260001931383573	-0.00808023164416985	-0.0141386014003421	-0.00145883001683221
SODI	0.228737075702671	-0.195331196553865	-0.0092864024816014	-0.0877921749329457	0.0757567376251508	-0.0729753848221469	0.105270192035863	0.0951955869681696	0.133449461080489	0.0493668612777438	-0.0268457383633646	0.0183578659579929	-0.0364743230943886	-0.0950134108052231	-0.075165046276488	0.0424381134247066	0.0242360273189582	-0.0935476409973078	-0.142094432187335	-0.249905383677277	0.0288578491084736	-0.0976353538176956	-0.0591804786392831	0.30602829404191	-0.168927753814264	0.394282682535039	-0.111369696017119	-0.30004328332115	-0.158150197754444	-0.2527350702438	0.325185540272219	0.00764327079301656	-0.160865682761742	0.140846698721621	0.139151324601979	-0.267866907956536	0.108599919801645	-0.0465513180708728
CARB	0.213811049732271	0.00172654627723046	0.0831244543995374	-0.0797064687053232	0.0594918848432347	-0.110699744384809	-0.213290498073514	-0.105262161604275	0.053202461159539	-0.0292819507493312	-0.183604808098298	-0.0206445900642387	-0.231087425486934	-0.0460296325764233	-0.194750007418409	0.0922353416252127	-0.00967874770581112	-0.169490314513207	-0.228951349514253	-0.0940460457920507	0.0148353349792492	-0.0509209170674976	0.40196214496524	-0.0968044230679565	0.528982721169078	0.239830086872693	0.260608990267436	-0.0330401404866856	0.155571724317692	0.134424489580517	-0.00848952129798825	-0.0224780375511882	0.0974529990919183	-0.0583527337793433	-0.0229772731940076	-0.00305812916868733	-0.0062013731026724	-0.0485091869679791
FF	0.1719640620149	0.232198708877701	-0.00708137357791494	-0.17980881291491	0.17396864776564	0.0948306318512595	-0.185787908072112	-0.0329854359342588	-0.072720158291289	-0.101734449306389	-0.0172742490021744	0.106160920840423	-0.137719620670968	-0.250380168915564	-0.00952558888256646	-0.082271022350866	-0.0241050953227731	0.283817481230897	-0.00114888463373161	0.114679706819911	-0.0387721675154525	-0.458420069997884	-0.105645712549448	-0.349411497781754	-0.155133436286278	0.214916350635272	-0.282155968142009	-0.0612181219955213	0.0417713380341143	-0.0683574718337062	-0.149175052461969	0.10221434621267	0.197411293405083	0.0341144386067098	-0.0614260509042664	-0.10209876574914	-0.0826686372913875	0.0213754852200642
TFAT	0.222232614595807	-0.31776575984255	-0.0649303341480433	-0.110874458559956	-0.0163390131655511	0.0913649504189162	0.0312260100386887	0.0420294023550176	0.092284227875581	0.0384186456593031	-0.0154230965576692	-0.00750494242931105	-0.0192427430958982	-0.0454015942907419	-0.0139027956299872	-0.0922609641169722	0.0791783796859407	-0.00503572682235946	0.157755690404049	0.0679206596582681	-0.161603380044484	0.059698795474451	0.103144337899171	-0.0598963303308027	0.0116170413425713	-0.0624433719360912	0.0594076837664908	-0.0263874761788368	0.0174330022243752	-0.0503567603725648	-0.0749193069112032	-0.0282821211552486	0.0157767737125888	0.017639019969715	0.0190041784696582	-0.0554993879379235	-0.0557961565620441	0.834279061047355
PFAT	0.192426120137781	-0.226026690474402	-0.150578726383218	-0.156096422233442	0.143611333428434	0.1400125759534	0.138448982440343	-0.0613570728722547	0.0895717275916476	0.0749674101416998	-0.0740158617757274	0.0165341397380565	-0.0746568366268348	-0.0325809785770215	-0.0974943110024333	-0.128961274216042	0.0786123016805788	-0.0333532600348529	0.304796966721206	0.208555614874904	-0.0631680701508084	0.152671423423656	0.322070449785542	0.104415752119309	-0.141604768449152	-0.079601624448845	-0.060466869134727	-0.213003785868797	-0.136255082017697	-0.0384921256374043	-0.190470656894574	-0.245506267661527	0.277942121633702	0.0879068549512467	-0.128673697533946	0.138428796801991	-0.0490368157044398	-0.385719260249532
CHL	0.206215398521907	-0.124697001597299	-0.0904149203891992	-0.00714641439477331	0.15728175794569	-0.0507253478690241	-0.0399085468158385	0.294725654383916	-0.0827681715318976	-0.129282970797891	0.11266191665173	0.197163750065766	0.151921051012648	0.0466762599951668	0.0441358796876024	0.0152889875495249	-0.0161664521845713	-0.075671173667285	-0.0511569081042964	0.153039770193544	0.160175590977927	-0.43110075917399	0.177915436775137	0.23604103014991	-0.0297295625468934	-0.187170676751849	0.104320416236868	0.37175496311882	0.0543045251108822	-0.137705354594613	0.301672735407584	-0.0456007735880086	0.0610817455710814	-0.099165023517278	-0.04460618645279	0.188894087551321	-0.18079086730263	-0.0233138410642595
ATOC	0.208785809126415	-0.0947676053029259	-0.0928359349932545	-0.121486286694641	0.176859491756626	0.29013785349594	0.0723436138979487	-0.172892707333572	0.0295158306065334	-0.0885649290107271	0.0189210588576803	-0.163733401141754	-0.0172518203660322	0.0319067021701692	0.212579969462317	-0.0171100046148726	0.0311815115654933	-0.00716923771567049	0.199036043335418	-0.0254406083497879	-0.0331215389734966	0.0340930804567049	0.143331666063917	-0.0447774751503207	-0.084783318489785	-0.0028919979440764	0.0337978316372382	0.15995501159203	0.158983813878821	0.350521903148144	0.129960385105388	0.437356045848326	-0.381456297312997	-0.017396943730902	0.0467925900716156	-0.206644958062366	-0.121223661600286	-0.170458822518344
ATOA	0.0779307874323944	0.0245838407139779	0.0312051476158011	0.126080092684219	0.062433173707863	0.485883858238227	0.150646907863822	-0.114556542916803	0.158170055331942	-0.251082293810853	-0.151631756159155	-0.367433219854569	0.155282394981296	0.169678129986827	0.254900906216548	0.327521827902458	-0.0218958059046535	-0.0327896796808953	-0.197547267029122	-0.0775407885822185	0.0409482182209684	-0.225795938457326	-0.0522901076528573	0.0304095008189909	0.0611883293893271	0.0045137816955904	0.024726200236469	-0.0614317380552057	-0.0475543432074473	-0.133772169823683	-0.155156315427497	-0.194387607658844	0.110382186316808	0.0610105678989147	-0.0121712201377075	0.115083534784712	0.0656096541889306	0.0525813483346413
VARA	0.178089682538963	0.206322225683341	0.0512842425124624	-0.178369637286933	-0.27776965328314	0.031364122401324	0.160547558485523	-0.00297942909880015	-0.0471213247296238	-0.0655717277460448	-0.0743126927442288	0.0186289449573287	0.196715041620592	0.159813184218189	-0.170838547219445	-0.0503058260374641	-0.0154065957190278	-0.376833490910826	0.0626453288118104	0.07418364056634	0.050229179331513	-0.0474340559521172	-0.0401750862928997	-0.211441956842795	-0.0528432590506234	-0.0945730230863688	0.184469811197045	-0.052323328148842	-0.277606827467494	-0.0896419841526024	0.119341623303597	0.422170936562211	0.249008365642707	0.0443138203370892	-0.193588699026393	-0.0823883553306064	0.204729925468952	0.00402244543342477
ACAR	0.0880219952767731	0.106557475231981	0.0112661924302807	-0.387245079334751	-0.0702312464242954	-0.0994891876519462	0.345267458730465	-0.0312036379927334	0.00905239697083692	0.177967377432971	-0.0498479535617248	-0.044964064091192	-0.00553657283278376	0.305200348213937	-0.192770178565725	0.0910592159331491	0.0148793030382239	0.536478705624221	0.0273234119882803	-0.0224964203761574	-0.142352932702804	-0.133357848403156	-0.0894058000267709	0.285211428338713	0.211274625717346	0.044248648195734	0.029222679898224	0.164894979252162	-0.0336524394224399	0.0686367166465645	-0.074571868262704	0.0614266428386751	-0.00703336732726607	-0.03160119555046	-0.0154079982567888	0.0716916706509632	0.0892604928399166	0.00515368667655499
BCAR	0.114826747030069	0.243229229759901	-0.0364672981022261	-0.388040965572588	-0.216689583027664	0.0220104069970678	0.225184109393056	-0.0013647813310034	-0.146627141532521	0.0642404573987952	0.0819065409727026	-0.0491762693038011	0.0376877937241243	0.0914037894536466	-0.113712130304951	0.0397626027059216	-0.0538982234529064	-0.262899164851508	-0.0884257644131164	-0.0301007366285771	0.200105354575395	0.021762484698846	0.0298127453334259	-0.190338663682738	-0.154843196790787	-0.0218127748087317	-0.116394316246539	-0.0594049056155839	0.269187780095755	0.039737320687403	-0.00651597612333775	-0.432778119313589	-0.222829630904456	-0.0592404483794902	0.135143389776815	-0.0361464397570389	-0.289504968464187	0.0269361136175857
CRYP	0.0573546227764469	0.23546460877192	-0.12539335372564	-0.0364524702655791	0.0856008650504935	-0.0553015827107823	-0.210817044728237	-0.047596166122668	0.418704750141885	0.325346328681698	0.35777250337836	0.0229823725196771	0.16749320884558	0.00539066647698751	0.0506796950956286	0.233549234803133	0.391470288829056	-0.0629788882069564	0.229887033657116	-0.303958730898503	0.0203087204574687	-0.102711249017217	0.00993220758072028	-0.101720237505153	0.0840717255648216	-0.124626283123791	-0.0449986950964156	0.00214231057408514	-0.0305738462740647	0.0486258384025152	0.0660611950758586	-0.0579617880541588	0.0995765045631443	0.0461317294881412	-0.00103161078425775	0.00980716276930959	0.0239686252485061	0.000408165100328031
LYCO	0.10020487834705	0.00704939498352095	0.182630148654515	-0.0749292407334985	0.0955639339101352	-0.314902253773917	-0.0185565019268775	0.0340723357529877	0.0338774876564485	0.363053659875323	-0.085768868204148	-0.325889486432373	0.0826702901538268	0.0208223055650925	0.467763899312662	-0.16948536316345	-0.482373209451254	-0.0257317023019568	0.176567469503547	-0.0729388043901124	0.146308550336135	-0.0629868621855688	0.0792453805187026	-0.0629207132027811	0.0314196913935372	0.0427326125512401	-0.0143685863429527	0.00119989860968306	-0.106064002485426	-0.0626365344223659	-0.0287039276562634	-0.0069810644945233	0.0820878562709064	-0.0820350117663217	-0.0108520349570777	0.0187405537789479	-0.0321214729591077	0.0183726775960295
LZ	0.0733529727399648	0.235930903021347	-0.022946076993256	-0.237318309389246	-0.16052766244791	0.133256909047576	0.0549688337660504	0.0871687983242143	-0.309262188255599	-0.185212537750266	0.197172120777775	0.0765676729094822	0.0291461512462738	-0.452665647774857	0.376645595935218	-0.080044703023576	0.0422041064262848	-0.0513487950212902	0.0420496857483244	-0.241241240569873	-0.228286221794087	0.151293749843989	0.0243813414711294	0.282288360872324	0.208648009487899	0.0378021528168148	0.0618108662558727	-0.00163096520679169	-0.0655688972125559	0.00353083131102648	-0.022892619284856	-0.0240019344340963	0.108011155831123	0.0273912772648014	-0.00159301045276105	0.107567162470451	0.0371157675804155	0.00416396796178836
VB1	0.233156386340573	0.0210556742024755	0.122281264784912	0.0422901801375093	0.0734211180486126	-0.13343452023903	0.0283990798657852	-0.0243043535644221	0.0607299204653355	0.0238513956904166	-0.195087988841997	-0.00161666079255665	-0.212511315826449	-0.137263882813273	-0.0730366861381597	0.0937879001826094	0.128851587652037	-0.290709608833316	-0.0362942827447352	-0.115970361694311	0.0426623021157044	-0.028896094992524	-0.242408300864644	0.284478270098506	-0.00958272371759642	-0.277871441136145	-0.264213165320521	0.0318517594581456	0.00296676537463312	-0.0535941836325685	-0.392286898622281	0.20135335197314	-0.0928122628808528	-0.388106991520184	-0.0910785890060863	0.0384402480414373	-0.103573963251087	0.000777895996194943
VB2	0.236339300892612	-0.0310734282795427	0.208117386788161	0.125070587978241	0.00103113316351704	-0.12313731365897	0.00813823143928445	-0.0364152384680876	-0.169374708390527	-0.053069420311984	-0.0213510462249219	0.028732961207265	0.185938269877846	0.0771803080994649	0.0103482282094973	-0.0382642746159864	0.113224320457549	-0.112934628632972	0.100612225425196	0.0751982716505623	-0.0508309014141829	-0.0441691926169667	0.0972082808636306	0.0245526025596802	-0.0545279980755983	0.0272977955379771	-0.284544796469571	0.174989615095145	0.227195072296067	0.185637171734213	-0.100473044956569	-0.0966543617888211	0.134155447894915	0.0845505663737576	0.437497466450184	-0.0304367481016178	0.546259144756801	-0.0120030412407333
NIAC	0.218331788801421	-0.0370460048183553	0.101439773223198	0.140432411065974	0.132123334337959	0.0493971327804118	0.127581084116799	0.120851582171774	-0.172010585552026	0.119558406602477	0.161047716380112	0.00700251461622924	-0.142239082891787	0.0538938944862062	-0.0346679049635453	0.108004024452859	0.075885330619469	0.0573411913288065	-0.162196389897421	-0.195787254689183	0.353911086241863	0.330153561874522	-0.0509326498437783	-0.0487571372226535	-0.164203312252378	0.236218819132869	0.00830017464741759	0.338104935989407	-0.0938788938675474	0.122174771007932	-0.148060869605818	0.0809809347976809	0.262069522466809	0.289632999816798	-0.125098638990762	0.0401494916593838	-0.166092651880453	0.0678507561784928
FDFE	0.177735429081467	0.207307612427448	0.219264523770614	0.108863220397573	0.0503273328650635	0.0273770181929283	0.0253175977726989	-0.0421506580727451	0.0163853009381412	0.142166789206627	-0.180103299105934	-0.0832662922954505	-0.382039182314186	-0.220596748464922	-0.0602850769346096	0.0435197108703134	-0.00739630783597369	-0.0154067666055524	0.087924244995233	0.0919591764525232	-0.157652117923651	-0.12278532929917	-0.213507516349997	-0.00703580103468583	-0.178538104135986	-0.246601377928802	0.367620629356117	0.0856034489941887	-0.157374446064759	0.174157851675104	0.240358565287189	-0.235688377678287	-0.0914669673159957	0.24239065110721	0.13541733584874	0.0830294734556269	0.0426979075907013	0.00335506193200271
VB12	0.199897153985115	0.100293938855354	-0.0113381354544836	0.343675154926177	-0.132097158455526	0.0109808719578945	0.0506901615191805	0.0674469073252462	-0.0401873770256515	0.0532859657509476	0.178440566131022	0.123268728558208	0.161760196871869	0.0794048120550578	-0.0696130799002403	-0.107351352207806	-0.0060922486161608	0.0317933386214699	0.105247125882771	-0.0172086065565261	-0.0441077938940664	-0.19403421230588	0.0684003672790754	0.00970948781476362	-0.104941231276864	0.302081602154412	0.308069647932567	-0.254260462500269	-0.155956948803234	0.113939906944178	-0.3328569494454	0.088491738794004	-0.218526136012256	-0.157895173948265	0.227720329745638	0.285571441237192	-0.161194471577859	-0.0102326227998852
B12A	0.0799267666973438	0.184271805308033	0.230692498812868	0.344089481436021	-0.0938152359304374	0.186441581744698	0.226236196622738	0.103018070647224	-0.0852274299182291	0.171632260298618	0.137207319322371	0.0537498160208585	-0.276662352769302	0.147042012689868	0.0674543646085934	0.104424393077877	0.0462048220921334	-0.0156596111103517	0.201655384990034	0.145922344575946	-0.229682567141452	0.0562271527635739	0.193922244921624	-0.0926973255794841	0.177897533237486	0.132779237400427	-0.239474587138929	0.0575517763410127	0.0710614665247653	-0.331065912773234	0.213282633263305	-0.0176005426985101	-0.0673957348812363	-0.174154791327683	-0.163127575915555	-0.104109633476303	-0.0350347614819652	-0.0153058951588823
VC	0.132734444173827	0.293114340733806	-0.0681739478260934	-0.0934139278459349	0.109252029116001	0.0112895979298378	-0.304152136347473	0.0490608303854415	0.234542369274927	0.0192271777838697	0.133554007448119	-0.0683636590833775	0.0451962036063499	0.199165114848704	0.0640200820495014	0.000821156457285852	-0.113184596465091	-0.143205343273102	-0.202473056831216	0.452152284344333	-0.277846935260248	0.274327950943993	-0.149494158040809	0.286517040620916	-0.121659424796419	0.204899874743718	0.072203998914741	0.0766641819929176	0.0709493240546505	0.00112576662445658	-0.0518630347604187	0.00554618132153649	0.116136602811794	-0.0349546439178599	0.0584736421328076	-0.119905639933914	-0.0894235381340898	0.0250829238523848
VD	0.179826803099518	0.146589540501341	-0.186469521540663	0.241194118868009	-0.121241297603954	-0.217067883075775	-0.0169279415470838	0.00864901276064482	0.00552987702570168	-0.292869180978928	-0.176966418291262	0.0118392329843195	0.104382348541793	0.0987850940801891	-0.00404979913832018	-0.0349734976563264	-0.0342643374639047	0.0484300948567813	0.229240448023722	0.0300860779876182	0.0534806511950357	0.00318762493977004	-0.0642696546200122	0.0781845793199173	0.333253672706167	-0.0912833655754132	-0.185810450975314	0.0215409052794775	-0.224130789464369	0.0705469803572063	-0.0414916952924456	-0.117335807438167	-0.0292257866698743	0.33520389043757	0.0703288515806096	-0.341589951401618	-0.34900912869606	-0.00845883895992318
CALC	0.203455750885673	0.0151990995964224	0.152693625932872	0.0928295668176785	-0.138933483161536	-0.0213603644807616	-0.097614434344151	-0.129917194293214	0.165869910847564	-0.17786969624056	-0.293155377544661	0.0873013472519498	0.29074642502974	-0.0385567181500682	-0.0841815620251444	-0.0400929213209361	-0.0566193052595332	0.150859389450584	0.118715651992013	-0.250023036907178	-0.145394730129288	0.187991652769462	-0.0832003824155362	-0.028098573081193	-0.206998717351148	0.182450132214898	-0.0844376306427769	0.091700894015507	0.0974835705695623	0.17139209145424	0.307355289314445	-0.172467149253536	0.0983864690853161	-0.275925241902782	-0.283989660261711	0.185737604895204	-0.101071132493784	0.0120076281380947
POTA	0.258773066644504	0.061016860848987	0.0387387657817615	-0.064816553540872	0.105022370586716	-0.0723255401938923	-0.174089254768248	-0.0230387006949206	-0.0346524797848561	-0.0332227696143546	0.0547537387515388	0.0527446039340585	0.0735140394404487	0.0655450408347394	0.0201349880390585	0.00501596873431404	-0.0538664375057576	0.0325256857808799	-0.113066506488482	0.123941574132494	0.0340969797936214	0.143742544368246	-0.00774528896626348	-0.0798178967761415	0.128017787667767	-0.0873533624885983	-0.222961109514642	-0.146878194009133	-0.0236804814081475	-0.0949823930889437	0.020521931225753	0.052030120474031	-0.470997204608023	0.361128559900473	-0.287685094091593	0.466491581471081	0.188866583614926	0.0402787673904755
